freq,temp,util,power
1200000.00,75333.18,47.83,4.52
1200000.00,75613.76,46.53,4.52
1200000.00,75738.13,45.98,4.52
1200000.00,75564.28,47.05,4.54
1200000.00,75403.77,48.04,4.54
1200000.00,75242.28,49.04,4.54
1200000.00,75271.79,48.96,4.54
1200000.00,75483.78,47.99,4.45
1200000.00,75629.44,47.32,4.45
1200000.00,75750.00,46.74,4.45
1200000.00,75750.00,46.31,4.45
1200000.00,75750.00,45.77,4.56
1200000.00,75750.00,45.37,4.56
1200000.00,75750.00,45.62,4.56
1200000.00,75750.00,46.64,4.56
1200000.00,75750.00,47.76,4.75
1200000.00,75750.00,47.71,4.75
1200000.00,75750.00,47.67,4.75
1200000.00,75750.00,47.63,4.75
1200000.00,75750.00,47.40,4.75
1200000.00,75750.00,46.67,4.75
1200000.00,75750.00,46.15,4.75
1200000.00,75709.56,46.09,4.75
1200000.00,75459.94,47.27,4.66
1200000.00,75305.71,48.00,4.66
1200000.00,75212.00,48.38,4.66
1200000.00,75212.00,48.07,4.66
1200000.00,75212.00,47.72,4.60
1200000.00,75238.92,47.41,4.60
1200000.00,75430.74,46.51,4.60
1200000.00,75661.99,45.42,4.60
1200000.00,75714.68,45.12,4.75
1200000.00,75518.90,45.76,4.75
1200000.00,75361.05,46.28,4.75
1200000.00,75212.00,46.78,4.75
1200000.00,75212.00,47.08,4.74
1200000.00,75212.00,47.33,4.74
1200000.00,75212.00,47.58,4.74
1200000.00,75278.89,47.29,4.74
1200000.00,75554.06,45.95,4.59
1200000.00,75709.76,45.20,4.59
1200000.00,75694.67,45.27,4.59
1200000.00,75491.84,46.26,4.59
1200000.00,75294.72,47.22,4.68
1200000.00,75249.67,47.50,4.68
1200000.00,75454.66,46.84,4.68
1200000.00,75625.99,46.30,4.68
1200000.00,75750.00,45.90,4.76
1200000.00,75750.00,45.90,4.76
1200000.00,75750.00,45.90,4.76
1200000.00,75734.07,45.95,4.76
1200000.00,75504.36,46.69,4.66
1200000.00,75346.22,47.19,4.66
1200000.00,75223.70,47.60,4.66
1200000.00,75394.35,47.33,4.66
1200000.00,75603.57,47.00,4.52
1200000.00,75750.00,46.77,4.52
1200000.00,75750.00,46.54,4.52
1200000.00,75750.00,46.32,4.52
1200000.00,75750.00,46.02,4.71
1200000.00,75706.56,46.04,4.71
1200000.00,75465.86,46.81,4.71
1200000.00,75270.10,47.43,4.71
1200000.00,75290.83,47.50,4.71
1200000.00,75528.79,47.12,4.71
1200000.00,75688.66,46.87,4.71
1200000.00,75700.96,46.61,4.71
1200000.00,75438.00,45.75,4.59
1200000.00,75279.69,45.22,4.59
1200000.00,75302.02,45.29,4.59
1200000.00,75706.79,46.58,4.59
1200000.00,76122.83,47.91,4.59
1200000.00,76215.59,48.38,4.59
1200000.00,75840.24,48.10,4.59
1200000.00,75402.82,47.76,4.59
1200000.00,75212.00,47.52,4.73
1200000.00,75212.00,46.91,4.73
1200000.00,75212.00,46.38,4.73
1200000.00,75218.51,45.88,4.73
1200000.00,75409.84,45.23,4.68
1200000.00,75564.42,44.70,4.68
1200000.00,75720.16,44.17,4.68
1200000.00,75750.00,44.29,4.68
1200000.00,75750.00,45.23,4.53
1200000.00,75750.00,45.76,4.53
1200000.00,75750.00,46.00,4.53
1200000.00,75750.00,46.37,4.53
1200000.00,75750.00,46.71,4.46
1200000.00,75750.00,46.52,4.46
1200000.00,75750.00,45.98,4.46
1200000.00,75694.10,45.96,4.62
1200000.00,75481.88,46.69,4.62
1200000.00,75323.66,47.23,4.62
1200000.00,75236.11,47.55,4.62
1200000.00,75478.36,46.83,4.65
1200000.00,75640.54,46.35,4.65
1200000.00,75724.03,46.07,4.65
1200000.00,75539.52,46.32,4.65
1200000.00,75323.01,46.62,4.55
1200000.00,75212.00,46.77,4.55
1200000.00,75212.00,46.77,4.55
1200000.00,75212.00,46.77,4.55
1200000.00,75212.00,46.77,4.72
1200000.00,75212.00,46.77,4.72
1200000.00,75212.00,46.77,4.72
1200000.00,75229.83,46.69,4.72
1200000.00,75406.73,45.86,4.69
1200000.00,75566.37,45.12,4.69
1200000.00,75725.73,44.38,4.69
1200000.00,75681.49,44.14,4.69
1200000.00,75403.33,43.66,4.54
1200000.00,75244.03,43.39,4.54
1200000.00,75212.00,43.44,4.54
1200000.00,75212.00,43.83,4.54
1200000.00,75212.00,44.20,4.64
1200000.00,75334.52,44.24,4.64
1200000.00,75920.84,44.13,4.64
1200000.00,76242.46,44.08,4.64
1200000.00,76218.91,44.43,4.71
1200000.00,75990.12,45.62,4.71
1200000.00,75831.78,46.45,4.71
1200000.00,75712.42,46.74,4.71
1200000.00,75484.99,45.95,4.66
1200000.00,75328.56,45.41,4.66
1200000.00,75212.00,45.13,4.66
1200000.00,75212.00,46.24,4.66
1200000.00,75212.00,47.54,4.58
1200000.00,75223.89,48.35,4.58
1200000.00,75399.53,47.86,4.58
1200000.00,75562.07,47.40,4.58
1200000.00,75734.72,46.79,4.61
1200000.00,75499.68,45.47,4.61
1200000.00,75340.67,44.58,4.61
1200000.00,75227.98,43.99,4.61
1200000.00,75406.95,45.50,4.53
1200000.00,75568.77,46.86,4.53
1200000.00,75731.34,48.23,4.53
1200000.00,75677.54,48.05,4.53
1200000.00,75403.35,46.79,4.37
1200000.00,75241.23,46.04,4.37
1200000.00,75212.00,46.00,4.37
1200000.00,75212.00,46.31,4.37
1200000.00,75212.00,46.61,4.53
1200000.00,75212.00,46.58,4.53
1200000.00,75212.00,46.29,4.53
1200000.00,75212.00,46.08,4.53
1200000.00,75212.00,46.02,4.83
1200000.00,75212.00,46.68,4.83
1200000.00,75212.00,47.23,4.83
1200000.00,75212.00,47.59,4.83
1200000.00,75212.00,47.22,4.77
1200000.00,75212.00,46.96,4.77
1200000.00,75212.00,46.74,4.77
1200000.00,75212.00,46.40,4.77
1200000.00,75212.00,45.99,4.68
1200000.00,75212.00,45.75,4.68
1200000.00,75212.00,45.63,4.68
1200000.00,75212.00,45.53,4.68
1200000.00,75212.00,45.39,4.80
1200000.00,75272.78,45.49,4.80
1200000.00,75943.40,47.40,4.80
1200000.00,76262.24,48.41,4.80
1200000.00,75913.53,48.68,4.75
1200000.00,75586.54,48.94,4.75
1200000.00,75267.76,49.19,4.75
1200000.00,75277.50,48.72,4.75
1200000.00,75516.95,46.83,4.62
1200000.00,75674.26,45.60,4.62
1200000.00,75791.54,45.14,4.62
1200000.00,75993.45,45.80,4.62
1200000.00,76208.55,46.51,4.63
1200000.00,76288.00,46.84,4.63
1200000.00,76288.00,47.14,4.63
1200000.00,76288.00,47.38,4.63
1200000.00,76173.35,47.06,4.75
1200000.00,75903.34,45.75,4.75
1200000.00,75753.71,45.02,4.75
1200000.00,75959.73,46.02,4.73
1200000.00,76124.65,46.82,4.73
1200000.00,76285.02,47.61,4.73
1200000.00,76129.32,47.11,4.73
1200000.00,75931.29,46.48,4.56
1200000.00,75778.76,45.99,4.56
1200000.00,75816.30,48.58,4.56
1200000.00,76044.71,57.81,4.56
1200000.00,76257.16,66.40,4.78
1200000.00,76226.63,68.03,4.78
1200000.00,76014.92,69.33,4.78
1200000.00,75826.69,70.49,4.78
1200000.00,75791.98,70.99,4.80
1200000.00,75990.82,71.08,4.80
1200000.00,76145.79,71.15,4.80
1200000.00,76281.59,71.20,4.80
1200000.00,76071.92,70.85,5.32
1200000.00,75918.81,70.59,5.32
1200000.00,75765.84,70.34,5.32
1200000.00,75819.69,70.46,5.32
1200000.00,76093.87,71.03,5.12
1200000.00,76247.98,71.35,5.12
1200000.00,76288.00,71.43,5.12
1200000.00,76288.00,71.43,5.12
1200000.00,76288.00,71.43,5.25
1200000.00,76288.00,71.43,5.25
1200000.00,76288.00,71.43,5.25
1200000.00,76288.00,71.43,5.25
1200000.00,76326.62,71.43,5.30
1200000.00,76528.78,71.43,5.30
1200000.00,76685.33,71.43,5.30
1200000.00,76818.15,71.43,5.30
1200000.00,76612.12,71.43,5.30
1200000.00,76460.37,71.43,5.30
1200000.00,76308.63,71.43,5.30
1200000.00,76353.80,71.43,5.30
1200000.00,76621.59,71.43,5.13
1200000.00,76773.51,71.43,5.13
1200000.00,76876.07,71.28,5.13
1200000.00,77082.26,70.67,5.13
1200000.00,77316.52,69.98,5.25
1200000.00,77308.21,70.05,5.25
1200000.00,77103.23,70.83,5.25
1200000.00,76953.40,71.39,5.25
1200000.00,76826.00,71.83,5.32
1200000.00,76826.00,71.52,5.32
1200000.00,76826.00,71.25,5.32
1200000.00,76828.82,70.97,5.32
1200000.00,77027.68,70.97,5.30
1200000.00,77181.07,70.97,5.30
1200000.00,77335.44,70.97,5.30
1200000.00,77364.00,71.00,5.30
1200000.00,77364.00,71.11,4.83
1200000.00,77364.00,71.18,4.83
1200000.00,77364.00,71.44,4.83
1200000.00,77364.00,72.00,4.83
1200000.00,77364.00,72.30,4.81
1200000.00,77364.00,72.17,4.81
1200000.00,77364.00,72.05,4.81
1200000.00,77364.00,71.92,4.81
1200000.00,77364.00,71.78,4.87
1200000.00,77364.00,71.38,4.87
1200000.00,77364.00,71.08,4.87
1200000.00,77364.00,70.77,4.87
1200000.00,77364.00,70.77,5.04
1200000.00,77364.00,70.77,5.04
1200000.00,77364.00,70.77,5.04
1200000.00,77261.38,70.79,5.04
1200000.00,76756.57,70.88,5.38
1200000.00,76444.55,70.94,5.38
1200000.00,76326.04,70.97,5.38
1200000.00,76518.19,70.97,5.38
1200000.00,76713.04,70.97,5.41
1200000.00,76845.88,71.02,5.41
1200000.00,77022.99,71.52,5.41
1200000.00,77184.11,71.96,5.41
1200000.00,77364.00,72.45,5.50
1200000.00,77364.00,72.28,5.50
1200000.00,77364.00,72.12,5.50
1200000.00,77364.00,71.96,5.50
1200000.00,77428.07,71.57,5.44
1200000.00,77645.88,70.55,5.44
1200000.00,77800.60,69.83,5.44
1200000.00,77873.75,69.49,5.44
1200000.00,77637.20,70.60,5.23
1200000.00,77467.71,71.39,5.23
1200000.00,77410.31,71.70,5.23
1200000.00,77607.83,70.95,5.23
1200000.00,77759.84,70.38,5.18
1200000.00,77896.89,69.86,5.18
1200000.00,77739.31,70.59,5.18
1200000.00,77584.83,71.30,5.18
1200000.00,77379.53,72.24,5.33
1200000.00,77435.39,72.25,5.33
1200000.00,77660.63,72.07,5.33
1200000.00,77814.16,71.95,5.33
1200000.00,77843.13,71.85,5.32
1200000.00,77613.32,71.75,5.32
1200000.00,77371.59,71.65,5.32
1200000.00,77364.00,71.61,5.32
1200000.00,77364.00,71.52,5.26
1200000.00,77364.00,71.46,5.26
1200000.00,77395.61,71.40,5.26
1200000.00,77554.28,71.27,5.26
1200000.00,77680.81,71.16,5.19
1200000.00,77807.59,71.05,5.19
1200000.00,77902.00,71.69,5.19
1200000.00,77902.00,77.72,5.19
1200000.00,77902.00,84.57,5.14
1200000.00,77902.00,89.95,5.14
1200000.00,77902.00,93.35,5.14
1200000.00,77902.00,93.43,5.14
1200000.00,77902.00,93.52,4.98
1200000.00,77902.00,93.59,4.98
1200000.00,77902.00,93.65,4.98
1200000.00,77950.55,93.84,4.98
1200000.00,78165.44,94.59,5.71
1200000.00,78291.73,95.04,5.71
1200000.00,78418.02,95.48,5.71
1200000.00,78440.00,95.72,5.71
1200000.00,78440.00,96.40,5.87
1200000.00,78440.00,96.80,5.87
1200000.00,78440.00,97.19,5.87
1200000.00,78440.00,97.52,5.87
1200000.00,78440.00,98.54,5.94
1200000.00,78440.00,99.13,5.94
1200000.00,78440.00,99.72,5.94
1200000.00,78470.77,100.00,5.94
1200000.00,78649.94,100.00,5.94
1200000.00,78763.50,100.00,5.94
1200000.00,78874.99,100.00,5.94
1200000.00,78983.61,100.00,5.94
1200000.00,79153.84,100.00,5.95
1200000.00,79278.14,100.00,5.95
1200000.00,79402.04,100.00,5.95
1200000.00,79516.00,100.00,5.95
1200000.00,79516.00,100.00,5.95
1200000.00,79516.00,100.00,5.95
1200000.00,79516.00,100.00,5.95
1200000.00,79516.00,100.00,5.95
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.96
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,100.00,5.97
1200000.00,79516.00,99.57,5.97
1200000.00,79516.00,97.29,5.90
1200000.00,79516.00,95.91,5.90
1200000.00,79516.00,87.07,5.90
1200000.00,79516.00,78.57,5.90
1200000.00,79516.00,70.17,5.02
1200000.00,79516.00,61.78,5.02
1200000.00,79516.00,59.97,5.02
1200000.00,79516.00,71.96,5.02
1200000.00,79516.00,84.32,5.12
1200000.00,79516.00,93.82,5.12
1200000.00,79516.00,100.00,5.12
1200000.00,79516.00,100.00,5.12
1200000.00,79516.00,100.00,5.15
1200000.00,79516.00,100.00,5.15
1200000.00,79518.54,100.00,5.15
1200000.00,79680.33,100.00,5.15
1200000.00,79804.32,100.00,5.14
1200000.00,79928.97,100.00,5.14
1200000.00,80051.05,99.93,5.14
1200000.00,79933.03,96.93,5.14
1200000.00,79794.06,93.41,5.03
1200000.00,79677.53,90.46,5.03
1200000.00,79560.75,87.50,5.03
1200000.00,79554.21,87.33,5.03
1200000.00,79759.08,92.52,6.33
1200000.00,79882.10,95.64,6.33
1200000.00,80004.87,98.75,6.33
1200000.00,80054.00,100.00,6.33
1200000.00,80054.00,100.00,6.29
1200000.00,80054.00,100.00,6.29
1200000.00,80054.00,100.00,6.29
1200000.00,80054.00,100.00,6.29
1200000.00,80054.00,100.00,6.38
1200000.00,80054.00,100.00,6.38
1200000.00,80054.00,100.00,6.38
1200000.00,80073.79,100.00,6.38
1200000.00,80459.70,100.00,6.32
1200000.00,80766.32,100.00,6.32
1200000.00,81073.85,100.00,6.32
1200000.00,81077.77,99.17,6.32
1200000.00,80859.61,95.69,5.99
1200000.00,80734.33,93.70,5.99
1200000.00,80608.16,91.69,5.99
1200000.00,80655.77,92.44,5.99
1200000.00,80937.04,96.93,5.80
1200000.00,81071.97,99.08,5.80
1200000.00,81130.00,100.00,5.80
1200000.00,81130.00,100.00,5.80
1200000.00,81130.00,100.00,5.85
1200000.00,81130.00,100.00,5.85
1200000.00,81148.91,100.00,5.85
1200000.00,81297.66,100.00,5.85
1200000.00,81466.21,100.00,5.75
1200000.00,81595.82,100.00,5.75
1200000.00,81668.00,100.00,5.75
1200000.00,81668.00,100.00,5.75
1200000.00,81668.00,100.00,5.76
1200000.00,81668.00,100.00,5.76
1200000.00,81633.29,100.00,5.76
1200000.00,81361.15,100.00,5.76
1200000.00,81067.24,100.00,5.74
1200000.00,80834.91,100.00,5.74
1200000.00,80605.50,100.00,5.74
1200000.00,80702.19,100.00,5.74
1200000.00,81120.13,100.00,5.72
1200000.00,81352.72,100.00,5.72
1200000.00,81585.05,100.00,5.72
1200000.00,81627.23,99.91,5.72
1200000.00,81416.74,99.44,5.83
1200000.00,81291.17,99.17,5.83
1200000.00,81165.82,98.89,5.83
1200000.00,81130.00,98.92,5.83
1200000.00,81130.00,99.47,5.67
1200000.00,81130.00,99.95,5.67
1200000.00,81083.61,96.36,5.67
1200000.00,80927.00,84.08,5.67
1200000.00,80816.92,75.45,4.97
1200000.00,80706.42,66.78,4.97
1200000.00,80596.47,58.16,4.97
1200000.00,80656.86,62.90,4.97
1200000.00,80884.98,80.79,5.04
1200000.00,81019.45,91.33,5.04
1200000.00,81120.07,100.00,5.04
1200000.00,81000.05,100.00,5.04
1200000.00,80847.47,100.00,5.05
1200000.00,80734.92,100.00,5.05
1200000.00,80622.50,100.00,5.05
1200000.00,80592.00,99.80,5.05
1200000.00,80592.00,98.92,4.93
1200000.00,80592.00,98.40,4.93
1200000.00,80592.00,97.87,4.93
1200000.00,80592.00,97.76,4.93
1200000.00,80592.00,98.58,5.01
1200000.00,80592.00,99.10,5.01
1200000.00,80592.00,99.62,5.01
1200000.00,80592.00,99.82,5.01
1200000.00,80592.00,97.91,5.51
1200000.00,80592.00,96.62,5.51
1200000.00,80592.00,95.33,5.51
1200000.00,80592.00,94.89,5.51
1200000.00,80592.00,95.37,6.10
1200000.00,80592.00,95.67,6.10
1200000.00,80603.95,96.19,6.10
1200000.00,80739.41,97.17,6.10
1200000.00,80859.84,98.04,5.79
1200000.00,80978.81,98.91,5.79
1200000.00,81098.68,99.77,5.79
1200000.00,81130.00,100.00,5.79
1200000.00,81130.00,100.00,5.78
1200000.00,81130.00,100.00,5.78
1200000.00,81130.00,100.00,5.78
1200000.00,81130.00,100.00,5.78
1200000.00,81195.06,100.00,5.68
1200000.00,81373.84,100.00,5.68
1200000.00,81487.40,100.00,5.68
1200000.00,81601.03,100.00,5.68
1200000.00,81574.97,100.00,5.67
1200000.00,81195.03,100.00,5.67
1200000.00,80960.35,100.00,5.67
1200000.00,80721.36,100.00,5.67
1200000.00,80646.52,100.00,5.68
1200000.00,80911.02,100.00,5.68
1200000.00,81121.54,100.00,5.68
1200000.00,81331.82,100.00,5.68
1200000.00,81611.09,100.00,5.62
1200000.00,81623.18,100.00,5.62
1200000.00,81457.50,100.00,5.62
1200000.00,81335.80,100.00,5.62
1200000.00,81171.33,100.00,5.62
1200000.00,81169.17,100.00,5.62
1200000.00,81325.15,100.00,5.62
1200000.00,81443.39,100.00,5.62
1200000.00,81592.96,100.00,5.65
1200000.00,81668.00,100.00,5.65
1200000.00,81668.00,100.00,5.65
1200000.00,81668.00,100.00,5.65
1200000.00,81668.00,100.00,5.60
1200000.00,81671.09,100.00,5.60
1200000.00,81795.26,100.00,5.60
1200000.00,81918.03,100.00,5.60
1200000.00,82084.97,100.00,5.59
1200000.00,82203.18,100.00,5.59
1200000.00,82087.16,100.00,5.59
1200000.00,81975.08,100.00,5.59
1200000.00,81829.45,100.00,5.65
1200000.00,81716.95,100.00,5.65
1200000.00,81736.62,100.00,5.65
1200000.00,81916.75,100.00,5.65
1200000.00,82029.03,100.00,5.62
1200000.00,82142.39,100.00,5.62
1200000.00,82206.00,100.00,5.62
1200000.00,82206.00,100.00,5.62
1200000.00,82206.00,100.00,5.53
1200000.00,82206.00,100.00,5.53
1200000.00,82206.00,100.00,5.53
1200000.00,82166.83,100.00,5.53
1200000.00,81976.35,100.00,5.60
1200000.00,81863.36,100.00,5.60
1200000.00,81750.54,100.00,5.60
1200000.00,81668.00,100.00,5.60
1200000.00,81668.00,100.00,5.61
1200000.00,81668.00,100.00,5.61
1200000.00,81668.00,100.00,5.61
1200000.00,81712.16,100.00,5.61
1200000.00,81875.02,100.00,5.55
1200000.00,81992.61,100.00,5.55
1200000.00,82110.70,100.00,5.55
1200000.00,82195.40,100.00,5.55
1200000.00,82073.95,100.00,5.63
1200000.00,81963.30,100.00,5.63
1200000.00,81852.94,100.00,5.63
1200000.00,81742.84,100.00,5.63
1200000.00,81702.54,100.00,5.60
1200000.00,81848.95,100.00,5.60
1200000.00,81961.22,100.00,5.60
1200000.00,82073.80,100.00,5.60
1200000.00,82206.00,100.00,5.54
1200000.00,82206.00,100.00,5.54
1200000.00,82206.00,100.00,5.54
1200000.00,82206.00,100.00,5.54
1200000.00,82206.00,100.00,5.57
1200000.00,82206.00,100.00,5.57
1200000.00,82206.00,100.00,5.57
1200000.00,82206.00,100.00,5.57
1200000.00,82200.49,100.00,5.62
1200000.00,82082.10,100.00,5.62
1200000.00,81969.37,100.00,5.62
1200000.00,81856.51,100.00,5.62
1200000.00,81706.99,100.00,5.54
1200000.00,81707.49,100.00,5.54
1200000.00,81868.88,100.00,5.54
1200000.00,82010.13,100.00,5.54
1200000.00,82143.50,100.00,5.62
1200000.00,82206.00,99.48,5.62
1200000.00,82206.00,97.21,5.62
1200000.00,82206.00,95.49,5.62
1200000.00,82206.00,93.39,5.31
1200000.00,82163.98,92.15,5.31
1200000.00,82001.75,89.41,5.31
1200000.00,81883.36,87.42,5.31
1200000.00,81728.94,84.81,4.88
1200000.00,81668.00,84.68,4.88
1200000.00,81668.00,89.25,4.88
1200000.00,81668.00,92.88,4.88
1200000.00,81668.00,97.72,4.93
1200000.00,81731.64,100.00,4.93
1200000.00,81909.07,100.00,4.93
1200000.00,82020.43,100.00,4.93
1200000.00,82132.35,100.00,4.94
1200000.00,82185.04,100.00,4.94
1200000.00,82044.41,100.00,4.94
1200000.00,81925.22,100.00,4.94
1200000.00,81805.42,100.00,4.95
1200000.00,81688.26,100.00,4.95
1200000.00,81668.00,100.00,4.95
1200000.00,81668.00,100.00,4.95
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.95
1200000.00,81668.00,100.00,4.95
1200000.00,81610.13,99.87,4.95
1200000.00,81438.22,99.50,4.95
1200000.00,81325.27,99.25,4.98
1200000.00,81213.49,99.01,4.98
1200000.00,81144.09,98.85,4.98
1200000.00,81280.30,99.15,4.98
1200000.00,81425.25,99.47,5.03
1200000.00,81547.19,99.74,5.03
1200000.00,81668.00,99.99,5.03
1200000.00,81668.00,99.66,5.03
1200000.00,81668.00,99.22,4.99
1200000.00,81668.00,98.89,4.99
1200000.00,81668.00,97.15,4.99
1200000.00,81668.00,88.51,4.99
1200000.00,81668.00,83.87,5.28
1200000.00,81668.00,79.29,5.28
1200000.00,81668.00,80.35,5.28
1200000.00,81668.00,86.84,5.28
1200000.00,81668.00,91.94,5.98
1200000.00,81668.00,96.49,5.98
1200000.00,81668.00,100.00,5.98
1200000.00,81668.00,100.00,5.98
1200000.00,81668.00,100.00,5.94
1200000.00,81668.00,100.00,5.94
1200000.00,81713.99,100.00,5.94
1200000.00,81878.21,100.00,5.94
1200000.00,82040.19,100.00,5.94
1200000.00,82159.64,100.00,5.94
1200000.00,82132.15,100.00,5.94
1200000.00,81942.29,100.00,5.94
1200000.00,81825.32,100.00,5.91
1200000.00,81707.19,100.00,5.91
1200000.00,81706.61,100.00,5.91
1200000.00,81860.84,100.00,5.91
1200000.00,81977.03,100.00,5.89
1200000.00,82092.87,100.00,5.89
1200000.00,82206.00,100.00,5.89
1200000.00,82206.00,100.00,5.89
1200000.00,82206.00,100.00,5.90
1200000.00,82206.00,100.00,5.90
1200000.00,82206.00,100.00,5.90
1200000.00,82244.80,100.00,5.90
1200000.00,82526.96,100.00,5.82
1200000.00,82644.11,100.00,5.82
1200000.00,82735.25,100.00,5.82
1200000.00,82608.47,100.00,5.82
1200000.00,82491.63,100.00,5.77
1200000.00,82372.99,100.00,5.77
1200000.00,82254.52,100.00,5.77
1200000.00,82239.61,100.00,5.77
1200000.00,82386.34,100.00,5.75
1200000.00,82499.10,100.00,5.75
1200000.00,82612.38,100.00,5.75
1200000.00,82725.07,100.00,5.75
1200000.00,82676.61,99.13,5.71
1200000.00,82493.60,96.75,5.71
1200000.00,82372.37,95.18,5.71
1200000.00,82242.42,93.50,5.71
1200000.00,82206.00,92.75,5.46
1200000.00,82206.00,91.86,5.46
1200000.00,82206.00,91.24,5.46
1200000.00,82206.00,90.63,5.46
1200000.00,82249.30,90.65,5.35
1200000.00,82412.93,92.16,5.35
1200000.00,82534.20,93.29,5.35
1200000.00,82655.22,94.41,5.35
1200000.00,82701.32,95.62,5.41
1200000.00,82522.45,97.20,5.41
1200000.00,82385.75,98.41,5.41
1200000.00,82240.89,99.69,5.41
1200000.00,82206.00,100.00,5.47
1200000.00,82206.00,100.00,5.47
1200000.00,82206.00,100.00,5.47
1200000.00,82206.00,100.00,5.47
1200000.00,82206.00,100.00,5.45
1200000.00,82206.00,100.00,5.45
1200000.00,82206.00,100.00,5.45
1200000.00,82206.00,100.00,5.45
1200000.00,82195.70,100.00,5.53
1200000.00,82070.40,100.00,5.53
1200000.00,81955.32,100.00,5.53
1200000.00,81840.52,100.00,5.53
1200000.00,81684.37,100.00,5.47
1200000.00,81765.11,100.00,5.47
1200000.00,82086.10,100.00,5.47
1200000.00,82311.45,100.00,5.47
1200000.00,82699.27,100.00,5.47
1200000.00,82687.95,100.00,5.47
1200000.00,82508.19,100.00,5.47
1200000.00,82382.70,100.00,5.47
1200000.00,82258.49,100.00,5.48
1200000.00,82168.66,100.00,5.48
1200000.00,82000.68,100.00,5.48
1200000.00,81870.18,100.00,5.48
1200000.00,81718.26,100.00,5.51
1200000.00,81668.00,100.00,5.51
1200000.00,81668.00,100.00,5.51
1200000.00,81668.00,100.00,5.51
1200000.00,81668.00,100.00,5.44
1200000.00,81701.63,100.00,5.44
1200000.00,81977.35,100.00,5.44
1200000.00,82220.44,100.00,5.44
1200000.00,82542.74,100.00,5.51
1200000.00,82733.89,100.00,5.51
1200000.00,82605.27,100.00,5.51
1200000.00,82487.11,100.00,5.51
1200000.00,82329.38,100.00,5.43
1200000.00,82211.41,100.00,5.43
1200000.00,82206.00,100.00,5.43
1200000.00,82206.00,100.00,5.43
1200000.00,82206.00,100.00,5.51
1200000.00,82206.00,100.00,5.51
1200000.00,82248.28,100.00,5.51
1200000.00,82406.27,100.00,5.51
1200000.00,82568.58,100.00,5.43
1200000.00,82686.58,100.00,5.43
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82739.45,100.00,5.37
1200000.00,82625.99,100.00,5.37
1200000.00,82501.09,100.00,5.38
1200000.00,82390.69,100.00,5.38
1200000.00,82280.08,100.00,5.38
1200000.00,82238.22,100.00,5.38
1200000.00,82409.83,100.00,5.47
1200000.00,82530.79,100.00,5.47
1200000.00,82652.10,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,97.32,5.45
1200000.00,82744.00,89.19,5.45
1200000.00,82744.00,83.76,5.45
1200000.00,82744.00,78.32,5.45
1200000.00,82744.00,70.60,4.65
1200000.00,82744.00,54.87,4.65
1200000.00,82744.00,46.67,4.65
1200000.00,82673.42,46.58,4.65
1200000.00,82459.48,47.51,4.44
1200000.00,82314.06,48.14,4.44
1200000.00,82206.00,48.53,4.44
1200000.00,82206.00,47.85,4.44
1200000.00,82206.00,47.17,4.43
1200000.00,82206.00,46.57,4.43
1200000.00,82206.00,46.43,4.43
1200000.00,82206.00,47.22,4.43
1200000.00,82206.00,48.05,4.41
1200000.00,82197.92,48.60,4.41
1200000.00,82050.38,48.37,4.41
1200000.00,81821.48,48.00,4.41
1200000.00,81682.19,47.78,4.61
1200000.00,81668.00,47.76,4.61
1200000.00,81668.00,47.76,4.61
1200000.00,81668.00,47.76,4.61
1200000.00,81668.00,47.70,4.62
1200000.00,81668.00,47.42,4.62
1200000.00,81668.00,47.20,4.62
1200000.00,81668.00,46.98,4.62
1200000.00,81668.00,47.34,4.61
1200000.00,81668.00,48.34,4.61
1200000.00,81668.00,48.96,4.61
1200000.00,81630.70,49.15,4.61
1200000.00,81388.10,48.48,4.53
1200000.00,81238.80,48.06,4.53
1200000.00,81130.00,47.73,4.53
1200000.00,81130.00,47.41,4.53
1200000.00,81130.00,47.13,4.54
1200000.00,81130.00,46.89,4.54
1200000.00,81202.30,47.10,4.54
1200000.00,81426.79,47.79,4.54
