cache-misses,instructions,power
607314.37,87008465.20,3.36
607306.33,87035961.15,3.37
607300.37,87056361.38,3.37
617858.16,86427026.29,3.37
663420.19,83676838.39,3.37
710596.64,80829202.38,3.40
746359.43,78670510.56,3.40
761790.87,76982682.20,3.40
769893.21,73271356.95,3.40
778115.56,69505057.21,3.37
784316.02,66664896.75,3.37
786642.14,65463477.80,3.37
785404.20,65441897.28,3.37
784141.65,65419887.80,3.37
783189.56,65403290.48,3.37
784046.06,65469490.91,3.37
789781.20,65801349.89,3.37
795704.94,66144122.26,3.38
800172.03,66402606.33,3.38
804433.61,66491278.76,3.38
814957.76,66338437.99,3.38
825962.80,66178613.17,3.39
834127.84,66060033.47,3.39
837582.90,66024460.00,3.39
836230.84,66112632.52,3.39
834819.93,66204642.43,3.39
833732.84,66275535.30,3.39
830720.17,66031882.88,3.39
818692.47,64707094.18,3.39
805864.02,63294108.01,3.37
796346.14,62245763.44,3.37
791371.66,61726664.68,3.37
789677.02,61680996.71,3.37
787889.05,61632813.81,3.36
786540.75,61596479.17,3.36
786039.56,61584286.79,3.36
787070.16,61618845.29,3.36
788208.31,61657010.58,3.36
789039.35,61684877.30,3.36
789158.40,61700131.59,3.36
787619.18,61705615.18,3.36
785980.64,61711452.60,3.36
784745.01,61715854.59,3.36
787218.61,61999711.87,3.36
804067.63,63508824.67,3.36
822839.44,65190156.25,3.36
836545.85,66417795.18,3.36
840975.92,66779831.95,3.36
825616.16,65217613.08,3.36
809395.76,63567860.53,3.41
797163.99,62323784.84,3.41
790495.61,61648570.03,3.41
790509.68,61666290.71,3.41
790524.88,61685437.61,3.36
790536.35,61699876.25,3.36
790348.86,61708733.38,3.36
789209.93,61711557.39,3.36
787963.61,61714647.67,3.36
787038.93,61716940.46,3.36
786486.20,61715864.05,3.36
786340.42,61702401.54,3.36
786181.33,61687709.08,3.37
786061.36,61676629.53,3.37
787472.53,61703342.66,3.37
796044.13,61896297.63,3.37
805597.63,62111355.83,3.36
812685.70,62270915.15,3.36
816886.50,62526016.52,3.36
816842.10,63475824.73,3.36
816793.16,64522690.43,3.40
816756.25,65312130.14,3.40
816615.99,65717459.68,3.40
815866.54,65128270.59,3.40
815000.37,64447324.44,3.37
814367.93,63950125.67,3.37
813717.26,63558068.86,3.37
812130.14,63383243.51,3.37
810259.86,63177226.36,3.37
808849.48,63021869.16,3.37
807259.71,62874688.87,3.37
802295.06,62614212.30,3.37
796256.33,62297382.28,3.36
791775.98,62062314.85,3.36
788366.38,61863484.97,3.36
790452.70,61730198.58,3.36
793116.96,61559990.07,3.36
794990.26,61440312.21,3.36
797393.06,61477211.91,3.36
806295.66,62900200.07,3.36
817147.73,64634790.60,3.39
825199.26,65921744.87,3.39
830720.21,66834974.15,3.39
820521.50,65544083.97,3.39
808223.48,63987476.25,3.36
798949.56,62813640.92,3.36
791137.61,61833778.79,3.36
790461.75,61853362.48,3.36
789628.15,61877516.73,3.36
789009.68,61895437.63,3.36
788629.37,61908420.50,3.36
790288.28,61885332.33,3.36
792272.13,61857721.84,3.36
793768.15,61836900.80,3.36
795228.16,61838125.50,3.36
798039.84,62091403.89,3.36
801420.17,62395906.66,3.36
803969.27,62625531.69,3.36
799456.76,63302824.27,3.36
702973.95,70259980.40,3.36
583890.59,78846810.96,3.45
492137.84,85462893.53,3.45
409347.31,91164459.73,3.45
329065.38,92690858.26,3.45
229304.87,94587602.61,3.40
154075.63,96017934.41,3.40
86280.09,97196046.81,3.40
87437.04,94802442.54,3.40
88923.51,91727117.09,3.46
90050.34,89395822.00,3.46
90594.83,87444765.22,3.46
81176.19,89601889.54,3.46
69280.58,92326308.80,3.75
60310.12,94380788.91,3.75
51629.86,96286524.99,3.75
43285.37,95326538.41,3.75
32184.57,94049453.69,3.44
24079.22,93116979.13,3.44
16507.35,92246186.43,3.44
16119.32,92211005.95,3.44
15621.52,92165874.02,3.42
15246.13,92131840.11,3.42
14874.63,92098801.90,3.42
14334.50,92086922.64,3.42
13619.14,92071189.24,3.43
13076.85,92059262.32,3.43
12652.62,92053835.17,3.43
16212.32,92302359.77,3.43
20824.57,92624368.73,3.43
24378.27,92872473.99,3.43
27684.23,93102988.41,3.43
24964.35,92896336.65,3.43
21420.91,92627111.61,3.42
18748.81,92424089.45,3.42
16078.88,92221105.24,3.42
19716.46,91971102.08,3.42
24697.16,91628789.67,3.42
28333.85,91378847.27,3.42
31947.24,91126818.15,3.42
33317.00,90068834.36,3.42
35058.93,88723385.49,3.42
36394.41,87691874.69,3.42
37729.89,86660363.89,3.42
37054.50,86618562.69,3.42
34334.59,86568412.05,3.41
32868.87,86541386.44,3.41
31403.14,86514360.84,3.41
31288.71,86508891.80,3.41
30969.10,86490555.84,3.42
30793.15,86480461.65,3.42
30617.19,86470367.47,3.42
30783.47,86471174.43,3.42
31466.10,86476365.59,3.41
31836.40,86479181.61,3.41
32206.70,86481997.63,3.41
34477.86,86618828.43,3.41
42974.57,87133762.97,3.41
47680.78,87418978.14,3.41
52387.00,87704193.31,3.41
51845.33,87754523.60,3.41
48292.16,87868708.59,3.43
46352.50,87931041.78,3.43
44412.83,87993374.98,3.43
43984.64,88224931.12,3.43
42855.13,89099810.52,3.50
42224.58,89588207.05,3.50
41594.03,90076603.59,3.50
40658.83,90102949.66,3.50
37273.98,89993798.25,3.51
35373.90,89932526.19,3.51
33473.82,89871254.13,3.51
32753.86,89901596.26,3.51
30802.08,90057744.09,3.50
29707.98,90145274.35,3.50
28613.89,90232804.61,3.50
27824.41,90339267.56,3.50
25203.12,90728693.22,3.51
23759.00,90943237.33,3.51
22282.78,91162549.08,3.51
22870.42,91087726.16,3.51
26482.69,90603648.04,3.51
28526.62,90329743.06,3.51
30570.55,90055838.08,3.51
30642.69,90290527.63,3.51
29380.86,91518070.06,3.51
28672.22,92207447.09,3.51
27963.59,92896824.13,3.51
46634.98,100944086.77,3.51
125700.64,134296944.85,3.56
171151.43,153469786.56,3.56
216602.21,172642628.27,3.56
217566.15,170411864.93,3.56
179909.19,142899738.63,3.83
158777.25,127460771.93,3.83
137175.71,111678717.08,3.83
123402.72,112019925.93,3.83
85802.27,131306436.82,3.91
64112.40,142431884.02,3.91
42422.53,153557331.22,3.91
35234.47,157682735.58,3.91
26826.61,163927796.73,3.71
22031.28,167489595.84,3.71
17129.39,171130546.03,3.71
15545.30,172136261.93,3.71
14533.35,172097157.88,3.71
13944.81,172074415.34,3.71
13356.27,172051672.81,3.71
17877.00,171674723.84,3.71
39530.10,169958610.99,3.71
52330.24,168944137.78,3.71
65130.38,167929664.58,3.71
69260.44,167819335.57,3.71
70501.35,168750972.45,3.72
71228.06,169296561.63,3.72
71954.77,169842150.80,3.72
72969.18,170101961.37,3.72
76778.76,170573151.89,3.72
79048.14,170853841.74,3.72
81268.19,171128429.64,3.72
80904.02,170196107.96,3.72
74764.45,164744535.35,3.72
71186.08,161567159.70,3.72
67607.70,158389784.06,3.72
64884.99,158170879.29,3.72
57093.24,162227036.55,3.88
52470.44,164633533.21,3.88
47847.64,167040029.87,3.88
46125.54,167844542.40,3.88
45464.63,167743185.06,3.89
45053.80,167680180.97,3.89
44651.71,167618517.40,3.89
51518.87,168354787.25,3.89
86739.81,172164801.27,3.89
108011.46,174465856.07,3.89
129283.12,176766910.88,3.89
144155.43,176965848.30,3.89
180082.41,173425666.88,3.79
202031.62,171262830.80,3.79
223980.82,169099994.71,3.79
224041.39,171419580.81,3.79
165535.93,191072848.99,4.22
129970.74,203019978.76,4.22
94405.54,214967108.52,4.22
73216.81,227327540.06,4.22
63774.95,267188353.28,4.23
57539.62,293512142.68,4.23
51436.96,319275851.45,4.23
54243.76,333395288.64,4.23
100075.29,329075280.88,4.28
129411.25,326310119.68,4.28
158747.21,323544958.49,4.28
173787.70,320971903.25,4.28
158743.75,313895948.14,4.33
148942.25,309285787.89,4.33
139140.74,304675627.65,4.33
131288.43,302669428.90,4.33
117688.80,309335006.65,4.49
108902.00,313641668.99,4.49
100115.21,317948331.34,4.49
99381.67,317344321.56,4.49
137077.30,291171216.44,4.44
161945.18,273904772.06,4.44
186813.06,256638327.68,4.44
200368.67,240482808.74,4.44
173947.03,197459147.97,3.98
156774.92,169496968.42,3.98
139602.82,141534788.86,3.98
124481.67,123237989.94,3.98
103316.98,175075803.13,4.19
88526.57,211301334.21,4.19
73736.17,247526865.29,4.19
61781.42,278076561.51,4.19
66304.05,288309011.63,4.32
69409.57,295335255.06,4.32
72515.09,302361498.48,4.32
74554.14,308621159.48,4.32
66702.77,316562068.88,4.23
61161.26,322166768.40,4.23
55619.76,327771467.92,4.23
51373.79,331986654.88,4.23
60996.77,320688176.94,4.34
67667.64,312855811.10,4.34
74338.51,305023445.27,4.34
80198.10,298469953.70,4.34
83823.10,300277180.21,4.50
86409.58,301566658.10,4.50
88996.06,302856135.98,4.50
93397.70,301830624.58,4.50
147418.64,245801734.03,4.31
185943.09,205845346.74,4.31
224467.53,165888959.45,4.31
256924.57,129763518.61,4.31
192793.85,135444627.98,3.53
146390.18,139555361.24,3.53
99986.51,143666094.50,3.53
57058.73,147467663.45,3.53
56057.69,147510517.53,3.46
55335.22,147541446.32,3.46
54612.75,147572375.10,3.46
53588.29,147559453.95,3.46
41914.08,146141886.52,3.44
33509.05,145121287.95,3.44
25104.02,144100689.38,3.44
17661.83,143190386.95,3.44
32888.24,144777441.23,3.46
44080.26,145943988.67,3.46
55272.27,147110536.10,3.46
65882.91,148216017.39,3.46
50799.71,146606624.14,3.42
40161.77,145471545.11,3.42
29287.43,144311242.11,3.42
18646.52,143176763.97,3.42
18585.43,143286281.16,3.43
18540.46,143366892.62,3.43
18495.50,143447504.08,3.43
18459.12,143528016.27,3.43
20621.51,143723228.96,3.43
22194.46,143865229.81,3.43
23767.41,144007230.65,3.43
25342.14,144152074.99,3.43
29806.08,144952325.52,3.45
33149.60,145551717.98,3.45
36493.12,146151110.45,3.45
39836.64,146750502.91,3.45
35670.00,146226976.42,3.42
24935.32,144869570.29,3.42
18569.04,144064550.18,3.42
12202.76,143259530.07,3.42
12201.93,143241543.98,3.42
12383.30,143219391.71,3.42
12492.73,143206025.47,3.42
12602.16,143192659.23,3.42
12578.59,143185156.89,3.41
12507.54,143167873.13,3.41
12463.95,143157269.97,3.41
12420.36,143146666.81,3.41
14694.69,143257188.99,3.42
20496.76,143540808.55,3.42
24021.14,143713089.11,3.42
27545.52,143885369.68,3.42
26115.72,143815689.72,3.43
21841.08,143607278.95,3.43
19234.72,143480205.46,3.43
16628.36,143353131.98,3.43
15774.37,143324688.54,3.42
14141.00,143278742.77,3.42
13147.26,143250789.45,3.42
12153.52,143222836.13,3.42
17672.65,143822411.94,3.41
32198.50,145385070.15,3.41
41131.71,146346084.42,3.41
50259.12,147327990.30,3.41
45676.35,146820045.77,3.45
31713.46,145278926.76,3.45
23096.22,144327820.97,3.45
14478.99,143376715.18,3.45
14390.07,143251761.93,3.41
16964.33,143228763.04,3.41
18539.29,143214692.11,3.41
20114.25,143200621.18,3.41
19399.08,143198436.67,3.42
17041.00,143196810.68,3.42
15573.85,143195799.02,3.42
14106.70,143194787.36,3.42
15755.07,143315100.55,3.43
20715.00,143635966.69,3.43
23812.86,143836372.27,3.43
26910.72,144036777.85,3.43
25783.94,143941873.06,3.42
21458.39,143603055.67,3.42
18746.89,143390666.21,3.42
15976.45,143173659.59,3.42
15096.31,143125424.07,3.41
13812.24,143080736.62,3.41
13003.87,143052604.09,3.41
12195.50,143024471.56,3.41
12225.68,143025849.47,3.41
12711.84,143043670.56,3.41
13014.74,143054773.79,3.41
13317.63,143065877.02,3.41
13505.13,143071497.41,3.42
13876.69,143081698.15,3.42
14117.23,143088301.98,3.42
14352.65,143094765.30,3.42
14189.19,143087785.50,3.42
13624.27,143065435.12,3.42
13265.15,143051227.24,3.42
12906.04,143037019.36,3.42
12978.78,143057783.08,3.42
13384.55,143122618.44,3.42
13641.54,143163681.72,3.42
13898.54,143204745.00,3.42
13800.04,143192214.88,3.42
13377.91,143133793.22,3.42
13111.51,143096926.14,3.42
12845.12,143060059.07,3.42
14532.71,143140731.86,3.41
19403.00,143387750.02,3.41
22529.59,143546328.33,3.41
25656.17,143704906.63,3.41
24973.06,143684008.20,3.42
20858.31,143514462.31,3.42
18130.46,143402062.74,3.42
15460.64,143292054.64,3.42
14559.93,143237721.09,3.42
13953.30,143163926.71,3.42
13560.75,143116173.24,3.42
13168.19,143068419.76,3.42
17701.77,143582264.92,3.41
30931.89,145084282.84,3.41
39523.23,146059659.85,3.41
48301.34,147056240.70,3.41
46180.99,146811052.43,3.45
33737.84,145385556.50,3.45
25627.70,144456453.14,3.45
17517.56,143527349.78,3.45
14677.92,143238946.79,3.42
13318.30,143191550.15,3.42
12402.28,143159617.29,3.42
11505.74,143128363.86,3.42
11482.78,143123589.86,3.41
12211.25,143137395.83,3.41
12689.94,143146467.94,3.41
13168.62,143155540.05,3.41
14701.42,143231998.81,3.42
18816.03,143451087.87,3.42
21548.23,143596568.11,3.42
24339.83,143745210.97,3.42
24091.38,143730208.25,3.43
20732.09,143546095.46,3.43
18509.42,143424277.42,3.43
16286.75,143302459.38,3.43
15347.07,143261641.76,3.41
14787.24,143263300.02,3.41
14404.19,143264434.65,3.41
14029.28,143265545.14,3.41
13841.00,143254591.35,3.41
13667.25,143220015.86,3.41
13552.98,143197277.34,3.41
13438.71,143174538.82,3.41
13403.40,143162361.16,3.41
13413.68,143148821.80,3.41
13420.71,143139560.23,3.41
13427.60,143130495.71,3.41
14167.23,143127532.85,3.41
16413.68,143128147.91,3.41
17922.91,143128561.12,3.41
19464.95,143128983.32,3.41
19266.10,143129375.94,3.42
16988.61,143130124.78,3.42
15453.02,143130629.69,3.42
13917.43,143131134.59,3.42
13164.57,143125555.75,3.41
12702.15,143107677.81,3.41
12389.17,143095577.11,3.41
12069.38,143083213.36,3.41
14207.02,143182241.83,3.41
21242.44,143505313.27,3.41
26020.84,143724740.88,3.41
30799.25,143944168.48,3.41
30684.70,143941063.04,3.42
24103.50,143645620.14,3.42
19616.59,143444194.20,3.42
15129.68,143242768.26,3.42
13330.98,143145601.66,3.41
13714.76,143109868.97,3.41
13985.31,143084678.66,3.41
14250.10,143060024.31,3.41
14478.49,143467408.80,3.42
14838.19,144804529.34,3.42
15085.39,145723474.09,3.42
15337.97,146662395.90,3.42
15379.24,146812901.26,3.42
15045.02,145560162.09,3.42
14804.57,144658866.66,3.42
14564.11,143757571.23,3.42
14205.07,143216898.87,3.41
13413.36,143147620.62,3.41
12841.59,143097587.48,3.41
12269.82,143047554.35,3.41
11886.41,143014384.58,3.41
11713.37,143000657.29,3.41
11586.93,142990626.44,3.41
11457.74,142980377.51,3.41
12830.42,143050787.46,3.41
18147.37,143331308.78,3.41
22015.90,143535411.63,3.41
25968.52,143743951.50,3.41
26952.05,143808542.70,3.43
22153.41,143602503.21,3.43
18647.71,143451979.02,3.43
15142.02,143301454.82,3.43
12873.22,143191242.42,3.41
12573.54,143129073.57,3.41
12351.65,143083041.31,3.41
12129.75,143037009.05,3.41
12061.28,143008463.02,3.41
12355.41,143014899.45,3.41
12572.27,143019644.85,3.41
12789.13,143024390.26,3.41
12796.67,143023330.75,3.41
12287.79,143007485.85,3.41
11911.23,142995761.20,3.41
11534.67,142984036.54,3.41
11534.29,142982359.76,3.41
12530.61,143006647.21,3.41
13264.70,143024541.89,3.41
13998.78,143042436.57,3.41
14382.49,143051730.53,3.41
13954.91,143041062.13,3.41
13638.71,143033172.72,3.41
13322.51,143025283.30,3.41
13296.27,143041139.99,3.42
14059.02,143127421.31,3.42
14634.49,143192518.63,3.42
15209.97,143257615.95,3.42
16575.55,143351616.24,3.42
20592.16,143552570.98,3.42
23585.15,143702313.23,3.42
26578.14,143852055.47,3.42
27473.45,143902229.46,3.43
22390.89,143670838.82,3.43
18585.60,143497597.83,3.43
14780.31,143324356.84,3.43
12227.36,143198360.30,3.42
12894.94,143186498.84,3.42
13397.23,143177574.09,3.42
13899.53,143168649.34,3.42
14186.75,143159156.32,3.42
13862.53,143146003.11,3.42
13613.56,143135902.58,3.42
13364.58,143125802.05,3.42
28408.41,139085169.59,3.42
93081.67,121960766.40,3.42
142523.53,108869385.61,3.42
191965.39,95778004.83,3.42
216842.20,84972254.44,3.45
163351.39,80125531.96,3.45
122616.91,76434641.78,3.45
81882.43,72743751.61,3.45
48058.28,69297332.83,3.35
34675.99,66360273.39,3.35
24255.42,64073234.11,3.35
13608.32,61736476.59,3.35
7301.39,61052952.42,3.30
15332.37,66046958.75,3.30
21621.96,69958094.66,3.30
27911.55,73869230.58,3.30
33398.20,75088017.80,3.37
35368.11,66031953.79,3.37
36917.81,58907636.98,3.37
38467.52,51783320.16,3.37
37638.28,47227297.29,3.26
27599.59,53350150.34,3.26
19487.02,58298217.11,3.26
11547.06,63141005.86,3.26
5763.63,67393135.48,3.31
8948.32,68986919.31,3.31
11480.38,70254091.65,3.31
14012.44,71521263.99,3.31
15483.94,72574717.92,3.34
12186.89,72498803.17,3.34
9553.91,72438178.48,3.34
6920.92,72377553.80,3.34
4671.57,72323005.69,3.34
4695.13,72309337.73,3.34
4713.72,72298555.47,3.34
4732.31,72287773.22,3.34
5174.38,72405716.55,3.35
7409.16,73071600.99,3.35
9179.08,73598974.25,3.35
10949.00,74126347.52,3.35
12376.99,74375901.55,3.35
10371.02,72597867.79,3.35
8664.05,71084864.48,3.35
6957.09,69571861.18,3.35
5821.74,66957079.66,3.32
9857.54,59451979.08,3.32
13307.60,53036141.84,3.32
16757.66,46620304.60,3.32
19712.23,40048454.96,3.27
15934.22,39841042.41,3.27
12718.98,39664525.90,3.27
9503.74,39488009.39,3.27
6214.81,40885433.31,3.26
5941.30,52475811.88,3.26
5704.98,62490246.14,3.26
5468.66,72504680.41,3.26
5435.01,82859206.32,3.31
7156.92,82066921.21,3.31
8665.81,81372646.77,3.31
10174.71,80678372.34,3.31
11663.78,79924527.13,3.35
10615.68,79870383.90,3.35
9701.80,79823174.52,3.35
8787.93,79775965.15,3.35
7845.93,79730165.55,3.34
8095.27,79766126.78,3.34
8313.68,79797627.44,3.34
8536.84,79829812.91,3.34
8725.67,79857118.99,3.34
8380.78,79807975.63,3.34
8077.22,79764721.28,3.34
7773.65,79721466.93,3.34
9010.80,78819632.01,3.34
22543.42,71436083.26,3.34
34509.24,64907397.50,3.34
46475.06,58378711.74,3.34
58105.11,50975980.70,3.29
44618.96,48834343.16,3.29
32894.25,46972426.83,3.29
20648.45,45027758.67,3.29
9816.21,43136956.62,3.25
33251.99,45247782.66,3.25
54205.57,47135040.09,3.25
75159.15,49022297.52,3.25
96461.95,50857582.86,3.31
74526.45,48057585.75,3.31
54811.00,45540970.79,3.31
35095.55,43024355.83,3.31
13518.96,40536127.82,3.28
22141.87,44416751.32,3.28
29939.83,47926115.00,3.28
37907.31,51511769.20,3.28
46683.38,55874217.30,3.29
46544.00,60373340.93,3.29
46417.23,64465244.26,3.29
46290.46,68557147.59,3.29
45367.26,73302506.47,3.33
34359.38,73096925.98,3.33
25954.42,72939956.78,3.33
17549.45,72782987.57,3.33
9395.43,72627179.07,3.34
8488.15,72564904.61,3.34
7651.44,72507474.08,3.34
6814.73,72450043.54,3.34
6076.64,72394230.56,3.34
10122.26,72591023.44,3.34
13992.58,72779289.42,3.34
17780.56,72963549.74,3.34
22072.86,73172444.37,3.34
18291.67,72990007.72,3.34
14768.61,72820025.69,3.34
11245.55,72650043.66,3.34
6948.24,72442840.27,3.34
6611.51,72429156.53,3.34
6285.60,72415912.73,3.34
5966.63,72402950.71,3.34
5603.93,72387197.61,3.34
6125.48,72390110.64,3.34
6618.08,72392862.06,3.34
7100.21,72395554.94,3.34
7670.03,72398517.04,3.34
7525.97,72392387.55,3.34
7390.81,72386637.03,3.34
7255.65,72380886.51,3.34
7126.56,72373377.59,3.34
7957.15,72366377.52,3.34
8748.19,72359710.88,3.34
9539.22,72353044.23,3.34
10487.78,72344313.47,3.34
9036.08,72333906.93,3.34
7601.08,72323620.05,3.34
6196.61,72313552.04,3.34
4561.68,72307592.32,3.34
8590.86,72491539.05,3.34
12470.36,72668652.46,3.34
16349.86,72845765.86,3.34
21243.15,73084782.10,3.35
18740.80,73460028.95,3.35
16318.30,73823301.70,3.35
13895.79,74186574.45,3.35
10683.34,74668305.71,3.35
10188.13,74464912.70,3.35
9370.34,73693140.21,3.35
8806.43,73160952.01,3.35
8046.36,72443654.88,3.34
7962.79,72388835.16,3.34
7893.87,72401944.10,3.34
7846.16,72411017.88,3.34
7780.83,72423445.03,3.33
7807.56,72428574.38,3.33
7909.32,72442156.53,3.33
7979.54,72451527.31,3.33
8072.65,72463953.77,3.34
7732.34,72441528.17,3.34
6575.88,72363230.52,3.34
5769.09,72308606.70,3.34
4681.67,72234983.29,3.34
4725.94,72234890.36,3.34
5250.06,72260248.52,3.34
5614.24,72277868.31,3.34
6097.17,72301233.69,3.34
6175.73,72304648.35,3.34
6252.16,72307046.72,3.34
6307.03,72308768.38,3.34
6378.23,72311002.87,3.35
7680.93,72379915.75,3.35
12067.72,72612617.47,3.35
15160.58,72776681.43,3.35
19329.23,72997811.13,3.34
18697.74,72967500.66,3.34
14688.70,72765747.03,3.34
11789.23,72619832.16,3.34
8026.08,72430453.28,3.34
11175.70,72233957.46,3.34
23927.44,71646461.99,3.34
33390.78,71210468.66,3.34
45417.12,70656393.81,3.33
43138.70,67630215.29,3.33
29743.66,57491090.32,3.33
20247.91,50303467.06,3.33
7655.73,40772053.61,3.29
6336.23,39281566.70,3.29
8856.90,39446846.68,3.29
10666.33,39565490.97,3.29
13105.12,39725402.84,3.27
12943.31,39717419.75,3.27
10875.39,39591377.64,3.27
9408.06,39501942.04,3.27
7462.26,39383342.65,3.26
7135.67,39373038.58,3.26
7210.49,39412358.12,3.26
7264.64,39440816.08,3.26
7337.63,39479172.46,3.26
8324.87,39530573.90,3.26
11884.72,39692790.71,3.26
14470.69,39810629.63,3.26
18012.36,39972017.72,3.27
17391.99,39941261.85,3.27
12927.37,39728810.79,3.27
9695.76,39575032.89,3.27
5410.35,39371110.01,3.25
4754.05,39335230.28,3.25
5593.99,39357769.33,3.25
6209.87,39374296.10,3.25
7053.37,39396930.58,3.26
7133.94,39397643.33,3.26
6837.28,39384311.53,3.26
6620.67,39374577.39,3.26
6333.42,39361669.08,3.26
6183.42,39355101.73,3.26
5846.67,39340643.39,3.26
5601.83,39330130.86,3.26
5277.14,39316190.33,3.26
8656.21,46685151.79,3.26
22015.54,75205550.55,3.26
31921.66,96353804.52,3.26
45488.74,125317717.57,3.35
48606.10,129588966.05,3.35
49448.37,122264479.31,3.35
50070.53,116854018.53,3.35
50895.58,109679277.05,3.40
48007.09,105819650.58,3.40
35393.17,97328690.43,3.40
25665.17,90780368.71,3.40
12832.49,82142157.08,3.34
11005.62,79999278.98,3.34
16861.46,80244765.67,3.34
21270.68,80429607.39,3.34
27213.53,80678741.88,3.35
27299.88,80679787.17,3.35
21068.07,80407699.47,3.35
16213.09,80195725.51,3.35
9808.65,79916100.28,3.34
8038.93,79843730.89,3.34
7971.92,79861231.34,3.34
7920.98,79874534.91,3.34
7851.22,79892755.02,3.34
8033.84,80088255.83,3.34
8860.06,80872952.05,3.34
9485.45,81466906.46,3.34
10314.77,82254541.64,3.35
10588.91,82428996.31,3.35
10276.82,81678944.43,3.35
10018.34,81057699.24,3.35
9682.85,80251402.30,3.34
9585.65,79934198.67,3.34
9804.93,80010287.00,3.34
9983.57,80072270.65,3.34
10220.45,80154466.37,3.34
10119.71,80183853.61,3.34
8943.39,80146181.95,3.34
7950.23,80114375.97,3.34
6640.10,80072419.13,3.34
6919.79,80098767.67,3.34
11097.29,80319898.31,3.34
14443.01,80496999.29,3.34
18734.25,80724150.54,3.35
19997.97,80791487.64,3.35
16120.60,80588793.76,3.35
12917.24,80421335.26,3.35
8599.68,80195630.31,3.34
6716.54,80095180.40,3.34
6802.45,80087816.94,3.34
6875.37,80081567.11,3.34
6970.00,80073455.62,3.34
7135.03,80076177.71,3.34
7871.10,80114828.34,3.34
8485.14,80147071.26,3.34
9299.42,80189828.18,3.35
9491.19,80200476.87,3.35
8211.08,80137005.07,3.35
7105.25,80082174.80,3.35
5646.50,80009845.51,3.34
5086.22,79983271.52,3.34
5806.69,80026604.04,3.34
6412.95,80063067.04,3.34
7216.91,80111420.14,3.34
7599.59,80131474.09,3.34
7499.84,80104966.82,3.34
7416.32,80082770.97,3.34
7303.74,80052854.83,3.34
32728.68,80665661.24,3.34
201123.56,84810241.55,3.34
344039.75,88327733.62,3.34
533559.05,92992233.97,3.48
629570.39,95095361.99,3.48
623720.67,93045051.70,3.48
618776.04,91311976.95,3.48
612111.56,88976093.60,3.41
608197.50,87786337.17,3.41
603881.86,87584667.87,3.41
600244.81,87414708.18,3.41
595421.75,87189326.86,3.36
594374.17,87242742.75,3.36
604959.93,88488818.45,3.36
614103.51,89565132.40,3.36
626228.70,90992418.29,3.37
631439.83,91614637.74,3.37
620374.11,90383532.81,3.37
610671.56,89304086.14,3.37
597383.29,87825713.53,3.39
590541.72,87057165.89,3.39
590998.98,87049448.64,3.39
591398.52,87042705.50,3.39
591928.35,87033763.51,3.36
592289.76,87029657.68,3.36
592853.57,87037772.35,3.36
593353.61,87044969.33,3.36
594038.46,87054826.07,3.36
594371.39,87060483.55,3.36
594075.53,87063625.24,3.36
593814.29,87066399.38,3.36
593467.85,87070078.14,3.36
593629.54,87092172.33,3.36
597128.71,87284835.85,3.36
600265.34,87457538.04,3.36
604561.15,87694064.96,3.37
609237.85,87693697.75,3.37
630605.99,86469150.52,3.37
649264.64,85399876.20,3.37
675386.75,83902892.14,3.40
692098.76,82733858.11,3.40
711112.86,79549065.19,3.40
728209.19,76685490.15,3.40
750880.42,72888140.65,3.41
763835.19,70453976.43,3.41
753021.31,69188236.56,3.41
743136.24,68031211.26,3.41
729812.88,66471742.39,3.38
721774.31,65514204.73,3.38
723202.96,65494675.49,3.38
724504.30,65476886.53,3.38
726258.28,65452910.10,3.37
727930.31,65537338.87,3.37
735185.52,66715629.00,3.37
741831.43,67794963.25,3.37
750788.94,69249718.10,3.37
755597.37,70048018.12,3.37
747505.52,68935184.28,3.37
740269.59,67940062.40,3.37
730831.42,66642077.34,3.43
724940.25,65803679.78,3.43
727742.66,65809422.94,3.43
730394.46,65814857.46,3.43
734026.27,65822300.39,3.38
736220.43,65835380.22,3.38
735060.44,65961357.62,3.38
733978.02,66078910.80,3.38
732542.64,66234796.53,3.38
731473.07,66330954.38,3.38
729442.48,66160731.17,3.38
727515.83,65999220.58,3.38
724877.15,65778021.30,3.38
723228.55,65633540.51,3.38
724246.12,65603819.59,3.38
725208.15,65575721.17,3.38
726483.87,65538460.23,3.37
727321.56,65513789.31,3.37
726128.06,65543403.52,3.37
724956.07,65572484.16,3.37
723434.98,65610227.11,3.37
722385.80,65635378.71,3.37
722913.52,65596145.72,3.37
723423.44,65558236.03,3.37
724110.73,65507140.35,3.38
724822.33,65501571.86,3.38
733183.17,66590812.64,3.38
741139.72,67627382.44,3.38
751690.80,69001964.13,3.40
759069.58,69967183.52,3.40
749812.81,68934532.35,3.40
740765.47,67925243.66,3.40
728571.23,66564898.02,3.37
719899.10,65590724.48,3.37
725049.25,65742316.86,3.37
730117.31,65891492.75,3.37
737058.35,66095798.86,3.38
741816.82,66235809.77,3.38
736867.43,66087536.28,3.38
732018.23,65942264.02,3.38
725587.77,65749620.38,3.37
720767.72,65605084.15,3.37
721392.26,65573990.02,3.37
722001.81,65543641.48,3.37
722810.14,65503396.69,3.37
723419.69,65473048.15,3.37
729632.00,65944270.69,3.37
748362.00,67367010.40,3.37
765240.82,68649134.03,3.43
777763.82,69600387.05,3.43
771571.15,69172412.56,3.43
