idle,1.026136,6.031193
turn_on,7.032382,7.135263
turn_on_idle,7.135380,12.140431
connect,18.147162,18.190531
connect_idle,18.190601,23.195644
100000,28.376176,28.541385
100000,32.545552,32.677182
100000,36.681322,36.800597
100000,40.804731,40.957832
100000,44.961965,45.043769
50000,50.226310,50.226651
50000,54.230837,54.231143
50000,58.235278,58.235584
50000,62.239745,62.240043
50000,66.244212,66.244521
20000,71.425172,71.425507
20000,75.429656,75.429968
20000,79.434094,79.434399
20000,83.438518,83.438826
20000,87.442951,87.443259
10000,92.623565,92.623902
10000,96.628050,96.628357
10000,100.632484,100.632790
10000,104.636931,104.637234
10000,108.641357,108.641668
5000,113.821748,113.822084
5000,117.826236,117.826541
5000,121.830663,121.830971
5000,125.835101,125.835416
5000,129.839543,129.839849
2000,135.020476,135.020823
2000,139.024971,139.025284
2000,143.029407,143.029748
2000,147.033873,147.034189
2000,151.038313,151.038615
1000,156.219102,156.219444
1000,160.223650,160.223956
1000,164.228079,164.228389
1000,168.232513,168.232817
1000,172.236943,172.237252
500,177.416852,177.417192
500,181.421345,181.421653
500,185.425778,185.426093
500,189.430219,189.430529
500,193.434651,193.434964
200,198.616546,198.616882
200,202.621030,202.621197
200,206.625319,206.625470
200,210.629583,210.629743
200,214.633868,214.634031
100,219.816674,227.183708
100,231.187868,234.971746
100,238.975884,242.645088
100,246.649222,250.374610
100,254.378749,258.319555
500,263.502734,263.503066
500,267.507220,267.507535
500,271.511662,271.511970
500,275.516090,275.516388
500,279.520508,279.520818
200,284.705698,284.706009
200,288.710159,289.618793
200,293.619563,293.619815
200,297.623938,297.624093
200,301.628218,301.628379
100,306.816895,306.817078
100,310.820732,314.531151
100,318.535291,330.200274
100,334.204423,334.204586
100,338.208711,341.873931
50,347.058661,362.561859
50,366.566020,381.793185
50,385.797314,385.797479
50,389.801602,417.033700
50,421.037837,436.697307
20,441.881570,451.031282
20,455.035451,489.741502
20,493.745636,528.449767
20,532.453897,605.759091
20,609.763209,648.462393
