idle,0.000408,5.005694
turn_on,6.006979,6.165686
turn_on_idle,6.165858,11.170960
connect,17.181225,17.298945
connect_idle,17.299045,22.304124
set_bw,23.305296,23.622408
200,27.626855,27.627116
200,31.631303,31.631508
200,35.635691,35.635896
200,39.640072,39.640276
200,43.644446,43.644653
500,47.648973,47.649203
500,51.653378,51.653591
500,55.657766,55.657974
500,59.662149,59.662363
500,63.666534,63.666739
1000,67.671052,67.671258
1000,71.675415,71.675628
1000,75.679799,75.680007
1000,79.684166,79.684377
1000,83.688545,83.688762
2000,87.693059,87.693318
2000,91.697499,91.697774
2000,95.701951,95.702196
2000,99.706366,99.706607
2000,103.710775,103.711010
5000,107.715365,107.715646
5000,111.719839,111.720104
5000,115.724279,115.724551
5000,119.728716,119.728997
5000,123.733173,123.733449
10000,127.737805,127.738099
10000,131.742284,131.742592
10000,135.746769,135.747063
10000,139.751243,139.751539
10000,143.755726,143.756014
20000,147.760428,147.760744
20000,151.764934,151.765246
20000,155.769437,155.769744
20000,159.773932,159.774244
20000,163.778424,163.778734
50000,167.783169,167.783536
50000,171.787729,171.788093
50000,175.792285,175.792661
50000,179.796853,179.797213
50000,183.801403,183.801770
100000,187.806384,187.973881
100000,191.978084,191.978546
100000,195.982742,195.983216
100000,199.987408,199.987945
100000,203.992135,203.992562
200000,207.997518,208.371450
200000,212.375655,212.777850
200000,216.782062,217.148231
200000,221.152465,221.590772
200000,225.594980,225.595590
500000,229.601358,231.272831
500000,235.277048,236.914013
500000,240.918218,242.614061
500000,246.618268,248.254543
500000,252.258753,253.947373
1000000,257.954749,263.175181
1000000,267.179299,271.019068
1000000,275.023280,278.678184
1000000,282.682387,286.237371
1000000,290.241570,293.715595
