idle,1.047494,6.052593
turn_on,7.053895,7.213851
turn_on_idle,7.214028,12.215478
connect,18.222575,18.340583
connect_idle,18.340694,23.345777
1000000,28.673126,28.812397
1000000,32.816741,32.919437
1000000,36.923657,36.989249
1000000,40.993462,41.066313
1000000,45.070528,45.172216
500000,50.492583,50.493131
500000,54.497385,54.497877
500000,58.502080,58.502675
500000,62.506877,62.507366
500000,66.511573,66.512057
200000,71.834214,71.834746
200000,75.838987,75.839487
200000,79.843694,79.844184
200000,83.848389,83.848876
200000,87.853075,87.853578
50000,93.178220,93.178805
50000,97.183063,97.183533
50000,101.187795,101.188267
50000,105.192555,105.193095
50000,109.197303,109.197768
20000,114.521939,114.522540
20000,118.526794,118.527259
20000,122.531362,122.531809
20000,126.535783,126.536252
20000,130.540444,130.540914
10000,135.864602,135.865117
10000,139.869361,139.869826
10000,143.874025,143.874488
10000,147.878682,147.879159
10000,151.883358,151.883823
5000,157.207436,157.207939
5000,161.212173,161.212711
5000,165.216904,165.217376
5000,169.221577,169.222034
5000,173.226228,173.226696
2000,178.551129,178.551650
2000,182.555905,182.556372
2000,186.560566,186.561032
2000,190.565224,190.565688
2000,194.569882,194.570308
1000,199.892804,199.893306
1000,203.897552,203.898016
1000,207.902207,207.902756
1000,211.906955,211.907419
1000,215.911617,215.912078
500,221.240268,221.240727
500,225.244966,225.245438
500,229.249638,229.250103
500,233.254294,233.254770
500,237.258970,237.259430
200,242.581746,242.582257
200,246.586496,246.586737
200,250.590936,250.591175
200,254.595367,254.595636
200,258.599839,262.423062
100,267.752370,267.752949
100,271.757185,275.109801
100,279.114010,282.853100
100,286.857301,298.278657
100,302.282859,302.283098
500,307.612980,307.613492
500,311.617725,311.618185
500,315.622395,315.622918
500,319.627119,319.627575
500,323.631762,323.632223
200,328.957436,328.957943
200,332.962177,332.962434
200,336.966701,336.966944
200,340.971140,340.971386
200,344.975584,344.975825
100,350.307816,363.924752
100,367.929005,367.929255
100,371.933445,375.520279
100,379.524480,382.988117
100,386.992318,398.385224
50,403.708331,403.708625
50,407.712867,418.760027
50,422.764233,450.224186
50,454.228380,469.756205
50,473.760409,473.760661
20,479.091782,532.265095
20,536.269338,574.968745
20,578.972955,613.573680
20,617.577859,652.487588
20,656.491764,691.092741
