idle,2.432143,7.437257
turn_on,8.438452,8.634523
turn_on_idle,8.634660,13.639758
scan,14.640750,35.581492
scan_idle,35.581543,40.586635
connect,41.587798,45.718752
connect_idle,45.718842,50.720523
200,54.724836,54.724961
200,58.729255,58.729536
200,62.730929,62.731079
200,66.735274,66.735451
200,70.739660,70.739908
500,74.740583,74.740787
500,78.744961,78.745143
500,82.749313,82.749497
500,86.750539,86.750796
500,90.755013,90.755165
1000,94.759428,94.759635
1000,98.760537,98.760748
1000,102.764940,102.765123
1000,106.769325,106.769490
1000,110.770520,110.770651
2000,114.774891,114.775071
2000,118.779289,118.779495
2000,122.780524,122.780782
2000,126.784955,126.785207
2000,130.789398,130.789668
5000,134.790588,134.790722
5000,138.794901,138.795019
5000,142.796353,142.796460
5000,146.800529,146.800786
5000,150.804957,150.805171
10000,154.809452,154.809963
10000,158.810532,158.810845
10000,162.815008,162.815404
10000,166.819585,166.819962
10000,170.820568,170.821057
20000,174.825333,174.825904
20000,178.830086,178.830768
20000,182.834996,182.835694
20000,186.840201,186.840925
20000,190.845118,190.845677
50000,194.850080,195.213326
50000,199.217521,199.218600
50000,203.222240,203.223626
50000,207.227907,207.613467
50000,211.617666,211.618511
100000,215.620616,216.308551
100000,220.310553,221.813787
100000,225.817979,227.020237
100000,231.024615,231.708999
100000,235.710543,237.214146
200000,241.218640,244.466690
200000,248.470551,250.725732
200000,254.730018,258.814639
200000,262.818829,264.636928
200000,268.640584,272.614995
500000,276.620242,281.822532
500000,285.826717,294.164233
500000,298.168447,308.685363
500000,312.689640,323.529573
500000,327.530535,337.628664
1000000,341.635506,358.440319
1000000,362.444682,380.517032
1000000,384.520566,402.424955
1000000,406.429161,422.883073
1000000,426.887269,444.518131
