idle,1.032246,6.032897
turn_on,7.034182,7.137518
turn_on_idle,7.137686,12.142883
connect,13.144292,13.242447
connect_idle,13.242531,18.243059
set_bw,19.244316,19.464816
200,23.469222,23.469405
200,27.472902,27.473086
200,31.477336,31.477511
200,35.481776,35.481946
200,39.482894,39.483064
500,43.487464,43.487805
500,47.492084,47.492240
500,51.492915,51.493141
500,55.497484,55.497679
500,59.502192,59.502402
1000,63.507269,63.507485
1000,67.511942,67.512155
1000,71.512895,71.513115
1000,75.517632,75.517838
1000,79.522292,79.522525
2000,83.527293,83.527643
2000,87.535438,87.535715
2000,91.540236,91.540436
2000,95.542893,95.543100
2000,99.547576,99.547934
5000,103.552909,103.553197
5000,107.557671,107.557905
5000,111.562451,111.562697
5000,115.567381,115.567621
5000,119.572092,119.572383
10000,123.577267,123.577609
10000,127.582079,127.582387
10000,131.587075,131.587382
10000,135.591894,135.592208
10000,139.592888,139.593144
20000,143.597820,143.598131
20000,147.602609,147.603128
20000,151.607639,151.608006
20000,155.612561,155.613128
20000,159.617738,159.618059
50000,163.622993,163.623343
50000,167.627860,167.628152
50000,171.632651,171.633185
50000,175.637724,175.638120
50000,179.642613,179.643183
100000,183.648195,183.775440
100000,187.779936,187.780388
100000,191.782991,191.783435
100000,195.787692,195.788142
100000,199.792396,199.792951
200000,203.797727,204.490578
200000,208.492914,209.185685
200000,213.189987,213.886700
200000,217.890987,218.590455
200000,222.592985,223.288293
500000,227.292911,230.641257
500000,234.642906,237.987692
500000,241.991935,245.336521
500000,249.341086,252.738312
500000,256.742554,260.139788
1000000,264.147236,272.397601
1000000,276.402093,284.629723
1000000,288.632902,296.789561
1000000,300.792895,308.404207
1000000,312.408518,319.976473
2000000,323.982889,340.470611
2000000,344.472980,360.801702
2000000,364.802888,380.424156
2000000,384.428432,400.015551
2000000,404.019829,419.580999
5000000,423.593064,465.760862
5000000,469.762976,511.779144
5000000,515.782948,557.834580
5000000,561.838846,603.848578
5000000,607.852877,649.903924
