idle,1.050685,6.055772
turn_on,7.057056,7.218670
turn_on_idle,7.218848,12.223947
connect,18.231112,18.443269
connect_idle,18.443370,23.448448
100000,28.776616,29.125996
100000,33.130260,33.303548
100000,37.307754,37.451581
100000,41.455791,41.746909
100000,45.751105,45.930441
50000,51.254279,51.392874
50000,55.397129,55.547443
50000,59.551709,59.748208
50000,63.752449,63.877559
50000,67.881803,67.882507
20000,73.205784,73.206473
20000,77.209102,77.209761
20000,81.213966,81.214608
20000,85.218804,85.219513
20000,89.223719,89.224357
10000,94.572142,94.572849
10000,98.577099,98.577743
10000,102.581945,102.582583
10000,106.586802,106.587447
10000,110.591684,110.592322
5000,115.916022,115.916728
5000,119.920987,119.921642
5000,123.925856,123.926451
5000,127.930643,127.931344
5000,131.935548,131.936193
2000,137.259975,137.260640
2000,141.264899,141.265512
2000,145.269717,145.270334
2000,149.274543,149.275149
2000,153.279359,153.279981
1000,158.599117,158.599864
1000,162.604115,162.604769
1000,166.608962,166.609689
1000,170.613895,170.614565
1000,174.618761,174.619595
500,179.942716,179.943386
500,183.947643,183.948283
500,187.952485,187.953047
500,191.957243,191.957796
500,195.962003,195.962621
200,201.290562,206.426511
200,210.430764,215.542482
200,219.546691,224.759865
200,228.764072,234.075444
200,238.079648,243.224403
100,248.551196,258.958142
100,262.962390,276.673630
100,280.677830,294.390564
100,298.394762,312.104083
100,316.108288,329.715342
500,335.049418,335.050080
500,339.054337,339.054927
500,343.059138,343.059742
500,347.063942,347.064476
500,351.068680,351.069331
200,356.397754,356.398408
200,360.402656,370.069247
200,374.069876,376.319782
200,380.322469,385.439691
200,389.443903,394.682184
100,400.011671,410.305593
100,414.309848,428.227639
100,432.231844,445.840810
100,449.845043,463.555536
100,467.559107,487.517819
50,492.846764,502.185185
50,506.189432,549.777392
50,553.781597,585.824966
50,589.829168,621.866537
50,625.870720,657.911410
20,663.221296,732.562465
20,736.566695,821.677030
20,825.681215,910.736053
20,914.740241,999.214387
20,1003.218594,1087.693680
10,1093.019959,1248.460221
