idle,1.047913,6.052999
turn_on,7.054278,7.218910
turn_on_idle,7.219091,12.220837
connect,18.228011,19.303998
connect_idle,19.304108,24.309192
100000,29.645624,29.789045
100000,33.793304,34.024483
100000,38.028701,38.123516
100000,42.127737,42.229306
100000,46.233520,46.400218
50000,51.727124,51.727727
50000,55.731974,55.732440
50000,59.736699,59.737170
50000,63.741433,63.741885
50000,67.746147,67.746617
20000,73.068613,73.069122
20000,77.073374,77.073839
20000,81.078039,81.078512
20000,85.082713,85.083179
20000,89.087382,89.087927
10000,94.409535,94.410025
10000,98.414276,98.414777
10000,102.418973,102.419463
10000,106.423679,106.424209
10000,110.428398,110.428934
5000,115.757235,115.757909
5000,119.762164,119.762600
5000,123.766794,123.767298
5000,127.771494,127.772000
5000,131.776228,131.776706
2000,137.098422,137.098965
2000,141.103204,141.103696
2000,145.107887,145.108348
2000,149.112579,149.113093
2000,153.117295,153.117921
1000,158.437897,158.438435
1000,162.442692,162.443162
1000,166.447354,166.447857
1000,170.452037,170.452486
1000,174.456677,174.457178
500,179.777155,179.777758
500,183.782006,183.782472
500,187.786669,187.787136
500,191.791335,191.791797
500,195.795993,195.796458
200,201.122332,201.122844
200,205.127083,205.127318
200,209.127606,209.127840
200,213.132040,213.132286
200,217.136469,217.136679
100,222.463445,224.652130
100,228.656395,232.445713
100,236.449924,247.894801
100,251.899005,251.899244
100,255.903442,259.673921
500,265.001094,267.555540
500,271.559773,271.560229
500,275.564410,275.564823
500,279.569017,279.569473
500,283.573658,283.574112
200,288.900658,288.901170
200,292.905395,292.905638
200,296.909824,296.910058
200,300.914240,300.914475
200,304.918662,304.918892
100,310.241552,317.834037
100,321.838275,325.619967
100,329.624167,333.298744
100,337.302964,341.166989
100,345.171187,348.976815
50,354.310266,359.001917
50,363.006158,374.563543
50,378.567745,405.901637
50,409.905841,425.460062
50,429.464265,429.464504
20,434.795267,473.128019
20,477.132264,513.533174
20,517.537372,551.476972
20,555.481176,590.231968
20,594.236172,667.640567
