     0.200285833,9615646,,instructions,800706566,100.00,,
     0.200285833,43253,,cache-misses,800726774,100.00,,
     0.400869947,8553103,,instructions,801576279,100.00,,
     0.400869947,13960,,cache-misses,801535679,100.00,,
     0.601128801,8493612,,instructions,801401200,100.00,,
     0.601128801,11367,,cache-misses,801370523,100.00,,
     0.801411353,9173339,,instructions,801322020,100.00,,
     0.801411353,24981,,cache-misses,801308635,100.00,,
     1.001749114,8429252,,instructions,801336231,100.00,,
     1.001749114,10032,,cache-misses,801318283,100.00,,
     1.202000937,8345971,,instructions,801283735,100.00,,
     1.202000937,8802,,cache-misses,801267059,100.00,,
     1.402246770,8405568,,instructions,801240211,100.00,,
     1.402246770,9603,,cache-misses,801226579,100.00,,
     1.602491926,8389227,,instructions,801208108,100.00,,
     1.602491926,9554,,cache-misses,801195731,100.00,,
     1.802739218,8516824,,instructions,801181952,100.00,,
     1.802739218,11504,,cache-misses,801172074,100.00,,
     2.002991145,8392808,,instructions,801165757,100.00,,
     2.002991145,10102,,cache-misses,801156216,100.00,,
     2.203273645,9241343,,instructions,801157644,100.00,,
     2.203273645,22737,,cache-misses,801152540,100.00,,
     2.403615780,8327921,,instructions,801178735,100.00,,
     2.403615780,12107,,cache-misses,801171491,100.00,,
     2.603868801,8372834,,instructions,801166036,100.00,,
     2.603868801,9742,,cache-misses,801159040,100.00,,
     2.804116353,8420666,,instructions,801153964,100.00,,
     2.804116353,11404,,cache-misses,801147197,100.00,,
     3.004368436,8435450,,instructions,801143853,100.00,,
     3.004368436,11975,,cache-misses,801137894,100.00,,
     3.204649165,8685216,,instructions,801141145,100.00,,
     3.204649165,16850,,cache-misses,801136642,100.00,,
     3.404933019,8352736,,instructions,801142499,100.00,,
     3.404933019,11028,,cache-misses,801137070,100.00,,
     3.605184425,8301059,,instructions,801135291,100.00,,
     3.605184425,9107,,cache-misses,801129791,100.00,,
     3.805460988,9131153,,instructions,801131096,100.00,,
     3.805460988,24518,,cache-misses,801128250,100.00,,
     4.005799061,8437340,,instructions,801143645,100.00,,
     4.005799061,11262,,cache-misses,801139398,100.00,,
     4.206079217,8374569,,instructions,801141376,100.00,,
     4.206079217,18722,,cache-misses,801138501,100.00,,
     4.406398331,8598661,,instructions,801148766,100.00,,
     4.406398331,12854,,cache-misses,801144955,100.00,,
     4.606661664,8306445,,instructions,801145204,100.00,,
     4.606661664,9776,,cache-misses,801141073,100.00,,
     4.806911196,8305063,,instructions,801139138,100.00,,
     4.806911196,9266,,cache-misses,801135008,100.00,,
     5.007156821,8436101,,instructions,801132844,100.00,,
     5.007156821,11989,,cache-misses,801129021,100.00,,
     5.207489425,9348503,,instructions,801138199,100.00,,
     5.207489425,27813,,cache-misses,801136380,100.00,,
     5.407839997,8487197,,instructions,801149390,100.00,,
     5.407839997,14981,,cache-misses,801146424,100.00,,
     5.608104477,8333397,,instructions,801146810,100.00,,
     5.608104477,10053,,cache-misses,801143408,100.00,,
     5.808350258,8319560,,instructions,801141268,100.00,,
     5.808350258,9663,,cache-misses,801137901,100.00,,
     6.008596872,8482867,,instructions,801135997,100.00,,
     6.008596872,12474,,cache-misses,801132832,100.00,,
     6.208854633,8335572,,instructions,801132636,100.00,,
     6.208854633,10336,,cache-misses,801129562,100.00,,
     6.409105049,8522789,,instructions,801128588,100.00,,
     6.409105049,11216,,cache-misses,801125567,100.00,,
     6.609357237,8363696,,instructions,801124641,100.00,,
