idle,3.638000,8.642697
turn_on,9.643987,9.884221
turn_on_idle,9.884522,14.889661
scan,15.891172,37.782694
scan_idle,37.782785,42.788583
connect,43.789835,47.613966
connect_idle,47.614074,52.619196
200,56.622585,56.622800
200,60.627065,60.627365
200,64.632005,64.632220
200,68.636669,68.636957
200,72.641213,72.641409
500,76.642607,76.642852
500,80.647210,80.647558
500,84.651819,84.652103
500,88.652583,88.652899
500,92.657210,92.657540
1000,96.662438,96.662744
1000,100.667022,100.667273
1000,104.671557,104.671784
1000,108.672616,108.672865
1000,112.677211,112.677432
2000,116.682156,116.682631
2000,120.686992,120.687245
2000,124.691494,124.691746
2000,128.692594,128.693081
2000,132.698034,132.698340
5000,136.702595,136.703326
5000,140.704910,140.705275
5000,144.709567,144.709971
5000,148.712557,148.713280
5000,152.717577,152.718282
10000,156.723106,156.723992
10000,160.728287,160.729186
10000,164.732537,164.733441
10000,168.737681,168.740089
10000,172.742592,172.743459
20000,176.748216,176.749622
20000,180.752621,180.754100
20000,184.758363,184.759952
20000,188.762652,188.764281
20000,192.768555,192.769927
50000,196.772605,197.018556
50000,201.022582,201.025468
50000,205.029786,205.033416
50000,209.037734,209.318815
50000,213.322545,213.325137
100000,217.329990,218.005072
100000,222.009370,223.608108
100000,227.612596,229.007943
100000,233.011125,234.914300
100000,238.918575,239.480776
200000,243.482607,248.108200
200000,252.112584,253.787303
200000,257.791605,261.516894
200000,265.521160,268.978291
200000,272.982608,275.408154
500000,279.412724,287.353191
500000,291.357462,301.377746
500000,305.382021,316.548214
500000,320.552728,330.517137
500000,334.521401,341.517204
1000000,345.522585,362.921160
1000000,366.922592,383.507986
1000000,387.512214,404.811157
1000000,408.812630,426.110761
1000000,430.112704,446.780149
