idle,2.048302,7.053494
turn_on,11.057734,11.276001
turn_on_idle,11.276191,16.281286
scan,17.282688,35.636386
scan_idle,35.636465,40.641546
connect,41.642734,44.580118
connect_idle,44.580220,49.585312
200,53.589705,53.589823
200,57.594142,57.594251
200,61.598526,61.598636
200,65.602926,65.603033
200,69.607310,69.607418
200,73.611696,73.611807
200,77.616086,77.616192
200,81.620458,81.620656
200,85.624851,85.624967
200,89.629254,89.629362
500,93.633682,93.633821
500,97.638097,97.638210
500,101.642388,101.642497
500,105.646762,105.646871
500,109.651049,109.651159
500,113.655429,113.655540
500,117.659727,117.659843
500,121.664119,121.664374
500,125.668560,125.668812
500,129.672984,129.673225
1000,133.677581,133.677802
1000,137.681980,137.682223
1000,141.686404,141.686645
1000,145.690827,145.690947
1000,149.695131,149.695378
1000,153.699561,153.699803
1000,157.703978,157.704221
1000,161.708392,161.708643
1000,165.712823,165.713063
1000,169.717244,169.717486
2000,173.721794,173.722107
2000,177.726291,177.726416
2000,181.730583,181.730891
2000,185.735067,185.735377
2000,189.739559,189.739867
2000,193.744047,193.744358
2000,197.748542,197.748850
2000,201.753023,201.753339
2000,205.757517,205.757642
2000,209.761825,209.762148
5000,213.766489,213.767013
5000,217.771200,217.771720
5000,221.775894,221.776426
5000,225.780602,225.781117
5000,229.785288,229.785808
5000,233.789993,233.790514
5000,237.794814,237.794957
5000,241.799134,241.799660
5000,245.803842,245.804359
5000,249.808542,249.809065
10000,253.813413,253.814220
10000,257.818404,257.819218
10000,261.823400,261.824205
10000,265.828385,265.828547
10000,269.832716,269.833529
10000,273.837719,273.838528
10000,277.842704,277.843508
10000,281.847683,281.848489
10000,285.852672,285.853482
10000,289.857664,289.858459
20000,293.862817,293.864088
20000,297.868280,297.868523
20000,301.872694,301.873935
20000,305.878119,305.879394
20000,309.883571,309.884831
20000,313.889021,313.890012
20000,317.894197,317.895148
20000,321.899328,321.900645
20000,325.904847,325.905087
20000,329.909266,329.910458
50000,333.914927,333.916703
50000,337.920896,337.922871
50000,341.927057,342.045852
50000,346.050045,346.051501
50000,350.055696,350.057886
50000,354.062095,354.205953
50000,358.210159,358.475703
50000,362.479920,362.481080
50000,366.485274,366.624585
50000,370.628779,370.630638
100000,374.635181,375.313887
100000,379.318100,379.898621
100000,383.902813,384.384064
100000,388.388275,389.063871
100000,393.068079,393.653022
100000,397.657230,398.132764
100000,402.136969,402.810272
100000,406.814466,407.406724
100000,411.410922,411.874250
100000,415.878448,416.554258
200000,420.559151,422.132098
200000,426.136311,427.843377
200000,431.847584,433.654201
200000,437.658444,439.257063
200000,443.261276,444.988324
200000,448.992541,450.852062
200000,454.856279,456.484810
200000,460.489027,462.259788
200000,466.264007,467.800218
200000,471.804418,473.466565
500000,477.472422,482.593933
500000,486.598142,491.541778
500000,495.545984,500.615680
500000,504.619891,509.498486
500000,513.502708,518.529749
500000,522.533954,527.369903
500000,531.374104,536.372229
500000,540.376460,545.491366
500000,549.495556,554.431573
500000,558.435762,563.530201
1000000,567.537575,578.119234
1000000,582.123463,592.652214
1000000,596.656424,607.122394
1000000,611.126602,621.580291
1000000,625.584499,636.016863
1000000,640.021062,650.381932
1000000,654.386139,664.714740
1000000,668.718945,679.349736
1000000,683.353940,693.962486
1000000,697.966696,708.574114
