time,freq,util
.184995104,600000,60
.399932291,600000,62.6506
.621705156,600000,60.4651
.843935312,600000,62.7907
1.067668176,600000,59.7701
1.290125207,600000,63.7363
1.508928489,600000,61.4458
1.731462238,600000,60.4651
1.954403645,600000,62.7907
2.181194895,600000,61.7978
2.403116822,600000,60.2273
2.626684165,600000,62.5
2.845982394,600000,60.241
3.070921196,600000,61.1765
3.294461509,600000,60.9195
3.520828384,600000,62.2222
3.742878019,600000,60.7143
3.973040831,600000,59.7701
4.196908123,600000,61.1111
4.422927654,600000,62.2222
4.647657185,600000,60.4651
4.877064269,600000,59.0909
5.102404373,600000,60.4651
5.325401925,600000,61.6279
5.548127185,600000,59.0361
5.768427758,600000,61.6279
5.992418956,600000,59.3023
6.208043070,600000,63.9535
6.425532080,600000,60.4938
6.649448643,600000,61.3636
6.873058434,600000,62.069
7.102727393,600000,58.6207
7.326804632,600000,59.3023
7.573279840,600000,60.6061
7.811203122,600000,67.7083
8.029266247,600000,62.9213
8.251270049,600000,61.6279
8.475133434,600000,60.9195
8.705104475,600000,60.2273
8.929581454,600000,60.9195
9.155356663,600000,60.4651
