time,freq,util
.177444843,600000,51.4286
.361060885,600000,33.3333
.545651354,600000,33.7838
.727392864,600000,31.9444
.911545156,600000,30.9859
1.096225208,600000,32.8767
1.281740312,600000,30
1.465587395,600000,33.7838
1.648714895,600000,31.4286
1.833585572,600000,30.9859
2.016524374,600000,31.9444
2.199525676,600000,32.3944
2.382576666,600000,28.9855
2.566664895,600000,33.7838
2.749312238,600000,34.2466
2.932499165,600000,28.9855
3.125948019,600000,40.7895
3.310253488,600000,32.3944
3.494762967,600000,33.7838
3.678048019,600000,34.2466
3.862976144,600000,30.9859
4.047046925,600000,32.8767
4.233300884,600000,31.5068
4.417868436,600000,31.9444
4.601664529,600000,31.4286
4.785363331,600000,31.9444
4.970968227,600000,28.9855
5.181765467,600000,50.5882
5.363416144,600000,30.4348
5.547593748,600000,32.8767
5.731550466,600000,30
5.916229425,600000,30.9859
6.098363331,600000,33.3333
6.284541143,600000,31.5068
6.470385935,600000,30
6.654621872,600000,32.8767
6.837589580,600000,31.4286
7.020541299,600000,32.8767
7.204865466,600000,33.3333
7.387906351,600000,33.7838
7.570738018,600000,31.4286
7.755664684,600000,33.7838
7.940434215,600000,30
8.123741038,600000,30.9859
8.307684632,600000,32.3944
8.491443590,600000,30.9859
8.674803017,600000,33.7838
8.858108121,600000,30.9859
9.043819059,600000,31.9444
9.228990569,600000,32.3944
9.412161350,600000,30.9859
9.596051819,600000,33.3333
9.779141142,600000,34.6667
9.963343850,600000,30
10.178306663,600000,45.7831
10.361834006,600000,30
10.544732131,600000,33.3333
10.727290464,600000,31.9444
10.911647444,600000,30.4348
