time,freq,util
.137651197,600000,30.7692
.308694583,600000,35.7143
.481412968,600000,34.2857
.654395364,600000,28.125
.828749530,600000,30.8824
1.004102343,600000,29.2308
1.175292864,600000,28.5714
1.351681614,600000,32.8571
1.525248541,600000,30.303
1.700203280,600000,32.8571
1.873245780,600000,33.3333
2.047356353,600000,29.2308
2.220852551,600000,36.1111
2.394535363,600000,28.125
2.567711457,600000,32.3529
2.740281769,600000,37.8378
2.912962342,600000,35.7143
3.087838332,600000,35.7143
3.263330102,600000,33.8235
3.435880207,600000,28.125
3.609330415,600000,33.3333
3.783151144,600000,33.3333
3.957881821,600000,31.3433
4.130196665,600000,36.1111
4.303486560,600000,30.303
4.477855206,600000,28.125
4.650922862,600000,36.9863
4.824105466,600000,28.125
4.997226873,600000,32.3529
5.171657237,600000,37.5
5.344785935,600000,28.125
5.517618331,600000,31.3433
5.690544581,600000,36.9863
5.862431508,600000,32.8358
6.035080674,600000,28.125
6.207524841,600000,32.3529
6.380814685,600000,36.1111
6.553031039,600000,31.3433
6.726121455,600000,29.2308
6.900714424,600000,37.5
7.073151611,600000,32.3529
7.257021976,600000,30.4348
7.430896299,600000,36.1111
7.604636142,600000,28.125
7.777128538,600000,28.125
7.950367601,600000,36.9863
8.122759007,600000,31.3433
8.295610048,600000,26.9841
8.471073850,600000,35.2113
8.644016402,600000,29.2308
8.816899111,600000,28.125
8.990094059,600000,36.1111
9.162459111,600000,34.7826
9.336525673,600000,31.3433
9.508769840,600000,36.1111
9.682942652,600000,36.1111
9.855209839,600000,26.9841
10.028220621,600000,31.3433
10.201017652,600000,36.9863
10.374916610,600000,28.125
10.547966766,600000,30.303
10.720815100,600000,36.6197
10.895200725,600000,29.8507
11.068685308,600000,32.3529
