time,freq,util
.138645625,1200000,21.1538
.289955729,1200000,20.339
.441640364,1200000,20.339
.593216198,1200000,22.9508
.745215989,1200000,22.9508
.897753645,1200000,20.339
1.049670104,1200000,20.339
1.202066041,1200000,20
1.354278437,1200000,22.9508
1.506632135,1200000,20.339
1.660014062,1200000,21.6667
1.812685468,1200000,22.9508
1.965340103,1200000,22.5806
2.117977134,1200000,20.339
2.270282134,1200000,17.5439
2.422445884,1200000,21.6667
2.574400780,1200000,22.5806
2.726156353,1200000,20.339
2.878783280,1200000,22.9508
3.031004322,1200000,20.339
3.183682967,1200000,22.9508
3.335759478,1200000,18.9655
3.488229321,1200000,20
3.640380571,1200000,20.339
3.792917134,1200000,21.6667
3.945198748,1200000,25.3968
4.121865675,1200000,47.2222
4.275322290,1200000,23.8095
4.429815102,1200000,20.339
4.585127446,1200000,24.1935
4.748187394,1200000,25
4.899880988,1200000,22.0339
5.055592550,1200000,22.9508
5.209874633,1200000,21.6667
5.362661092,1200000,23.7288
5.527602029,1200000,27.6923
5.682618279,1200000,21.3115
5.834593383,1200000,22.9508
5.988209685,1200000,20.339
6.142792081,1200000,22.9508
6.295838070,1200000,22.5806
6.448799268,1200000,21.6667
6.603322654,1200000,21.6667
6.767663226,1200000,27.6923
6.919516299,1200000,18.9655
7.071952653,1200000,20.339
7.224541820,1200000,21.6667
7.378112341,1200000,20.339
7.530104268,1200000,20.339
7.685329112,1200000,23.8095
7.838429684,1200000,20.339
7.990682757,1200000,20
8.143140986,1200000,24.1935
8.295713018,1200000,21.6667
8.448246142,1200000,21.6667
8.600039424,1200000,20.339
8.752389997,1200000,21.6667
8.904164840,1200000,22.9508
9.056333486,1200000,21.6667
9.210676715,1200000,22.9508
9.362835986,1200000,21.6667
9.515018850,1200000,25
9.667579475,1200000,20.339
9.819686298,1200000,20.339
9.972032444,1200000,20.339
10.134877340,1200000,29.4118
10.286488642,1200000,20.339
10.438606871,1200000,21.6667
10.591429423,1200000,20.339
10.763813329,1200000,49.3333
10.916826610,1200000,20.339
11.070583641,1200000,20.339
11.222772600,1200000,21.6667
11.375227131,1200000,24.1935
11.527567339,1200000,21.6667
11.679958016,1200000,20.339
11.831891037,1200000,20.339
11.984067860,1200000,21.6667
12.137089631,1200000,20.339
12.289271974,1200000,22.9508
12.441356037,1200000,20.339
12.594247912,1200000,20.339
12.746484162,1200000,21.6667
12.898835099,1200000,21.6667
13.051321401,1200000,18.9655
13.202912339,1200000,22.9508
13.355034057,1200000,22.9508
13.506797911,1200000,18.9655
13.661376297,1200000,21.3115
13.813428380,1200000,20
13.965496817,1200000,21.6667
14.117803692,1200000,20.339
14.270341244,1200000,20.339
14.422241557,1200000,22.9508
14.574095151,1200000,21.6667
14.726196036,1200000,20.339
14.878471557,1200000,21.6667
15.030464525,1200000,22.4138
15.184451400,1200000,23.8095
15.337674838,1200000,20.339
15.491016400,1200000,21.6667
15.642945150,1200000,18.9655
15.795026556,1200000,25
15.947260098,1200000,18.9655
16.099242650,1200000,21.6667
16.251314317,1200000,21.6667
16.403275514,1200000,21.6667
16.555408639,1200000,21.6667
16.708274264,1200000,22.9508
16.860430202,1200000,20.339
17.012423275,1200000,24.1935
17.163857077,1200000,22.9508
17.315338431,1200000,18.9655
17.467424941,1200000,17.5439
17.619333847,1200000,21.6667
17.771372962,1200000,21.3115
17.923381139,1200000,20.339
18.075574212,1200000,21.6667
18.227885774,1200000,17.5439
18.380903899,1200000,21.6667
18.534257701,1200000,21.3115
18.686997336,1200000,20.339
18.839304993,1200000,20.339
18.991849576,1200000,21.6667
19.143830930,1200000,18.6441
19.295709420,1200000,20.339
19.448585201,1200000,20.339
19.600191503,1200000,21.6667
19.751918430,1200000,20.339
19.903687596,1200000,21.6667
20.055623898,1200000,23.7288
20.208132909,1200000,20.339
20.360599732,1200000,21.6667
20.512825200,1200000,23.8095
20.664862752,1200000,26.5625
20.816818221,1200000,20.339
20.968739679,1200000,22.9508
21.121562023,1200000,20.339
21.273267492,1200000,20.339
21.425413742,1200000,21.3115
21.577825773,1200000,17.5439
21.729855512,1200000,21.6667
21.881933429,1200000,20.339
22.033983533,1200000,21.6667
22.185786866,1200000,20.339
22.338297856,1200000,20.339
22.490469470,1200000,20.339
22.644239002,1200000,22.5806
22.797973377,1200000,18.9655
22.950823324,1200000,18.6441
23.102820251,1200000,22.9508
23.254770095,1200000,24.1935
23.406543897,1200000,20.339
23.558894105,1200000,21.6667
23.710998897,1200000,20.339
23.862937282,1200000,21.6667
24.017524209,1200000,20.339
24.177198480,1200000,21.6667
24.334090355,1200000,24.1935
24.486261553,1200000,21.6667
24.638220615,1200000,21.6667
24.790283167,1200000,20
24.941893324,1200000,21.6667
25.100924209,1200000,23.3333
25.253030563,1200000,22.9508
25.404804834,1200000,22.9508
25.556763376,1200000,20.339
25.710272334,1200000,21.3115
25.866668948,1200000,21.3115
26.018296813,1200000,21.6667
26.169845615,1200000,20.339
26.322231604,1200000,20.339
26.475211604,1200000,22.9508
26.629047698,1200000,20.339
26.782115510,1200000,20.339
26.935258167,1200000,21.3115
27.088477802,1200000,20.6897
27.240997281,1200000,18.6441
27.393393896,1200000,20.339
27.545459937,1200000,21.6667
27.698020562,1200000,21.6667
27.849948635,1200000,17.5439
28.002760875,1200000,21.3115
28.154911500,1200000,26.5625
28.307416343,1200000,20.339
28.459291812,1200000,21.6667
28.611766031,1200000,22.9508
28.763964364,1200000,20.339
28.915508478,1200000,18.9655
29.067735562,1200000,18.6441
29.219672645,1200000,20.339
29.371435614,1200000,20.339
29.523821499,1200000,18.9655
29.675307332,1200000,17.5439
29.827725666,1200000,17.5439
29.979577853,1200000,20.339
30.144291186,1200000,24.6154
30.298889832,1200000,20.339
30.451383165,1200000,20
30.604147853,1200000,21.6667
30.756023530,1200000,20.339
30.908202853,1200000,20.339
31.061910978,1200000,18.6441
31.215406915,1200000,24.1935
31.369086186,1200000,21.6667
31.521835613,1200000,20.339
31.675242852,1200000,20.339
31.828816029,1200000,20
31.981918008,1200000,18.9655
32.135173529,1200000,26.5625
32.288995508,1200000,21.6667
32.441587279,1200000,20.339
