time_stamp,volt,curr,pf,mul
1559538585230,122.1,0.05968,0.544,3.964088832
1559538585292,122.1,0.06009,0.547,4.013332983
1559538585338,122.1,0.06009,0.547,4.013332983
1559538585384,122.1,0.06009,0.547,4.013332983
1559538585430,122.1,0.06009,0.547,4.013332983
1559538585491,122.1,0.06115,0.548,4.09159542
1559538585537,122.1,0.06115,0.548,4.09159542
1559538585583,122.1,0.06115,0.548,4.09159542
1559538585629,122.1,0.06115,0.548,4.09159542
1559538585692,122.1,0.05991,0.544,3.979365984
1559538585738,122.1,0.05991,0.544,3.979365984
1559538585784,122.1,0.05991,0.544,3.979365984
1559538585830,122.1,0.05991,0.544,3.979365984
1559538585891,122.1,0.05967,0.548,3.992567436
1559538585937,122.1,0.05967,0.548,3.992567436
1559538585988,122.1,0.05967,0.548,3.992567436
1559538586035,122.1,0.05967,0.548,3.992567436
1559538586091,122.1,0.06206,0.549,4.160061774
1559538586138,122.1,0.06206,0.549,4.160061774
1559538586184,122.1,0.06206,0.549,4.160061774
1559538586230,122.1,0.06206,0.549,4.160061774
1559538586291,122.1,0.06113,0.546,4.075329258
1559538586337,122.1,0.06113,0.546,4.075329258
1559538586383,122.1,0.06113,0.546,4.075329258
1559538586429,122.1,0.06113,0.546,4.075329258
1559538586491,122.1,0.05934,0.545,3.94875063
1559538586537,122.1,0.05934,0.545,3.94875063
1559538586584,122.1,0.05934,0.545,3.94875063
1559538586629,122.1,0.05934,0.545,3.94875063
1559538586692,122.1,0.06103,0.55,4.09846965
1559538586738,122.1,0.06103,0.55,4.09846965
1559538586784,122.1,0.06103,0.55,4.09846965
1559538586830,122.1,0.06103,0.55,4.09846965
1559538586891,122.1,0.06042,0.548,4.042750536
1559538586937,122.1,0.06042,0.548,4.042750536
1559538586983,122.1,0.06042,0.548,4.042750536
1559538587029,122.1,0.06042,0.548,4.042750536
1559538587092,122.1,0.05896,0.544,3.916264704
1559538587139,122.1,0.05896,0.544,3.916264704
1559538587185,122.1,0.05896,0.544,3.916264704
1559538587231,122.1,0.05896,0.544,3.916264704
1559538587291,122.1,0.06162,0.545,4.10047209
1559538587337,122.1,0.06162,0.545,4.10047209
1559538587383,122.1,0.06162,0.545,4.10047209
1559538587429,122.1,0.06162,0.545,4.10047209
1559538587492,122.1,0.06142,0.545,4.08716319
1559538587538,122.1,0.06142,0.545,4.08716319
1559538587584,122.1,0.06142,0.545,4.08716319
1559538587630,122.1,0.06142,0.545,4.08716319
1559538587691,122.1,0.05876,0.543,3.895805628
1559538587737,122.1,0.05876,0.543,3.895805628
1559538587783,122.1,0.05876,0.543,3.895805628
1559538587829,122.1,0.05876,0.543,3.895805628
1559538587892,122.1,0.06122,0.548,4.096279176
1559538587938,122.1,0.06122,0.548,4.096279176
1559538587984,122.1,0.06122,0.548,4.096279176
1559538588030,122.1,0.06122,0.548,4.096279176
1559538588091,122.1,0.06141,0.546,4.093995906
1559538588137,122.1,0.06141,0.546,4.093995906
1559538588183,122.1,0.06141,0.546,4.093995906
1559538588229,122.1,0.06141,0.546,4.093995906
1559538588291,122.1,0.05891,0.542,3.898557762
1559538588338,122.1,0.05891,0.542,3.898557762
1559538588384,122.1,0.05891,0.542,3.898557762
1559538588430,122.1,0.05891,0.542,3.898557762
1559538588491,122.1,0.06064,0.55,4.0722792
1559538588537,122.1,0.06064,0.55,4.0722792
1559538588583,122.1,0.06064,0.55,4.0722792
1559538588629,122.1,0.06064,0.55,4.0722792
1559538588691,122.1,0.06093,0.55,4.09175415
1559538588737,122.1,0.06093,0.55,4.09175415
1559538588786,122.1,0.06093,0.55,4.09175415
1559538588833,122.1,0.06093,0.55,4.09175415
1559538588891,122.1,0.05939,0.543,3.937574817
1559538588937,122.1,0.05939,0.543,3.937574817
1559538588983,122.1,0.05939,0.543,3.937574817
1559538589029,122.1,0.05939,0.543,3.937574817
1559538589091,122.1,0.06049,0.546,4.032662634
1559538589137,122.1,0.06049,0.546,4.032662634
1559538589183,122.1,0.06049,0.546,4.032662634
1559538589229,122.1,0.06049,0.546,4.032662634
1559538589292,122.1,0.06122,0.547,4.088804214
1559538589340,122.1,0.06122,0.547,4.088804214
1559538589387,122.1,0.06122,0.547,4.088804214
1559538589432,122.1,0.06122,0.547,4.088804214
1559538589491,122.1,0.06023,0.541,3.978558903
1559538589537,122.1,0.06023,0.541,3.978558903
1559538589583,122.1,0.06023,0.541,3.978558903
1559538589629,122.1,0.06023,0.541,3.978558903
1559538589691,122.1,0.06065,0.54,3.9988971
1559538589736,122.1,0.06065,0.54,3.9988971
1559538589782,122.1,0.06065,0.54,3.9988971
1559538589828,122.1,0.06065,0.54,3.9988971
1559538589890,122.1,0.06337,0.544,4.209187488
1559538589937,122.1,0.06337,0.544,4.209187488
1559538589982,122.1,0.06337,0.544,4.209187488
1559538590029,122.1,0.06337,0.544,4.209187488
1559538590091,122.1,0.06249,0.541,4.127845689
1559538590137,122.1,0.06249,0.541,4.127845689
1559538590183,122.1,0.06249,0.541,4.127845689
1559538590230,122.1,0.06249,0.541,4.127845689
1559538590291,122.1,0.0609,0.542,4.03025238
1559538590337,122.1,0.0609,0.542,4.03025238
1559538590383,122.1,0.0609,0.542,4.03025238
1559538590429,122.1,0.0609,0.542,4.03025238
1559538590492,122.1,0.06308,0.545,4.19762706
1559538590537,122.1,0.06308,0.545,4.19762706
1559538590583,122.1,0.06308,0.545,4.19762706
1559538590629,122.1,0.06308,0.545,4.19762706
1559538590691,122.1,0.06294,0.546,4.195995804
1559538590737,122.1,0.06294,0.546,4.195995804
1559538590782,122.1,0.06294,0.546,4.195995804
1559538590831,122.1,0.06294,0.546,4.195995804
1559538590890,122.1,0.06091,0.54,4.01603994
1559538590937,122.1,0.06091,0.54,4.01603994
1559538590983,122.1,0.06091,0.54,4.01603994
1559538591029,122.1,0.06091,0.54,4.01603994
1559538591094,122.1,0.06142,0.541,4.057165662
1559538591140,122.1,0.06142,0.541,4.057165662
1559538591186,122.1,0.06142,0.541,4.057165662
1559538591232,122.1,0.06142,0.541,4.057165662
1559538591292,122.1,0.06268,0.544,4.163356032
1559538591338,122.1,0.06268,0.544,4.163356032
1559538591384,122.1,0.06268,0.544,4.163356032
1559538591431,122.1,0.06268,0.544,4.163356032
1559538591491,122.1,0.06105,0.538,4.01036229
1559538591538,122.1,0.06105,0.538,4.01036229
1559538591584,122.1,0.06105,0.538,4.01036229
1559538591632,122.1,0.06105,0.538,4.01036229
1559538591690,122.1,0.06099,0.539,4.013867781
1559538591735,122.1,0.06099,0.539,4.013867781
1559538591782,122.1,0.06099,0.539,4.013867781
1559538591838,122.1,0.06099,0.539,4.013867781
