idle,1.057971,6.063186
turn_on,7.064776,7.267018
turn_on_idle,7.267201,12.272315
connect,18.279505,18.424120
connect_idle,18.424234,23.429418
set_bw,24.431018,24.816179
200,28.820821,28.821173
200,32.823918,32.824335
200,36.828718,36.828961
200,40.833526,40.833775
200,44.838088,44.838331
500,48.842785,48.843054
500,52.847641,52.847894
500,56.852405,56.852642
500,60.853530,60.853792
500,64.858102,64.858324
1000,68.862731,68.862986
1000,72.867915,72.868182
1000,76.872958,76.873213
1000,80.878186,80.878457
1000,84.883533,84.883790
2000,88.888864,88.889184
2000,92.893550,92.893806
2000,96.898515,96.898770
2000,100.903623,100.903930
2000,104.908737,104.909068
5000,108.913562,108.913874
5000,112.918671,112.919014
5000,116.923535,116.923994
5000,120.928308,120.928718
5000,124.933106,124.933857
10000,128.938798,128.939234
10000,132.943534,132.943846
10000,136.948565,136.948876
10000,140.953524,140.953872
10000,144.958310,144.958671
20000,148.963533,148.963859
20000,152.968268,152.968752
20000,156.973211,156.973966
20000,160.978394,160.978758
20000,164.983188,164.984001
50000,168.989596,168.990127
50000,172.993510,172.993918
50000,176.998642,176.998997
50000,181.003695,181.004100
50000,185.008412,185.008844
100000,189.013591,189.133149
100000,193.138146,193.138736
100000,197.143558,197.144398
100000,201.149299,201.149926
100000,205.153511,205.153957
200000,209.159971,209.854261
200000,213.858612,214.554625
200000,218.559380,219.201557
200000,223.203507,223.845835
200000,227.850635,228.534783
500000,232.541161,235.995618
500000,240.000335,243.371407
500000,247.373634,250.775096
500000,254.779589,258.227206
500000,262.231551,265.698536
1000000,269.703489,277.880607
1000000,281.883496,289.633480
1000000,293.638196,301.299133
1000000,305.303806,312.976163
1000000,316.980874,324.694095
2000000,328.703514,344.964694
2000000,348.969480,365.401753
2000000,369.403527,385.668396
2000000,389.672816,405.998779
2000000,410.003236,426.342089
5000000,430.369747,473.095458
5000000,477.099923,519.816916
5000000,523.821295,566.532490
5000000,570.533613,613.243817
5000000,617.248261,659.908106
