L1-dcache-loads,L1-dcache-stores,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,r110,r13C,r1A2,r1C2,power
5704862.32,4772216.14,5453054.16,169681.68,19158.22,4183155.53,137682237.68,46218730.39,163538.72,0.00,0.00,1768.88,3.30
4366664.13,4027122.23,5454303.31,175198.68,17903.96,4418373.45,138353091.00,44358200.06,165741.83,0.00,0.00,1729.34,3.30
4141814.20,3947280.03,5777926.42,180123.28,18004.61,4574491.57,139363962.36,46451426.03,167895.99,0.00,0.00,1770.70,3.30
6530946.92,5448716.20,6996514.87,185363.74,21419.32,4594673.77,141556602.48,58854651.45,170696.83,0.00,0.00,2022.46,3.30
8287162.43,6552399.34,7892280.90,189215.93,23929.42,4609509.39,143168379.24,67972075.84,172755.68,0.00,0.00,2207.54,3.30
10043377.95,7656082.48,8788046.94,193068.11,26439.52,4624345.02,144780156.00,77089500.23,174814.54,0.00,0.00,2392.61,3.30
12782241.28,9933313.17,9349459.22,194103.90,30016.65,6037434.95,145732503.15,85551075.52,175453.56,0.00,0.00,2759.10,3.35
19145217.78,17059047.61,7895794.74,180099.73,37213.33,13908205.72,142791721.35,86205947.32,168449.27,0.00,0.00,3867.60,3.35
24376785.99,22917746.88,6700608.03,168585.66,43130.36,20379465.55,140373843.39,86744375.61,162690.42,0.00,0.00,4779.00,3.35
29608354.20,28776446.16,5505421.33,157071.59,49047.39,26850725.39,137955965.44,87282803.89,156931.56,0.00,0.00,5690.39,3.35
34639761.15,34428691.48,4330276.76,146105.65,53419.89,33159875.81,135746181.38,87720529.01,152333.35,0.00,0.00,6417.98,3.39
34228363.46,34082417.64,4258203.71,147706.67,44432.86,33203636.01,136683572.85,87160326.07,158865.23,0.00,0.00,5383.44,3.39
33887999.83,33795933.24,4198575.16,149031.26,36997.59,33239840.35,137459109.45,86696850.69,164269.28,0.00,0.00,4527.53,3.39
33547636.19,33509448.84,4138946.61,150355.84,29562.31,33276044.68,138234646.04,86233375.30,169673.33,0.00,0.00,3671.62,3.39
33206131.93,33258870.71,4088234.59,152418.32,21904.52,33338968.48,138983604.59,85716929.16,174598.03,0.00,0.00,2781.48,3.38
33229568.49,33555710.92,4160865.44,157840.25,20931.29,33536405.96,138710887.74,85362352.17,170486.58,0.00,0.00,2604.70,3.38
33249454.81,33807584.91,4222493.95,162440.85,20105.48,33703935.02,138479482.84,85061487.54,166997.94,0.00,0.00,2454.70,3.38
33269341.14,34059458.89,4284122.47,167041.46,19279.67,33871464.09,138248077.95,84760622.92,163509.31,0.00,0.00,2304.69,3.38
33314161.18,34317349.47,4346282.85,171626.75,18707.98,34025292.21,137922218.39,84487363.80,159464.71,0.00,0.00,2170.10,3.38
33522259.29,34211712.49,4312114.99,168589.30,21477.60,33798375.42,137232342.35,84921430.43,156745.49,0.00,0.00,2401.10,3.38
33706841.22,34118013.05,4281808.27,165895.10,23934.24,33597101.41,136620425.92,85306445.25,154333.55,0.00,0.00,2605.99,3.38
33891423.15,34024313.61,4251501.55,163200.90,26390.88,33395827.40,136008509.49,85691460.08,151921.61,0.00,0.00,2810.88,3.38
33616844.61,33383728.90,4212306.69,161216.40,29557.83,32581797.94,135618806.42,85546212.00,150224.38,0.00,0.00,3044.85,3.38
28033170.98,27280933.46,4163398.47,174054.44,33405.89,25912130.41,139233849.70,78797722.39,162626.72,0.00,0.00,3020.21,3.38
23045228.28,21829254.86,4119708.34,185522.77,36843.39,19954060.20,142463198.33,72769239.77,173705.85,0.00,0.00,2998.19,3.38
18057285.57,16377576.26,4076018.22,196991.10,40280.89,13995989.99,145692546.95,66740757.14,184784.97,0.00,0.00,2976.18,3.38
11992332.46,9795751.66,4016107.31,210089.20,43920.81,6871115.72,149358097.12,59374580.03,197391.26,0.00,0.00,2925.63,3.34
9873571.06,8228903.71,3889393.06,201471.28,36778.71,6247411.64,146569274.24,56240019.07,188312.24,0.00,0.00,2537.26,3.34
7930019.32,6791625.28,3773157.37,193566.01,30227.21,5675284.39,144011071.36,53364668.70,179984.00,0.00,0.00,2181.00,3.34
5986467.59,5354346.86,3656921.68,185660.74,23675.72,5103157.13,141452868.47,50489318.33,171655.76,0.00,0.00,1824.74,3.34
3568348.65,3566807.01,3509391.71,175974.87,15931.98,4391560.23,138352579.11,46973271.42,161556.29,0.00,0.00,2043.15,3.29
3786558.04,3746526.15,3444576.13,180863.96,27561.52,4461935.28,140847204.49,48937491.17,169504.58,0.00,0.00,19773.17,3.29
3996605.77,3919523.29,3382184.83,185570.19,38756.09,4529678.10,143248523.77,50828243.49,177155.58,0.00,0.00,36840.03,3.29
4206653.49,4092520.42,3319793.53,190276.42,49950.65,4597420.92,145649843.06,52718995.82,184806.57,0.00,0.00,53906.89,3.29
4485195.05,4321929.66,3237057.25,196517.30,64795.62,4687253.80,148834201.23,55226297.81,194952.46,0.00,0.00,76539.04,3.30
4443354.58,4220084.62,3034350.45,190698.52,60083.45,4577920.44,147460628.16,54127662.21,190010.83,0.00,0.00,68400.56,3.30
4314225.01,3910895.54,2425123.67,173111.91,45729.53,4247786.37,143289595.54,50791966.38,175019.88,0.00,0.00,43643.96,3.30
4227993.85,3704422.83,2018289.45,161367.79,36144.16,4027326.85,140504230.76,48564429.34,165009.11,0.00,0.00,27111.80,3.30
4109894.66,3421645.00,1461103.46,145283.46,23016.36,3725393.17,136689492.04,45513672.08,151298.71,0.00,0.00,4469.94,3.33
4150608.79,3440402.56,1758919.73,152527.06,26929.66,3959544.94,137702727.20,47270413.67,160199.50,0.00,0.00,10457.05,3.33
4290071.10,3527224.61,2748750.40,176852.37,40509.84,4724323.40,141260008.28,53085852.00,189491.65,0.00,0.00,31486.66,3.33
4387166.48,3587671.18,3437882.72,193787.95,49964.53,5256771.59,143736631.25,57134631.92,209885.21,0.00,0.00,46127.74,3.33
4515249.75,3667409.22,4346950.89,216128.50,62436.68,5959150.06,147003665.81,62475575.64,236787.35,0.00,0.00,65441.50,3.34
5655510.90,5086236.51,5005656.29,221223.50,60334.60,7753628.14,147778702.28,63844260.81,235918.21,0.00,0.00,60361.24,3.34
9365558.74,9722944.17,6936067.71,232253.71,50256.60,13464666.71,149490055.74,66975647.36,226209.83,0.00,0.00,38764.43,3.34
11890401.78,12878418.05,8249793.59,239760.22,43398.10,17351267.81,150654703.50,69106687.14,219602.87,0.00,0.00,24066.90,3.34
15238563.20,17062850.81,9991908.34,249714.52,34303.14,22505238.83,152199127.69,71932631.20,210841.47,0.00,0.00,4576.70,3.34
17370947.48,19084148.75,9847798.04,243517.60,32301.17,24096224.03,150805993.50,72887216.90,206452.72,0.00,0.00,2169.15,3.34
23194010.48,24174960.48,8618956.49,218241.93,29359.89,27313791.52,145418002.10,74930805.23,195261.75,0.00,0.00,2261.36,3.34
27302939.00,27767190.46,7751848.91,200406.66,27284.42,29584203.98,141616073.19,76372822.66,187365.06,0.00,0.00,2326.43,3.34
32751735.51,32530799.78,6601988.86,176755.53,24532.18,32594968.34,136574384.86,78285063.17,176893.37,0.00,0.00,2412.72,3.37
33726086.20,33408800.17,6388761.20,173793.48,23257.05,33252378.17,135914001.08,78592006.53,177206.80,0.00,0.00,2388.48,3.37
33529865.62,33333241.63,6402260.95,179292.39,20484.80,33580450.90,136979974.37,78394782.38,185600.32,0.00,0.00,2239.90,3.37
33384049.38,33277092.26,6412292.93,183378.77,18424.68,33824249.66,137772124.85,78248220.35,191837.75,0.00,0.00,2129.48,3.37
33191696.03,33203022.88,6425526.61,188769.30,15707.07,34145856.54,138817089.31,78054883.21,200065.85,0.00,0.00,1983.82,3.37
33235745.50,33268324.77,6441888.81,191347.95,15570.42,34174349.36,138902063.06,77928078.08,201458.49,0.00,0.00,1950.24,3.37
33557642.87,33575874.15,6493397.13,196809.34,17235.56,34024088.78,138384952.24,77601853.14,200134.82,0.00,0.00,1939.76,3.37
33794786.73,33802447.76,6531343.65,200832.79,18462.28,33913390.84,138003993.38,77361521.13,199159.67,0.00,0.00,1932.04,3.37
34114415.41,34107829.58,6582488.95,206255.69,20115.68,33764189.27,137490527.08,77037595.37,197845.33,0.00,0.00,1921.64,3.38
34164080.31,34150456.71,6578886.26,205442.09,20792.07,33683439.50,137212811.62,77075895.91,196340.62,0.00,0.00,1964.78,3.38
34037278.41,34009823.87,6511949.82,196601.73,21830.30,33510136.72,136617125.60,77562365.43,191609.75,0.00,0.00,2149.69,3.38
33941873.19,33904012.32,6461587.13,189950.28,22611.46,33379744.45,136168933.95,77928383.04,188050.27,0.00,0.00,2288.81,3.38
33813283.54,33761396.75,6393706.99,180985.28,23664.34,33203998.34,135564849.55,78421711.13,183252.71,0.00,0.00,2476.32,3.37
33725148.53,33677763.57,6376224.44,178729.90,23650.19,33169866.13,135624450.96,78534611.27,183516.75,0.00,0.00,2476.02,3.37
33517954.75,33506521.98,6387322.59,180417.80,22294.55,33244773.98,136615829.90,78395230.36,190521.93,0.00,0.00,2243.79,3.37
33353720.75,33370785.80,6396119.63,181755.73,21219.99,33304150.36,137401655.25,78284748.85,196074.65,0.00,0.00,2059.71,3.37
33140565.98,33194617.57,6407537.06,183492.20,19825.34,33381213.32,138421556.23,78141357.94,203281.37,0.00,0.00,1820.80,3.37
33121046.56,33248973.42,6438904.72,185143.58,20671.55,33438799.62,138724158.92,78103882.64,205225.45,0.00,0.00,1901.38,3.37
33376553.74,33791498.87,6567758.01,190077.49,26921.53,33583954.93,138485055.25,78161325.16,202623.28,0.00,0.00,2669.40,3.37
33577707.35,34218613.90,6669200.59,193961.82,31841.96,33698231.63,138296815.65,78206548.04,200574.67,0.00,0.00,3274.04,3.37
33844454.53,34785005.57,6803722.26,199112.77,38366.89,33849772.46,138047193.58,78266517.51,197858.03,0.00,0.00,4075.85,3.38
33951007.74,34950525.42,6841301.47,200042.55,40289.49,33866801.45,137815355.90,78310701.00,196083.61,0.00,0.00,4325.30,3.38
33940589.01,34603983.26,6749738.35,193816.43,36381.59,33628471.44,137119264.16,78416423.55,192507.61,0.00,0.00,3915.52,3.38
33931936.44,34316186.33,6673696.86,188645.75,33136.16,33430542.72,136541172.71,78504224.18,189537.80,0.00,0.00,3575.22,3.38
33920522.42,33936539.32,6573386.80,181824.86,28854.94,33169445.27,135778583.98,78620046.30,185620.19,0.00,0.00,3126.30,3.38
33875093.88,33742853.36,6523425.60,179242.11,27444.53,33065712.89,135616707.97,78645850.94,185837.58,0.00,0.00,2960.05,3.38
33638543.11,33561634.01,6482629.88,181220.89,29915.90,33113058.42,136578301.27,78506916.28,196898.55,0.00,0.00,3112.02,3.38
33446701.91,33414666.25,6449544.81,182825.66,31920.16,33151455.35,137358147.43,78394241.15,205868.93,0.00,0.00,3235.27,3.38
33192303.79,33219774.23,6405671.13,184953.72,34577.98,33202373.02,138392291.24,78244824.12,217764.43,0.00,0.00,3398.72,3.38
33077092.52,33130598.36,6396627.11,187338.95,35085.41,33257179.26,138858926.03,78122254.09,222607.16,0.00,0.00,3405.23,3.38
33120115.44,33157636.19,6474214.63,196192.73,30123.00,33454343.47,138672977.14,77791658.37,217066.31,0.00,0.00,2940.00,3.38
33156500.83,33180502.65,6539832.04,203680.55,25926.19,33621089.42,138515716.22,77512066.57,212380.29,0.00,0.00,2546.55,3.38
33204751.02,33210825.56,6626846.43,213610.06,20360.85,33842209.05,138307174.57,77141303.53,206166.22,0.00,0.00,2024.80,3.38
33253803.98,33245881.70,6666780.99,218060.00,17724.81,33933298.88,138094514.39,76984629.07,202076.15,0.00,0.00,1768.53,3.38
33438845.50,33396203.02,6609947.75,210712.39,20700.90,33705249.19,137289526.42,77335309.80,196170.34,0.00,0.00,1974.02,3.38
33600894.02,33527845.64,6560176.53,204277.79,23307.20,33505536.62,136584565.05,77642415.46,190998.38,0.00,0.00,2153.98,3.38
33822830.05,33708138.79,6492011.60,195465.18,26876.68,33232017.22,135619074.48,78063016.70,183915.03,0.00,0.00,2400.44,3.37
33925965.96,33791865.01,6453316.72,190432.80,28799.30,33093002.51,135161934.41,78295461.57,180472.51,0.00,0.00,2533.42,3.37
33753525.15,33651253.46,6442367.57,188746.20,28428.63,33197081.63,135834997.84,78305502.67,184602.59,0.00,0.00,2509.97,3.37
33600019.38,33526081.91,6432620.70,187244.80,28098.67,33289732.23,136434154.86,78314441.19,188279.17,0.00,0.00,2489.09,3.37
33393120.29,33357372.43,6419483.62,185221.16,27653.94,33414609.14,137241714.33,78326488.77,193234.56,0.00,0.00,2460.95,3.38
33266458.21,33254370.78,6415186.11,184866.75,27185.20,33505787.62,137761436.39,78302893.02,196457.54,0.00,0.00,2429.53,3.38
33243496.39,33238853.47,6456450.04,194731.81,24894.49,33687683.38,138140139.78,77950911.76,199167.45,0.00,0.00,2264.43,3.38
33221616.29,33224067.17,6495770.05,204132.14,22711.69,33861010.13,138501002.65,77615512.15,201749.68,0.00,0.00,2107.11,3.38
33192753.17,33204561.83,6547638.99,216532.56,19832.26,34089653.92,138977034.53,77173070.11,205156.04,0.00,0.00,1899.58,3.38
33190155.41,33204175.56,6580903.53,224821.36,18153.58,34238154.89,139306697.69,76881918.90,207352.73,0.00,0.00,1844.45,3.38
33424547.24,33382485.05,6575501.97,228418.17,20895.67,34241497.75,139611559.13,76820321.91,207174.33,0.00,0.00,2999.68,3.38
33642819.66,33548531.97,6570471.88,231767.63,23449.18,34244610.72,139895454.87,76762961.02,207008.19,0.00,0.00,4075.46,3.38
33932267.86,33768724.63,6563801.55,236209.30,26835.36,34248738.78,140271925.31,76686895.49,206787.89,0.00,0.00,5502.05,3.37
34133030.47,33917075.32,6557718.16,238906.87,29170.78,34242996.30,140499065.65,76647495.69,206478.65,0.00,0.00,6474.59,3.37
34049574.64,33719938.86,6515148.02,225922.66,27789.59,33978973.12,139352675.20,77077451.09,201764.45,0.00,0.00,5545.82,3.37
33970606.20,33533402.34,6474866.86,213636.60,26482.66,33729146.35,138267925.65,77484287.99,197303.73,0.00,0.00,4667.00,3.37
33860050.37,33272251.20,6418473.24,196436.12,24652.97,33379388.88,136749276.27,78053859.64,191058.73,0.00,0.00,3436.64,3.38
33780758.22,33084389.69,6377892.33,183997.30,23325.51,33128193.07,135657796.39,78469385.92,186568.54,0.00,0.00,2545.31,3.38
34007532.83,33466456.33,6456659.88,191206.21,22915.92,33751056.96,138146818.38,79225991.40,196310.14,0.00,0.00,2630.24,3.38
34223865.44,33830930.42,6531800.52,198083.18,22525.19,34345240.62,140521231.51,79947758.42,205603.19,0.00,0.00,2711.27,3.38
34517116.30,34324995.31,6633657.84,207405.29,21995.54,35150689.58,143739880.42,80926153.71,218200.43,0.00,0.00,2821.10,3.40
34738256.30,34697568.83,6710468.28,214435.08,21596.13,35758077.33,146167058.29,81663959.99,227699.99,0.00,0.00,2903.92,3.40
34693901.37,34755391.53,6728530.35,216733.67,21036.20,35768687.09,146155081.36,81494842.47,228786.60,0.00,0.00,2843.57,3.40
34278864.68,34562474.10,6712216.97,217706.47,19340.94,35134628.62,143413620.27,80029399.00,222386.75,0.00,0.00,2521.04,3.40
33859250.35,34367428.90,6695723.66,218690.00,17626.98,34493576.81,140641922.33,78547792.48,215916.32,0.00,0.00,2194.96,3.37
33552865.29,34225014.95,6683680.93,219408.13,16375.52,34025507.24,138618142.89,77465984.54,211191.88,0.00,0.00,1956.86,3.37
33488813.88,34147319.81,6669202.61,217355.60,16683.62,33806782.29,137762148.98,77223471.26,208343.47,0.00,0.00,1923.10,3.37
33638192.43,34025514.89,6627343.94,208215.59,19567.29,33552639.98,137021279.60,77685640.17,203221.46,0.00,0.00,2103.06,3.37
33786642.11,33904467.37,6585745.56,199132.42,22433.03,33300077.98,136285017.09,78144935.23,198131.29,0.00,0.00,2281.91,3.38
33898587.77,33813185.63,6554376.29,192282.82,24594.08,33109621.39,135729802.73,78491288.89,194292.81,0.00,0.00,2416.77,3.38
33974364.71,33749836.86,6504378.54,186385.44,29747.21,32974521.29,135446383.86,78741012.58,191400.73,0.00,0.00,3031.38,3.38
34107897.71,33633996.80,6338659.63,172591.05,48785.60,32719778.38,135196300.26,79222286.36,185511.65,0.00,0.00,5526.49,3.38
34244556.65,33515444.99,6169061.32,158473.74,68269.67,32459072.08,134940362.34,79714826.50,179484.71,0.00,0.00,8080.00,3.39
34345948.76,33427487.20,6043230.32,147999.61,82725.60,32265644.82,134750472.91,80080259.51,175013.11,0.00,0.00,9974.55,3.39
34234056.76,33352590.02,6002793.90,144938.84,84244.81,32206459.59,134536487.13,79809036.99,171750.43,0.00,0.00,10249.60,3.39
33510155.77,33188109.49,6074913.84,152348.31,61552.48,32331025.56,133940413.76,77808532.16,165899.83,0.00,0.00,7625.62,3.39
32758508.78,33017324.68,6149798.03,160041.77,37990.40,32460365.94,133321493.82,75731351.12,159824.99,0.00,0.00,4901.07,3.36
32179370.94,32885736.38,6207495.68,165969.51,19836.01,32560021.64,132844621.09,74130900.15,155144.37,0.00,0.00,2801.82,3.36
31567997.79,32405790.26,6251882.95,170174.79,12061.21,31930427.65,133243505.04,72985927.90,152980.15,0.00,0.00,1805.79,3.36
29929816.91,30306096.90,6331399.56,176546.05,18404.18,28490270.97,136465117.96,71217232.12,153806.57,0.00,0.00,2047.89,3.36
28157727.95,28034770.54,6417416.01,183438.09,25265.63,24768909.25,139950071.74,69303959.73,154700.55,0.00,0.00,2309.78,3.36
26842952.27,26349592.93,6481234.67,188551.55,30356.39,22007898.93,142535682.62,67884435.05,155363.82,0.00,0.00,2504.09,3.36
24956201.32,24289183.87,6449187.84,186412.26,33360.40,19561769.61,143316798.99,65884279.04,153855.22,0.00,0.00,2760.13,3.36
18549871.98,18083845.37,6067253.58,158211.17,34057.61,14605310.08,139497538.47,59174440.42,143297.35,0.00,0.00,3579.11,3.36
11570294.87,11323244.05,5651143.29,127486.62,34817.21,9205339.26,135336524.91,51864195.58,131794.75,0.00,0.00,4471.38,3.34
6307007.22,6225085.68,5337355.20,104317.28,35390.03,5133230.11,132198711.40,46351551.93,123120.65,0.00,0.00,5144.23,3.34
2886006.81,2905004.93,5140035.88,90846.51,34778.95,2528697.81,130272640.67,42675532.37,117330.17,0.00,0.00,5397.94,3.34
2802305.86,2780345.66,5180157.88,101280.16,28101.69,2751095.65,130993965.27,41955907.86,116155.02,0.00,0.00,4160.03,3.34
2708130.80,2640086.87,5225300.63,113019.45,20588.85,3001323.73,131805554.40,41146231.56,114832.83,0.00,0.00,2767.21,3.28
2638258.98,2536023.89,5258793.64,121729.24,15014.81,3186976.83,132407701.17,40545503.98,113851.84,0.00,0.00,1733.83,3.28
2621080.08,2492777.72,5277103.03,127185.62,11512.93,3290223.82,132743002.76,40162636.41,112500.62,0.00,0.00,1079.59,3.28
2848741.34,2701368.56,5242403.01,123296.85,13928.22,3110862.90,132164444.70,40382587.31,107496.32,0.00,0.00,1490.27,3.28
3109775.16,2940536.46,5202616.37,118838.03,16697.57,2905209.70,131501076.57,40634780.53,101758.44,0.00,0.00,1961.16,3.29
3306620.34,3120892.57,5172613.32,115475.65,18785.93,2750126.96,131000831.74,40824959.02,97431.51,0.00,0.00,2316.25,3.29
3444588.60,3232676.53,5144552.39,112346.11,20225.07,2624958.60,130602504.63,40982859.20,94204.92,0.00,0.00,2573.19,3.29
3327051.65,2995019.90,5099987.70,107486.93,18759.61,2571208.44,130477317.77,41087919.55,95066.08,0.00,0.00,2432.74,3.29
3188729.43,2715336.03,5047542.17,101768.44,17035.00,2507953.10,130329992.84,41211558.80,96079.53,0.00,0.00,2267.44,3.28
3084420.87,2504426.88,5007993.09,97456.13,15734.48,2460252.34,130218895.36,41304794.96,96843.77,0.00,0.00,2142.79,3.28
2986451.68,2332732.27,4976276.77,94611.87,14563.38,2443234.28,130189851.94,41350021.27,97878.79,0.00,0.00,2040.32,3.28
2838187.85,2360412.69,4987414.13,103443.02,13339.89,2720107.07,130966109.97,40957249.34,102900.43,0.00,0.00,2044.27,3.28
2651498.97,2395266.94,5001437.93,114562.92,11799.31,3068736.07,131943548.23,40462684.01,109223.52,0.00,0.00,2049.25,3.28
2515186.46,2420716.08,5011677.53,122682.22,10674.44,3323290.58,132657233.30,40101572.81,113840.37,0.00,0.00,2052.88,3.28
2415507.54,2457291.70,5023206.18,129351.50,9849.78,3533505.61,133244356.50,39794059.26,117364.75,0.00,0.00,2049.06,3.28
2680539.18,2680904.06,5064721.96,124692.48,12004.90,3404476.45,132848417.42,39835697.77,110642.24,0.00,0.00,1943.58,3.28
3014255.66,2962467.16,5116996.84,118826.05,14718.53,3242008.47,132349867.90,39888127.20,102177.55,0.00,0.00,1810.76,3.29
3261851.77,3171368.81,5155781.43,114473.53,16731.87,3121467.71,131979976.31,39927026.46,95897.29,0.00,0.00,1712.21,3.29
3484827.95,3357311.81,5189351.15,110292.05,18564.43,3005678.53,131628317.42,39978704.55,90185.28,0.00,0.00,1626.99,3.29
3393919.37,3226703.31,5141620.52,105436.09,18303.93,2871561.72,131306810.98,40374869.28,91104.37,0.00,0.00,1749.91,3.29
3278256.02,3060529.60,5080892.66,99257.82,17972.49,2700924.40,130897757.09,40878911.20,92273.73,0.00,0.00,1906.31,3.28
3191034.48,2935218.28,5035097.87,94598.80,17722.55,2572247.07,130589290.22,41259008.39,93155.55,0.00,0.00,2024.24,3.28
3103822.74,2810029.32,4989380.56,89955.28,17471.34,2444100.54,130282612.09,41638373.20,94045.03,0.00,0.00,2142.44,3.28
2941916.31,2717382.40,4997856.35,100659.12,15325.08,2872643.74,131977314.03,41452495.98,105713.18,0.00,0.00,2716.95,3.28
2723863.43,2592607.06,5009271.40,115074.86,12434.52,3449798.58,134259710.41,41202159.65,121427.66,0.00,0.00,3490.68,3.28
2562082.25,2500031.81,5017740.63,125770.42,10289.92,3878010.25,135953101.26,41016426.24,133086.78,0.00,0.00,4064.74,3.28
2400301.08,2407456.56,5026209.87,136465.97,8145.31,4306221.91,137646492.12,40830692.83,144745.91,0.00,0.00,4638.79,3.28
2510827.80,2520230.45,5046179.77,134947.56,8397.44,4190097.24,137121914.08,40732315.49,141194.35,0.00,0.00,4339.31,3.28
2964310.91,2967512.99,5120095.69,126915.36,9809.59,3658716.38,134772733.59,40398817.93,125248.30,0.00,0.00,3081.67,3.29
3212028.55,3211843.53,5160472.66,122527.72,10580.98,3368446.66,133489480.81,40216643.05,116537.69,0.00,0.00,2394.67,3.29
3459746.20,3456174.08,5200849.64,118140.08,11352.38,3078176.94,132206228.04,40034468.17,107827.08,0.00,0.00,1707.68,3.29
3459083.52,3444297.16,7096042.52,117427.45,18329.18,3040818.69,132800430.30,54320581.22,111805.89,0.00,0.00,10706.62,3.29
3359120.91,3298924.84,14978990.76,116178.98,47104.44,2999014.35,135780477.76,113933776.18,131806.72,0.00,0.00,48482.02,3.30
3306166.46,3221914.94,19154924.24,115517.61,62347.92,2976868.81,137359135.84,145513424.88,142402.01,0.00,0.00,68493.25,3.30
3252060.83,3143230.90,23421638.87,114841.86,77922.78,2954241.84,138972112.58,177779587.68,153227.64,0.00,0.00,88939.52,3.30
6685215.68,6563918.93,21460709.56,113624.35,78542.99,6106610.90,138527289.55,169707135.07,153829.24,0.00,0.00,89033.72,3.30
18881085.84,18719388.48,13830298.49,109408.30,78301.57,17300779.54,136695191.21,135989281.04,154266.72,0.00,0.00,86160.87,3.47
26077066.66,25891531.56,9328094.80,106920.68,78159.12,23905722.18,135614190.49,116094593.10,154524.85,0.00,0.00,84465.79,3.47
33273047.48,33063674.63,4825891.10,104433.06,78016.67,30510664.82,134533189.76,96199905.16,154782.98,0.00,0.00,82770.71,3.47
34712584.66,34603997.42,3782475.38,106788.75,72867.49,32137620.84,134236605.74,90545853.45,151458.17,0.00,0.00,75445.47,3.47
33527639.49,33901156.67,3877107.89,120124.44,49693.36,32434668.08,134050690.83,86237579.89,136119.79,0.00,0.00,44076.17,3.37
32842552.72,33494802.92,3931820.54,127834.59,36295.03,32606408.63,133943202.44,83746712.52,127251.77,0.00,0.00,25939.73,3.37
32157465.94,33088449.18,3986533.18,135544.74,22896.69,32778149.18,133835714.05,81255845.15,118383.75,0.00,0.00,7803.28,3.37
32035872.04,32955179.91,3989513.64,134382.06,19658.88,32761459.86,133554121.06,80687412.61,114076.46,0.00,0.00,2471.39,3.37
32430412.25,32893698.84,3925479.67,117709.83,23219.91,32434595.16,132347386.80,81511363.01,105974.36,0.00,0.00,2705.22,3.38
32657516.49,32858309.26,3888620.60,108112.99,25269.71,32246446.13,131652769.47,81985643.27,101310.66,0.00,0.00,2839.82,3.38
32889667.50,32822133.25,3850942.44,98302.90,27365.06,32054116.01,130942716.20,82470463.08,96543.31,0.00,0.00,2977.41,3.38
32901793.92,32743519.02,3824610.82,94875.53,27374.91,31981270.85,130749785.42,82611714.79,96578.72,0.00,0.00,2971.93,3.38
32467496.28,32376265.80,3756987.74,96703.88,22890.47,31985085.04,131194702.48,82361893.36,107109.62,0.00,0.00,2642.74,3.36
32210410.50,32158867.48,3716957.74,97786.18,20235.87,31987342.88,131458074.51,82214009.67,113343.47,0.00,0.00,2447.88,3.36
31953324.73,31941469.15,3676927.74,98868.48,17581.26,31989600.72,131721446.53,82066125.98,119577.31,0.00,0.00,2253.01,3.36
31922110.96,31909447.09,3692706.79,102413.78,18594.18,32040030.20,131897215.48,82038547.00,121870.42,0.00,0.00,2295.67,3.36
32357456.45,32245767.85,3877202.19,119885.65,30639.75,32319821.31,132264328.40,82234550.95,120001.07,0.00,0.00,3000.67,3.37
32623334.61,32451168.73,3989878.91,130556.23,37996.32,32490697.88,132488534.95,82354256.27,118859.41,0.00,0.00,3431.24,3.37
32889212.78,32656569.62,4102555.63,141226.81,45352.90,32661574.46,132712741.50,82473961.60,117717.75,0.00,0.00,3861.80,3.37
32997893.21,32746087.80,4130254.22,143363.03,47402.62,32683669.10,132607575.79,82522762.98,115410.46,0.00,0.00,3993.87,3.37
32888124.55,32694003.29,3975677.13,125858.87,38730.63,32332058.75,131356615.65,82472580.66,105048.28,0.00,0.00,3557.55,3.38
32819411.97,32661399.63,3878915.51,114901.67,33302.17,32111958.97,130573544.14,82441167.72,98561.80,0.00,0.00,3284.43,3.38
32750699.38,32628795.96,3782153.90,103944.48,27873.70,31891859.19,129790472.62,82409754.77,92075.32,0.00,0.00,3011.30,3.38
32666049.47,32569506.59,3726485.54,97902.82,24453.56,31783787.53,129406238.21,82381469.04,90213.60,0.00,0.00,2808.16,3.38
32339975.14,32283761.17,3702625.38,96997.16,21079.56,31856643.36,129667248.27,82303745.67,101426.82,0.00,0.00,2425.55,3.37
32133358.88,32102699.22,3687506.45,96423.29,18941.63,31902808.30,129832636.72,82254496.43,108532.05,0.00,0.00,2183.11,3.37
31926742.61,31921637.26,3672387.52,95849.43,16803.71,31948973.23,129998025.17,82205247.18,115637.29,0.00,0.00,1940.67,3.37
31815279.65,31826146.02,3668842.81,97132.60,15293.31,32026104.48,130238342.62,82116681.38,119662.77,0.00,0.00,1771.75,3.37
31906148.42,31922573.19,3710926.83,109623.78,13489.97,32407113.72,131326630.58,81661950.39,118016.59,0.00,0.00,1585.40,3.36
31964793.33,31984805.36,3738087.02,117685.34,12326.13,32653009.51,132028990.00,81368476.05,116954.18,0.00,0.00,1465.14,3.36
32023438.23,32047037.54,3765247.21,125746.89,11162.29,32898905.29,132731349.42,81075001.70,115891.77,0.00,0.00,1344.87,3.36
32101111.39,32118346.16,3785644.11,130141.66,10877.92,33041351.83,133134492.88,80892030.35,114118.97,0.00,0.00,1310.84,3.36
32447449.66,32387688.67,3808468.47,122259.97,15108.03,32875103.28,132626679.51,80975951.86,104614.86,0.00,0.00,1706.87,3.37
32675317.98,32564898.73,3823485.44,117074.32,17891.17,32765722.42,132292570.94,81031166.83,98361.76,0.00,0.00,1967.44,3.37
