L1-dcache-loads,L1-dcache-stores,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,r110,r13C,r1A2,r1C2,power
62730622.45,63614100.44,11868584.55,265824.46,23453.85,63406036.92,260070689.06,144462252.05,239648.39,0.00,0.00,2771.02,3.86
62803510.89,63767172.79,11900428.69,270829.87,24071.48,63490054.41,260044308.39,144344690.88,238293.37,0.00,0.00,2960.49,3.86
62956759.41,63605990.38,11865952.02,258182.55,24402.38,63202472.65,258821942.91,144881937.79,234966.98,0.00,0.00,2815.06,3.86
63132720.65,63420919.40,11826365.63,243660.80,24782.32,62872268.86,257418412.64,145498809.18,231147.59,0.00,0.00,2648.08,3.85
63261200.28,63285788.20,11797461.28,233057.61,25059.73,62631167.68,256393612.77,145949223.21,228358.82,0.00,0.00,2526.15,3.85
63301831.69,63171535.31,11773507.15,226468.49,25037.12,62485824.28,255897098.72,146210318.66,227630.68,0.00,0.00,2422.73,3.85
63051167.09,62982649.75,11736169.70,226680.40,23797.67,62519013.60,256805487.16,146082330.84,234044.69,0.00,0.00,2250.16,3.85
62771297.39,62771756.99,11694482.04,226917.00,22413.82,62556069.84,257819712.56,145939431.07,241206.01,0.00,0.00,2057.49,3.85
62560248.11,62612723.11,11663045.45,227095.42,21370.26,62584013.88,258584538.27,145831670.58,246606.35,0.00,0.00,1912.19,3.85
62423220.52,62544660.37,11651903.04,228207.84,20575.76,62631160.50,259075414.37,145715295.54,249907.38,0.00,0.00,1819.00,3.85
62463394.35,62827244.64,11724335.72,235318.72,19935.98,62833778.32,258888955.44,145403079.51,247407.98,0.00,0.00,1854.84,3.85
62509989.12,63154994.03,11808345.23,243566.12,19193.94,63068780.31,258672695.00,145040962.36,244509.10,0.00,0.00,1896.40,3.85
62545310.97,63403449.20,11872029.86,249818.18,18631.43,63246926.98,258508755.63,144766454.20,242311.57,0.00,0.00,1927.91,3.85
62597258.19,63555874.37,11909604.98,252831.58,18479.74,63332165.32,258291232.22,144637874.26,240280.40,0.00,0.00,1968.97,3.85
62804598.34,63454522.06,11872677.89,244259.59,20125.68,63083331.85,257501596.28,145041553.18,236174.66,0.00,0.00,2115.24,3.85
63042007.63,63338471.31,11830395.52,234444.46,22010.33,62798411.76,256597444.77,145503774.93,231473.49,0.00,0.00,2282.71,3.85
63224929.53,63249055.16,11797817.30,226881.98,23462.44,62578883.16,255900803.45,145859913.00,227851.27,0.00,0.00,2411.75,3.85
63344063.35,63164150.29,11769773.55,221640.09,25117.04,62431932.96,255442574.92,146146528.01,226099.97,0.00,0.00,2606.74,3.85
63273627.57,62985033.49,11727660.50,222017.14,30233.94,62484635.46,255674644.45,146447131.12,232361.33,0.00,0.00,3445.38,3.85
63191888.72,62777173.23,11678789.43,222454.69,36171.97,62545795.31,255943954.96,146795973.01,239627.46,0.00,0.00,4418.59,3.86
63130249.60,62620426.14,11641935.83,222784.65,40649.82,62591915.85,256147041.57,147059034.11,245106.84,0.00,0.00,5152.50,3.86
63069412.93,62503142.25,11622426.23,224147.46,43268.71,62648322.02,256370427.64,147183480.78,249272.20,0.00,0.00,5579.26,3.86
62949500.45,62530386.32,11700425.62,233995.51,35996.34,62834674.20,256969167.17,146495234.93,248901.16,0.00,0.00,4365.53,3.86
62808400.27,62562444.22,11792206.95,245583.65,27438.98,63053953.50,257673699.77,145685380.86,248464.55,0.00,0.00,2937.34,3.85
62701996.86,62586619.03,11861419.10,254322.25,20985.90,63219311.67,258204986.65,145074671.24,248135.31,0.00,0.00,1860.34,3.85
62633884.41,62621310.56,11913373.91,261048.45,16071.08,63330123.59,258550353.72,144622188.91,247511.76,0.00,0.00,1022.67,3.85
62820506.74,62790057.26,11876036.23,258163.60,18774.97,63094605.32,257676453.16,145017058.64,243553.44,0.00,0.00,1282.81,3.85
63049149.15,62996799.16,11830291.55,254629.19,22087.67,62806057.51,256605784.22,145500837.66,238703.87,0.00,0.00,1601.52,3.85
63222474.85,63153522.85,11795614.13,251949.88,24598.91,62587319.65,255794148.09,145867573.37,235027.58,0.00,0.00,1843.12,3.85
63342433.31,63262293.00,11765839.31,249430.26,26491.16,62418533.56,255174539.16,146152499.46,232565.72,0.00,0.00,2033.82,3.85
63122490.98,63067327.63,11735060.71,244214.70,25301.79,62470794.88,255454952.02,146089994.71,238299.07,0.00,0.00,2031.55,3.85
62846121.77,62822343.29,11696385.77,237661.08,23807.29,62536464.00,255807305.66,146011454.17,245503.32,0.00,0.00,2028.69,3.85
62651799.67,62650088.68,11669192.45,233053.06,22756.47,62582637.60,256055054.31,145956230.36,250568.81,0.00,0.00,2026.68,3.85
62491583.61,62507355.25,11652299.68,229864.65,21787.24,62637687.40,256309193.74,145880068.49,254566.11,0.00,0.00,2007.40,3.85
62511410.70,62516524.03,11720366.30,237549.88,20679.76,62833540.73,256873006.77,145523906.52,251933.41,0.00,0.00,1799.53,3.85
62535082.63,62527470.81,11801632.30,246725.43,19357.52,63067373.67,257546153.68,145098678.09,248790.18,0.00,0.00,1551.35,3.85
62553231.12,62535863.33,11863936.24,253760.01,18343.80,63246645.59,258062232.97,144772669.63,246380.37,0.00,0.00,1361.08,3.85
62581817.92,62554453.35,11917087.24,259842.78,17548.57,63390688.62,258469477.63,144507866.24,243999.96,0.00,0.00,1197.38,3.85
62781460.15,62732824.16,11881632.76,257147.39,19240.07,63146191.45,257646751.61,144906676.29,240169.84,0.00,0.00,1283.64,3.85
63029680.17,62954596.90,11837551.36,253796.15,21343.15,62842202.20,256623836.45,145402526.47,235407.76,0.00,0.00,1390.88,3.85
63216862.47,63121835.36,11804309.64,251268.99,22929.08,62612964.41,255852457.80,145776446.28,231816.69,0.00,0.00,1471.76,3.85
63133817.29,63021979.42,11764031.92,248437.43,24918.15,62185561.42,255169335.92,145907247.70,228772.68,0.00,0.00,2363.75,3.85
56660591.70,56586801.56,11516130.91,235445.03,38458.47,56675515.93,255804789.10,140511291.93,235189.96,0.00,0.00,23131.95,3.85
48414528.32,48389206.14,11200336.65,218894.37,55707.12,49656421.07,256614275.37,133637532.83,243364.75,0.00,0.00,49587.99,3.84
42196185.44,42207412.88,10962196.72,206413.55,68714.29,44363333.15,257224707.64,128454042.37,249529.35,0.00,0.00,69538.44,3.84
36049776.72,36098414.64,10728691.01,194369.47,81134.44,39112217.32,257845452.77,123268871.41,255301.49,0.00,0.00,88628.22,3.84
28489482.05,28672780.43,10571253.23,199743.89,66264.60,31323257.84,259808777.09,112634149.48,240224.95,0.00,0.00,68612.19,3.84
18282484.47,18647585.17,10358699.73,206999.80,46189.14,20807544.63,262459420.68,98276431.19,219870.41,0.00,0.00,41588.96,3.70
10829756.08,11327601.32,10203501.94,212297.76,31530.86,13129404.83,264394811.24,87793017.85,205008.37,0.00,0.00,21857.71,3.70
3498110.33,4125085.43,10050487.79,217427.17,17120.55,5571276.22,266283812.71,77477562.34,190307.32,0.00,0.00,2440.54,3.70
3737930.26,4176827.22,10012893.42,206858.54,18828.25,5221595.68,264337436.35,77516938.51,180640.53,0.00,0.00,2256.68,3.70
4058601.82,4246012.96,9962624.69,192726.86,21111.68,4754025.71,261734868.99,77569589.76,167714.72,0.00,0.00,2010.83,3.66
4296519.42,4297344.31,9925328.53,182242.07,22805.84,4407118.95,259803931.91,77608653.58,158124.61,0.00,0.00,1828.42,3.66
4534437.03,4348675.67,9888032.38,171757.28,24500.00,4060212.19,257872994.84,77647717.41,148534.49,0.00,0.00,1646.01,3.66
5382416.50,5139623.50,10054022.38,197569.71,44070.69,4641726.34,261026717.93,78738700.81,154040.81,0.00,0.00,1896.15,3.66
8502642.27,8060417.44,10669923.17,293632.16,116314.95,6812628.20,272803188.07,82769398.28,174982.15,0.00,0.00,2831.99,3.75
10219104.58,9667170.62,11008735.35,346476.92,156057.12,8006859.48,279281522.82,84986718.68,186502.16,0.00,0.00,3346.80,3.75
12047510.08,11378712.06,11369643.98,402768.08,198391.18,9278975.41,286182357.67,87348646.94,198773.47,0.00,0.00,3895.19,3.75
11076005.77,10492299.21,11185608.30,376071.47,177890.72,8765652.64,283224363.53,86241983.17,194265.48,0.00,0.00,3711.98,3.75
7539346.20,7264888.97,10515471.86,278813.02,103216.12,6893298.13,272440158.08,82209954.10,177809.36,0.00,0.00,3042.59,3.69
5577357.00,5474458.23,10143708.50,224858.14,61789.82,5854595.02,266457536.86,79973154.84,168680.21,0.00,0.00,2671.25,3.69
3572715.86,3645105.08,9763863.33,169730.33,19462.94,4793311.40,260344858.65,77687729.52,159352.59,0.00,0.00,2291.83,3.69
3590437.65,3654507.68,9763594.48,166502.69,17852.78,4684984.66,259830826.63,77567030.26,157117.76,0.00,0.00,2301.27,3.69
4098367.47,4092178.73,9845991.99,166287.71,21001.62,4504500.80,259210860.79,77608164.19,150634.22,0.00,0.00,2420.66,3.66
4381069.27,4335776.15,9891852.51,166168.05,22754.19,4404047.73,258865802.37,77631058.37,147025.64,0.00,0.00,2487.11,3.66
4669916.77,4584669.16,9938710.00,166045.80,24544.87,4301410.90,258513242.68,77654450.25,143338.60,0.00,0.00,2555.00,3.66
4638504.03,4484646.64,9916247.47,162873.19,24509.14,4208942.07,258198948.28,77823514.63,142225.72,0.00,0.00,2560.90,3.66
4415646.25,4006981.29,9812100.71,150494.01,23750.13,3882393.91,257090317.31,78477350.03,139143.33,0.00,0.00,2560.49,3.66
4290513.56,3738776.40,9753623.23,143543.20,23323.96,3699039.99,256467830.80,78844472.85,137412.59,0.00,0.00,2560.26,3.66
4165380.88,3470571.51,9695145.74,136592.40,22897.79,3515686.08,255845344.29,79211595.66,135681.86,0.00,0.00,2560.03,3.66
4094172.90,3447839.18,9718646.16,137611.59,22009.28,3629448.92,256982014.93,79422376.17,139857.87,0.00,0.00,2573.41,3.66
3875749.23,3511377.50,9848984.40,145841.73,18621.11,4202175.14,261998287.09,80070839.30,157962.38,0.00,0.00,2628.33,3.68
3751275.06,3547586.40,9923260.90,150531.88,16690.28,4528557.44,264856934.64,80440382.15,168279.69,0.00,0.00,2659.62,3.68
3624094.93,3584582.44,9999152.10,155323.99,14717.47,4862035.00,267777726.70,80817958.54,178821.29,0.00,0.00,2691.59,3.68
3738130.96,3715334.15,10013975.37,157967.19,16172.18,4900660.11,267784609.68,80797100.47,180299.84,0.00,0.00,2919.55,3.68
4473365.51,4297213.86,9977535.08,163953.58,26051.78,4611842.52,263646134.20,80156538.77,172420.36,0.00,0.00,3980.49,3.66
4906490.82,4639998.12,9956068.18,167480.15,31871.83,4441700.61,261208165.98,79779185.06,167778.57,0.00,0.00,4605.49,3.66
5349031.90,4990234.20,9934134.60,171083.39,37818.41,4267859.97,258717198.45,79393628.01,163035.87,0.00,0.00,5244.07,3.66
5379021.50,5020337.11,9905336.85,169102.58,38694.51,4160396.82,257776003.23,79253350.74,160016.70,0.00,0.00,5158.80,3.66
4877426.85,4654165.76,9798107.35,154257.53,34242.64,3894672.16,256863749.79,79138280.83,152344.66,0.00,0.00,3813.31,3.67
4577383.82,4435130.01,9733965.00,145377.53,31579.62,3735721.43,256318059.57,79069448.50,147755.41,0.00,0.00,3008.47,3.67
4277340.78,4216094.26,9669822.64,136497.54,28916.61,3576770.71,255772369.36,79000616.18,143166.17,0.00,0.00,2203.63,3.67
4783695.67,4829893.28,14074515.65,141274.14,28085.64,4562772.67,257559214.95,94740227.59,148095.37,0.00,0.00,1973.15,3.67
7950099.85,8399078.55,36883015.55,182396.43,28758.61,9937465.47,267778525.60,175945204.44,182022.70,0.00,0.00,2282.97,3.79
9874336.04,10568086.38,50743830.00,207386.60,29167.57,13203687.28,273988840.59,225293785.96,202640.47,0.00,0.00,2471.24,3.79
11840403.44,12784246.54,64905966.50,232920.03,29585.43,16540913.90,280334162.42,275715162.72,223706.46,0.00,0.00,2663.62,3.79
16078851.13,17137821.84,66098016.54,242397.11,29289.76,21270333.44,282499454.33,285911476.91,230000.59,0.00,0.00,5453.21,3.79
35056669.99,36216168.97,42723812.12,240237.04,26794.98,40034206.72,280926759.35,235168983.10,219899.00,0.00,0.00,20267.88,3.95
46556363.36,47776777.91,28560109.44,238928.14,25283.26,51404258.83,279973777.87,204421344.26,213777.90,0.00,0.00,29244.89,3.95
58056056.74,59337386.84,14396406.77,237619.24,23771.53,62774310.94,279020796.38,173673705.43,207656.80,0.00,0.00,38221.90,3.95
63150214.29,64362220.11,8095062.74,230741.30,23478.42,67445640.14,277104016.61,160222790.57,201142.16,0.00,0.00,39588.22,3.95
63325108.79,64002469.75,7729070.87,195697.67,25549.45,65586582.71,268777935.61,160699063.95,179900.10,0.00,0.00,25208.74,3.86
63433279.82,63779966.63,7502707.43,174023.43,26830.37,64436768.55,263628312.07,160993635.74,166762.03,0.00,0.00,16315.14,3.86
63541450.86,63557463.52,7276343.99,152349.19,28111.28,63286954.38,258478688.52,161288207.53,153623.96,0.00,0.00,7421.53,3.86
63549541.58,63424070.61,7162534.91,142872.76,28494.30,62762910.42,256388465.82,161391318.65,149023.37,0.00,0.00,3144.27,3.86
63288991.31,63254967.41,7122738.11,147642.02,27143.37,62887163.00,258495679.41,161171410.52,158820.67,0.00,0.00,2753.36,3.86
63125046.68,63148563.52,7097696.98,150642.95,26293.33,62965345.78,259821590.03,161033038.91,164985.38,0.00,0.00,2507.40,3.86
62957538.03,63039846.50,7072111.48,153709.12,25424.82,63045228.19,261176324.79,160891659.23,171284.10,0.00,0.00,2256.08,3.86
62881392.14,63042281.48,7069738.39,155104.20,24795.39,63111899.16,261611647.45,160767647.61,172821.90,0.00,0.00,2172.39,3.86
62923632.58,63403641.88,7135808.15,154339.12,23503.50,63287259.51,260107546.80,160418555.81,162697.71,0.00,0.00,2432.52,3.86
62950105.79,63630116.14,7177215.84,153859.62,22693.84,63397162.54,259164886.53,160199770.61,156352.60,0.00,0.00,2595.55,3.86
62977154.51,63861513.76,7219523.70,153369.70,21866.57,63509454.78,258201733.65,159976229.21,149869.56,0.00,0.00,2762.12,3.86
63036141.00,63957964.50,7237340.75,152730.44,21842.33,63525549.91,257601502.36,159969897.50,146609.63,0.00,0.00,2829.31,3.86
63310933.06,63836392.93,7216217.72,150352.59,24218.77,63280534.61,256903518.36,160613377.74,146637.71,0.00,0.00,2728.25,3.85
63489807.61,63757256.51,7202467.79,148804.74,25765.71,63121043.09,256449169.06,161032248.08,146655.98,0.00,0.00,2662.46,3.85
63672570.75,63676399.73,7188418.94,147223.25,27346.27,62958084.37,255984942.61,161460224.30,146674.65,0.00,0.00,2595.24,3.85
63725703.37,63603461.10,7182930.49,147920.28,27955.01,62914471.39,256202540.08,161669179.09,149222.42,0.00,0.00,2539.22,3.85
63378557.75,63400503.03,7199487.24,159267.94,26029.25,63251135.22,259627198.38,161465990.18,167524.10,0.00,0.00,2403.79,3.87
63156707.18,63270798.49,7210068.17,166519.89,24798.55,63466287.18,261815796.93,161336138.11,179220.17,0.00,0.00,2317.23,3.87
62934856.62,63141093.96,7220649.10,173771.84,23567.85,63681439.14,264004395.48,161206286.04,190916.24,0.00,0.00,2230.68,3.87
62810605.15,63072447.36,7231470.56,178274.43,22599.85,63806219.74,265014621.80,161084979.91,196316.50,0.00,0.00,2163.83,3.87
62872906.26,63139178.35,7265619.98,179581.89,20831.94,63778260.10,262765635.13,160753074.39,184309.20,0.00,0.00,2048.80,3.86
62913691.63,63182863.75,7287975.86,180437.81,19674.58,63759956.35,261293337.66,160535792.69,176448.63,0.00,0.00,1973.50,3.86
62955363.64,63227498.82,7310817.75,181312.35,18492.06,63741254.69,259789033.72,160313787.47,168417.18,0.00,0.00,1896.56,3.86
63011372.82,63271027.15,7318510.85,181147.07,18142.59,63691248.34,258713294.61,160238856.12,162894.48,0.00,0.00,1885.60,3.86
63259405.23,63401691.64,7265798.19,175358.26,21271.74,63375991.40,257518084.27,160749865.74,158322.70,0.00,0.00,2185.72,3.86
63423636.98,63488209.60,7230895.12,171525.26,23343.68,63167247.71,256726689.76,161088224.77,155295.54,0.00,0.00,2384.43,3.86
63587868.73,63574727.56,7195992.05,167692.27,25415.61,62958504.02,255935295.24,161426583.80,152268.39,0.00,0.00,2583.15,3.86
63681895.68,63621143.16,7197530.68,164356.35,26617.52,62842871.17,255409537.75,161438007.57,151045.41,0.00,0.00,2678.13,3.86
63508219.37,63499964.60,7439326.07,157543.41,24575.63,63100541.07,255554686.81,159344737.08,159103.23,0.00,0.00,2289.09,3.86
63392898.12,63419501.91,7599878.47,153019.62,23219.81,63271634.15,255651065.94,157954803.25,164453.63,0.00,0.00,2030.76,3.86
63275069.88,63337290.03,7763921.13,148397.47,21834.52,63446446.64,255749540.27,156534653.47,169920.34,0.00,0.00,1766.82,3.86
63214016.84,63298224.60,7893723.31,146425.98,20862.64,63595747.82,255893794.17,155396017.41,173208.95,0.00,0.00,1596.44,3.86
63397229.69,63460532.59,8075857.55,157745.51,20537.07,63896959.33,256650444.56,153673718.09,169158.68,0.00,0.00,1678.77,3.82
63519232.08,63568614.33,8197141.70,165283.25,20320.27,64097537.66,257154302.01,152526829.97,166461.59,0.00,0.00,1733.60,3.82
63641234.48,63676696.06,8318425.84,172820.99,20103.47,64298115.98,257658159.46,151379941.85,163764.50,0.00,0.00,1788.43,3.82
63754208.56,63774733.02,8402141.18,178041.37,20108.08,64414780.94,257939223.21,150607037.01,161647.83,0.00,0.00,1834.29,3.82
64016664.62,63985691.69,8361960.50,175728.70,21804.27,64118960.40,257069740.58,151184166.45,159855.92,0.00,0.00,1900.56,3.81
64195786.74,64129667.65,8334537.83,174150.33,22961.89,63917067.55,256476332.40,151578048.18,158632.97,0.00,0.00,1945.79,3.81
64378802.83,64276773.53,8306519.01,172537.65,24144.67,63710785.73,255870024.05,151980492.56,157383.44,0.00,0.00,1992.00,3.81
64484734.12,64361232.95,8281678.64,170753.77,24934.72,63562121.06,255434573.44,152264390.37,156993.37,0.00,0.00,2018.12,3.81
64148896.71,64083265.76,8232321.83,163774.16,23996.56,63598619.15,255559473.59,152121443.74,163179.91,0.00,0.00,1926.03,3.82
63917312.71,63891587.43,8198286.77,158961.22,23349.62,63623787.20,255645601.21,152022871.78,167445.97,0.00,0.00,1862.52,3.82
63685728.71,63699909.10,8164251.70,154148.28,22702.69,63648955.26,255731728.83,151924299.83,171712.03,0.00,0.00,1799.01,3.82
63518692.28,63565613.31,8142250.63,150786.13,22459.60,63690948.72,255865578.16,151842355.24,174882.12,0.00,0.00,1800.39,3.82
63798048.63,63855028.40,8220770.25,158199.42,26527.02,64011162.19,256816439.87,151801758.00,171104.64,0.00,0.00,2570.81,3.81
63995417.60,64059504.01,8276245.41,163437.01,29400.70,64237397.26,257488236.29,151773075.51,168435.80,0.00,0.00,3115.13,3.81
64188587.23,64259629.07,8330540.25,168563.15,32213.24,64458818.82,258145739.18,151745003.29,165823.75,0.00,0.00,3647.86,3.81
64352909.19,64423676.68,8373227.74,172820.18,34444.50,64627931.10,258657023.55,151711374.00,163568.92,0.00,0.00,4037.19,3.81
64463230.55,64443946.41,8351096.28,174174.61,33601.59,64462151.19,258303128.83,151547278.29,161578.27,0.00,0.00,3371.80,3.83
64540945.79,64458225.30,8335505.90,175128.73,33007.80,64345368.49,258053829.74,151431682.02,160175.96,0.00,0.00,2903.07,3.83
64618661.04,64472504.20,8319915.52,176082.84,32414.02,64228585.80,257804530.66,151316085.75,158773.65,0.00,0.00,2434.34,3.83
64678914.57,64471191.27,8303748.18,176539.37,31737.11,64120589.08,257559927.18,151227631.68,157471.82,0.00,0.00,2030.87,3.83
64521720.74,64175043.50,8247227.77,168497.17,28264.82,63980111.10,256956595.59,151486678.21,155676.59,0.00,0.00,2114.49,3.82
64408078.98,63960946.36,8206366.89,162683.14,25754.55,63878553.90,256520422.87,151673953.38,154378.75,0.00,0.00,2174.93,3.82
64296855.14,63751404.46,8166375.38,156992.81,23297.70,63779157.50,256093530.42,151857243.98,153108.52,0.00,0.00,2234.09,3.82
64041788.45,63458115.17,8210915.99,161796.28,31184.67,63605191.05,256610725.61,152174863.95,156915.20,0.00,0.00,14635.50,3.82
60477077.77,60980943.98,10013456.66,383549.26,258515.09,61641389.22,276797000.59,155724190.90,268313.73,0.00,0.00,294184.44,3.83
57907688.10,59195436.37,11312700.78,543385.47,422371.43,60225910.49,291346963.01,158282492.20,348608.10,0.00,0.00,495679.09,3.83
55338298.43,57409928.75,12611944.90,703221.67,586227.77,58810431.77,305896925.42,160840793.51,428902.48,0.00,0.00,697173.75,3.83
52906651.20,55666957.14,13828873.69,847677.69,743011.90,57395455.07,318936208.42,163302608.78,502489.21,0.00,0.00,890656.66,3.83
51174102.56,52301775.52,14190326.73,678655.93,923070.40,53377762.62,299055079.11,166680059.66,458975.44,0.00,0.00,1139909.80,3.99
49959476.99,49942571.54,14443728.06,560161.04,1049302.74,50561107.50,285117156.94,169047865.18,428469.56,0.00,0.00,1314651.93,3.99
48744851.41,47583367.55,14697129.38,441666.16,1175535.07,47744452.38,271179234.76,171415670.69,397963.67,0.00,0.00,1489394.06,3.99
47660033.32,45475533.27,14937132.34,333151.31,1291873.65,45185821.94,258548327.28,173637114.01,369840.89,0.00,0.00,1651324.42,3.99
48759158.90,47584866.21,15167915.13,350142.71,1298587.03,46289003.60,265023016.60,175081831.49,367954.04,0.00,0.00,1690344.01,4.02
49576761.56,49153928.26,15339586.71,362782.04,1303580.88,47109623.45,269839320.90,176156508.38,366550.49,0.00,0.00,1719369.37,4.02
50394364.23,50722990.31,15511258.30,375421.37,1308574.73,47930243.30,274655625.20,177231185.27,365146.93,0.00,0.00,1748394.74,4.02
51204545.10,52280541.44,15681651.13,387973.94,1313472.70,48745304.84,279438714.97,178294407.87,363729.53,0.00,0.00,1777206.07,4.02
49169358.76,49936831.31,15414172.87,372505.54,1272139.58,47783619.46,273455881.37,174648049.40,352029.36,0.00,0.00,1733226.09,3.89
47662023.02,48200991.21,15216068.39,361049.06,1241526.71,47071359.00,269024769.21,171947418.82,343363.78,0.00,0.00,1700652.86,3.89
46121919.11,46427415.46,15013657.28,349343.52,1210248.35,46343614.62,264497328.52,169188078.87,334509.81,0.00,0.00,1667371.52,3.89
44614583.37,44691575.36,14815552.80,337887.04,1179635.48,45631354.16,260066216.36,166487448.29,325844.22,0.00,0.00,1634798.29,3.89
45254502.67,45309477.50,14914677.47,375471.93,1182343.93,45931270.61,261413490.74,166533966.37,351977.01,0.00,0.00,1634460.31,3.90
46886797.40,46889860.51,15166986.63,470174.63,1189619.89,46696380.12,264869154.45,166691894.31,417834.43,0.00,0.00,1634103.94,3.90
47870089.45,47841881.02,15318977.31,527223.41,1194002.92,47157281.01,266950841.43,166787029.88,457506.85,0.00,0.00,1633889.27,3.90
48853381.50,48793901.53,15470967.99,584272.18,1198385.94,47618181.90,269032528.41,166882165.45,497179.28,0.00,0.00,1633674.59,3.90
48819178.55,48782352.98,15499118.17,557620.11,1199932.67,47745387.49,270369829.00,167228529.27,479615.65,0.00,0.00,1634096.50,3.93
48581681.46,48608160.99,15548845.63,480072.50,1203266.60,48004348.76,273511278.68,168109491.39,428197.07,0.00,0.00,1635219.73,3.93
48436055.83,48501352.02,15579336.93,432522.79,1205310.86,48163135.54,275437515.35,168649669.24,396668.84,0.00,0.00,1635908.46,3.93
48293528.62,48396815.58,15609179.47,385984.76,1207311.62,48318543.89,277322768.26,169178353.95,365811.42,0.00,0.00,1636582.53,3.93
47757501.46,47845599.58,15495282.62,372694.61,1203121.73,47973761.36,275117458.69,169023012.69,360495.21,0.00,0.00,1636286.45,3.89
46385844.90,46429827.82,15196320.66,344055.71,1192011.15,47060634.53,269165603.94,168554333.70,350567.87,0.00,0.00,1635434.79,3.89
45543349.87,45560236.48,15012693.10,326465.21,1185186.84,46499776.35,265509872.50,168266463.01,344470.34,0.00,0.00,1634911.68,3.89
44700854.85,44690645.14,14829065.53,308874.71,1178362.52,45938918.16,261854141.06,167978592.32,338372.80,0.00,0.00,1634388.58,3.89
44741017.83,44719365.47,14830402.09,310152.16,1177823.21,45773112.09,260965873.61,167738116.15,335628.14,0.00,0.00,1634305.79,3.88
45116598.47,45073852.48,14892940.54,319137.21,1178613.08,45521565.71,259827662.13,167204258.25,330439.33,0.00,0.00,1634258.34,3.88
45348002.28,45292260.03,14931471.91,324673.11,1179099.73,45366582.24,259126384.03,166875336.20,327242.39,0.00,0.00,1634229.11,3.88
45579406.09,45510667.58,14970003.29,330209.01,1179586.39,45211598.77,258425105.94,166546414.16,324045.45,0.00,0.00,1634199.88,3.88
45549387.89,45484006.62,14945578.67,327581.54,1180217.11,45107676.00,257985327.54,166715397.76,321583.41,0.00,0.00,1633962.06,3.88
45389057.95,45337092.86,14867605.14,318706.11,1181711.39,44887679.02,257070266.58,167276710.62,316205.07,0.00,0.00,1633344.57,3.88
45285042.94,45241781.68,14817019.34,312948.12,1182680.82,44744954.66,256476615.32,167640865.68,312715.84,0.00,0.00,1632943.97,3.88
45183241.02,45148498.40,14767509.84,307312.64,1183629.62,44605267.00,255895594.94,167997272.77,309300.85,0.00,0.00,1632551.89,3.88
45083013.44,45053665.20,14763220.77,306632.34,1182352.30,44710387.18,256236555.32,167997828.71,311285.16,0.00,0.00,1633073.14,3.88
44861766.36,44842788.26,14776595.23,307631.98,1178396.37,45067114.89,257458334.95,167819039.80,318412.62,0.00,0.00,1634689.97,3.88
44715737.30,44703603.77,14785422.74,308291.76,1175785.35,45302564.83,258264742.58,167701034.27,323116.94,0.00,0.00,1635757.11,3.88
44575792.79,44570218.64,14793882.43,308924.06,1173283.12,45528204.36,259037549.90,167587945.64,327625.24,0.00,0.00,1636779.80,3.88
44922880.44,44908183.21,14819639.39,311691.42,1178088.85,45517210.06,259027127.03,167046005.56,327417.00,0.00,0.00,1637706.45,3.88
45935622.38,45892951.32,14885935.33,318944.38,1192376.52,45381147.37,258635414.75,165620592.47,324729.62,0.00,0.00,1639753.89,3.88
46605677.87,46544498.63,14929798.39,323743.12,1201829.60,45291124.88,258376248.07,164677503.38,322951.58,0.00,0.00,1641108.53,3.88
47261476.87,47182183.22,14972728.19,328439.76,1211081.55,45203017.76,258122595.58,163754480.02,321211.38,0.00,0.00,1642434.35,3.88
49758140.52,49753886.44,14211427.88,356318.50,1263034.27,47725262.35,260920457.56,159379162.15,345367.48,0.00,0.00,1661902.13,3.97
56336295.91,56556179.86,12035874.79,431607.60,1402988.25,54895220.53,268982837.64,147693111.82,414661.99,0.00,0.00,1715841.64,3.97
60580352.78,60944844.83,10632263.83,480182.19,1493282.96,59521093.37,274184478.16,140153572.35,459369.04,0.00,0.00,1750642.03,3.97
64824409.65,65333509.80,9228652.86,528756.78,1583577.67,64146966.20,279386118.67,132614032.87,504076.08,0.00,0.00,1785442.42,3.97
65550551.30,66048553.92,8658402.76,530891.16,1604439.89,64994796.48,278245335.71,129847876.77,512957.76,0.00,0.00,1792771.11,3.91
64212132.92,64562774.28,8163818.03,498035.74,1591333.59,63695991.88,270839075.22,128034344.44,502358.15,0.00,0.00,1785698.83,3.91
63345112.24,63600293.72,7843428.53,476752.16,1582843.40,62854632.82,266041337.00,126859547.35,495491.77,0.00,0.00,1781117.44,3.91
62478091.56,62637813.16,7523039.03,455468.59,1574353.20,62013273.75,261243598.79,125684750.25,488625.40,0.00,0.00,1776536.05,3.91
62161183.99,62391028.55,7488003.04,458201.77,1568610.37,62256239.74,261967968.84,125754876.26,491315.73,0.00,0.00,1782655.60,3.96
61979624.62,62498042.36,7662058.14,484633.86,1559076.74,63697560.05,268244375.55,126976626.20,505157.20,0.00,0.00,1804597.52,3.96
61857252.59,62570170.26,7779372.24,502449.24,1552651.02,64669017.93,272474708.50,127800092.44,514486.42,0.00,0.00,1819386.49,3.96
61734880.56,62642298.17,7896686.34,520264.62,1546225.30,65640475.82,276705041.45,128623558.67,523815.64,0.00,0.00,1834175.46,3.96
