freq,util,power
600000.00,36.70,3.63
600000.00,34.54,3.63
600000.00,32.99,3.63
600000.00,31.00,3.56
600000.00,31.26,3.56
600000.00,31.49,3.56
600000.00,31.72,3.56
600000.00,32.00,3.57
600000.00,32.28,3.57
600000.00,32.51,3.57
600000.00,32.74,3.57
600000.00,32.68,3.57
600000.00,32.01,3.57
600000.00,31.54,3.57
600000.00,31.06,3.57
600000.00,31.05,3.56
600000.00,31.23,3.56
600000.00,31.34,3.56
600000.00,31.53,3.56
600000.00,32.99,3.57
600000.00,34.01,3.57
600000.00,35.04,3.57
600000.00,35.23,3.57
600000.00,33.40,3.57
600000.00,32.28,3.57
600000.00,31.15,3.57
600000.00,31.19,3.57
600000.00,32.02,3.56
600000.00,32.49,3.56
600000.00,32.83,3.56
600000.00,32.31,3.56
600000.00,31.66,3.56
600000.00,31.19,3.56
600000.00,31.02,3.56
600000.00,31.16,3.56
600000.00,31.31,3.57
600000.00,31.42,3.57
600000.00,31.80,3.57
600000.00,32.99,3.57
600000.00,34.06,3.56
600000.00,34.58,3.56
600000.00,33.81,3.56
600000.00,33.13,3.56
600000.00,32.20,3.56
600000.00,31.79,3.56
600000.00,31.15,3.56
600000.00,30.66,3.56
600000.00,30.01,3.57
600000.00,31.52,3.57
600000.00,33.03,3.57
600000.00,34.53,3.57
600000.00,35.78,3.56
600000.00,34.31,3.56
600000.00,33.03,3.56
600000.00,31.78,3.56
600000.00,31.11,3.57
600000.00,31.58,3.57
600000.00,31.94,3.57
600000.00,32.30,3.57
600000.00,32.33,3.57
600000.00,32.16,3.57
600000.00,32.05,3.57
600000.00,31.95,3.57
600000.00,32.28,3.56
600000.00,32.51,3.56
600000.00,32.75,3.56
600000.00,32.85,3.56
600000.00,32.66,3.62
600000.00,32.54,3.62
600000.00,32.41,3.62
600000.00,32.59,3.62
600000.00,33.40,3.65
600000.00,33.86,3.65
600000.00,34.17,3.65
600000.00,33.29,3.65
600000.00,32.17,3.57
600000.00,31.35,3.57
600000.00,31.05,3.57
600000.00,31.36,3.57
600000.00,31.67,3.56
600000.00,31.91,3.56
600000.00,31.73,3.56
600000.00,31.04,3.56
600000.00,30.38,3.58
600000.00,30.05,3.58
600000.00,30.59,3.58
600000.00,31.07,3.58
600000.00,31.71,3.57
600000.00,31.94,3.57
600000.00,31.94,3.57
600000.00,31.94,3.57
600000.00,31.94,3.57
600000.00,32.10,3.57
600000.00,32.60,3.57
600000.00,32.95,3.57
600000.00,33.35,3.57
600000.00,33.48,3.57
600000.00,33.59,3.57
600000.00,33.70,3.57
600000.00,33.65,3.63
600000.00,33.05,3.63
600000.00,32.59,3.63
600000.00,32.13,3.63
600000.00,32.00,3.63
600000.00,32.16,3.63
600000.00,32.28,3.63
600000.00,32.39,3.63
600000.00,32.47,3.57
600000.00,32.67,3.57
600000.00,32.79,3.57
600000.00,32.74,3.57
600000.00,31.46,3.56
600000.00,30.62,3.56
600000.00,29.73,3.56
600000.00,29.68,3.56
600000.00,31.12,3.57
600000.00,31.99,3.57
600000.00,32.85,3.57
600000.00,32.64,3.57
600000.00,31.77,3.56
600000.00,31.29,3.56
600000.00,31.01,3.56
600000.00,31.14,3.56
600000.00,31.29,3.57
600000.00,31.40,3.57
600000.00,31.48,3.57
600000.00,31.65,3.57
600000.00,31.83,3.57
600000.00,31.93,3.57
600000.00,31.53,3.57
600000.00,31.16,3.57
600000.00,30.65,3.57
600000.00,30.41,3.57
600000.00,30.28,3.57
600000.00,30.17,3.57
600000.00,30.02,3.57
600000.00,30.55,3.57
600000.00,32.48,3.57
600000.00,33.86,3.57
600000.00,35.45,3.57
600000.00,34.35,3.57
600000.00,33.31,3.57
600000.00,32.28,3.57
600000.00,31.55,3.57
600000.00,32.13,3.57
600000.00,32.60,3.57
600000.00,33.08,3.57
600000.00,33.24,3.56
600000.00,32.90,3.56
600000.00,32.67,3.56
600000.00,32.43,3.56
600000.00,32.05,3.56
600000.00,31.10,3.56
600000.00,30.49,3.56
600000.00,30.09,3.56
600000.00,31.45,3.57
600000.00,32.39,3.57
600000.00,33.34,3.57
600000.00,33.60,3.57
600000.00,32.46,3.57
600000.00,31.77,3.57
600000.00,31.07,3.57
600000.00,30.88,3.57
600000.00,30.43,3.56
600000.00,30.19,3.56
600000.00,30.11,3.56
600000.00,31.06,3.56
600000.00,32.14,3.57
600000.00,32.98,3.57
600000.00,33.30,3.57
