freq,util,power
600000.00,57.47,3.96
600000.00,57.08,3.96
600000.00,56.93,3.96
600000.00,56.85,3.95
600000.00,56.80,3.95
600000.00,56.76,3.95
600000.00,56.92,3.95
600000.00,57.52,3.96
600000.00,57.86,3.96
600000.00,58.05,3.96
600000.00,57.50,3.96
600000.00,56.87,3.96
600000.00,56.39,3.96
600000.00,56.25,3.96
600000.00,56.68,3.96
600000.00,57.14,3.95
600000.00,57.48,3.95
600000.00,57.47,3.95
600000.00,57.26,3.95
600000.00,57.07,3.96
600000.00,56.94,3.96
600000.00,56.77,3.96
600000.00,56.62,3.96
600000.00,56.42,3.97
600000.00,56.26,3.97
600000.00,55.84,3.97
600000.00,55.49,3.97
600000.00,55.02,3.96
600000.00,55.16,3.96
600000.00,56.05,3.96
600000.00,56.70,3.96
600000.00,57.53,3.95
600000.00,57.22,3.95
600000.00,56.93,3.95
600000.00,56.63,3.95
600000.00,56.35,3.96
600000.00,56.42,3.96
600000.00,56.47,3.96
600000.00,56.53,3.96
600000.00,56.64,3.95
600000.00,56.95,3.95
600000.00,57.18,3.95
600000.00,57.42,3.95
600000.00,57.47,3.96
600000.00,57.27,3.96
600000.00,57.12,3.96
600000.00,56.97,3.96
600000.00,56.66,3.96
600000.00,55.87,3.96
600000.00,55.37,3.96
600000.00,54.96,3.96
600000.00,55.64,3.96
600000.00,56.13,3.96
600000.00,56.63,3.96
600000.00,56.96,3.96
600000.00,57.11,3.96
600000.00,57.21,3.96
600000.00,57.30,3.96
600000.00,57.30,3.96
600000.00,57.14,3.95
600000.00,57.04,3.95
600000.00,56.95,3.95
600000.00,56.78,3.95
600000.00,56.15,3.96
600000.00,55.80,3.96
600000.00,55.62,3.96
600000.00,56.17,3.96
600000.00,56.82,3.96
600000.00,57.31,3.96
600000.00,57.57,3.96
600000.00,57.76,3.96
600000.00,57.94,3.96
600000.00,58.10,3.96
600000.00,57.81,3.96
600000.00,57.52,3.96
600000.00,57.19,3.95
600000.00,56.94,3.95
600000.00,56.89,3.95
600000.00,56.84,3.95
600000.00,56.78,3.96
600000.00,56.80,3.96
600000.00,57.04,3.96
600000.00,57.23,3.96
600000.00,57.48,3.96
600000.00,57.35,3.96
600000.00,56.69,3.96
600000.00,56.19,3.96
600000.00,55.57,3.96
600000.00,56.07,3.96
600000.00,56.56,3.96
600000.00,57.05,3.96
600000.00,57.51,3.96
600000.00,57.34,3.96
600000.00,57.19,3.96
600000.00,57.05,3.96
600000.00,57.12,4.01
600000.00,57.81,4.01
600000.00,58.33,4.01
600000.00,58.85,4.01
600000.00,59.54,3.98
600000.00,59.65,3.98
600000.00,59.03,3.98
600000.00,58.55,3.98
600000.00,57.89,3.92
600000.00,57.76,3.92
600000.00,58.07,3.92
600000.00,58.32,3.92
600000.00,58.64,3.89
600000.00,58.32,3.89
600000.00,57.21,3.89
600000.00,56.44,3.89
600000.00,55.56,3.93
600000.00,55.68,3.93
600000.00,55.78,3.93
600000.00,55.88,3.93
600000.00,56.00,3.86
600000.00,56.05,3.86
600000.00,56.09,3.86
600000.00,56.13,3.86
600000.00,56.25,3.89
600000.00,56.66,3.89
600000.00,57.00,3.89
600000.00,57.34,3.89
600000.00,57.59,3.92
600000.00,57.79,3.92
600000.00,57.93,3.92
600000.00,58.07,3.92
600000.00,57.94,3.94
600000.00,57.44,3.94
600000.00,57.11,3.94
600000.00,56.77,3.94
600000.00,56.69,3.93
600000.00,56.52,3.93
600000.00,56.41,3.93
600000.00,56.31,3.93
600000.00,56.03,3.93
600000.00,55.84,3.93
600000.00,55.64,3.93
600000.00,55.69,3.93
600000.00,56.49,3.93
600000.00,56.97,3.93
600000.00,57.46,3.93
600000.00,57.45,3.93
600000.00,57.12,3.92
600000.00,56.93,3.92
600000.00,56.75,3.92
600000.00,56.64,3.92
600000.00,56.50,3.86
600000.00,56.40,3.86
600000.00,56.41,3.86
600000.00,56.87,3.86
600000.00,57.39,3.85
600000.00,57.78,3.85
600000.00,58.01,3.85
600000.00,58.44,3.85
600000.00,58.87,3.90
600000.00,59.19,3.90
600000.00,58.86,3.90
600000.00,57.77,3.90
600000.00,56.76,3.93
600000.00,56.17,3.93
600000.00,56.22,3.93
600000.00,56.26,3.93
600000.00,56.32,3.94
600000.00,56.41,3.94
600000.00,56.78,3.94
600000.00,57.08,3.94
600000.00,57.47,3.93
600000.00,57.28,3.93
600000.00,56.38,3.93
600000.00,55.74,3.93
600000.00,54.96,3.93
600000.00,55.61,3.93
600000.00,56.23,3.93
600000.00,56.85,3.93
600000.00,57.51,3.91
600000.00,57.35,3.91
600000.00,57.20,3.91
600000.00,57.06,3.91
600000.00,57.01,3.85
600000.00,57.31,3.85
600000.00,57.55,3.85
600000.00,57.78,3.85
600000.00,57.92,3.86
600000.00,57.99,3.86
600000.00,58.04,3.86
600000.00,58.09,3.86
600000.00,57.97,3.88
600000.00,57.53,3.88
600000.00,57.25,3.88
600000.00,56.96,3.88
600000.00,56.82,3.86
600000.00,56.52,3.86
600000.00,56.33,3.86
600000.00,56.23,3.86
600000.00,57.79,3.94
600000.00,58.92,3.94
600000.00,60.03,3.94
600000.00,61.13,3.94
600000.00,60.69,3.93
600000.00,59.21,3.93
600000.00,58.27,3.93
600000.00,57.49,3.93
600000.00,56.79,3.92
600000.00,56.30,3.92
600000.00,55.81,3.92
600000.00,55.68,3.92
600000.00,56.45,3.93
600000.00,56.95,3.93
600000.00,57.44,3.93
600000.00,57.53,3.93
600000.00,57.53,3.92
600000.00,57.53,3.92
600000.00,57.53,3.92
600000.00,57.53,3.92
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.93
600000.00,57.53,3.92
600000.00,57.54,3.92
600000.00,57.69,3.92
600000.00,57.83,3.92
600000.00,58.02,3.93
600000.00,57.93,3.93
600000.00,56.81,3.93
600000.00,55.86,3.93
600000.00,54.59,3.94
600000.00,54.51,3.94
600000.00,55.39,3.94
600000.00,56.05,3.94
600000.00,56.93,3.93
600000.00,56.94,3.93
600000.00,56.94,3.93
600000.00,56.94,3.93
600000.00,56.92,3.93
600000.00,56.75,3.93
600000.00,56.60,3.93
600000.00,56.45,3.93
600000.00,56.37,3.93
600000.00,56.50,3.93
600000.00,56.60,3.93
600000.00,56.71,3.93
600000.00,56.71,3.94
600000.00,56.57,3.94
600000.00,56.46,3.94
600000.00,56.36,3.94
600000.00,56.63,3.92
600000.00,57.44,3.92
600000.00,57.95,3.92
600000.00,58.44,3.92
600000.00,58.13,3.93
600000.00,57.90,3.93
600000.00,57.68,3.93
600000.00,57.56,3.93
600000.00,57.78,3.93
600000.00,57.92,3.93
600000.00,58.06,3.93
600000.00,57.89,3.93
600000.00,56.84,3.92
600000.00,56.21,3.92
600000.00,55.58,3.92
600000.00,55.72,3.92
600000.00,56.35,3.93
600000.00,56.70,3.93
600000.00,56.97,3.93
600000.00,57.13,3.93
600000.00,57.33,3.93
600000.00,57.48,3.93
600000.00,57.62,3.93
600000.00,57.98,3.93
600000.00,58.36,3.93
600000.00,58.63,3.93
600000.00,58.53,3.93
600000.00,58.07,3.93
600000.00,57.64,3.92
600000.00,57.33,3.92
600000.00,57.23,3.92
600000.00,57.14,3.92
600000.00,57.01,3.85
600000.00,56.92,3.85
600000.00,56.75,3.85
600000.00,56.60,3.85
600000.00,56.39,3.85
600000.00,56.39,3.85
600000.00,56.59,3.85
600000.00,56.74,3.85
600000.00,56.94,3.85
600000.00,56.94,3.85
600000.00,56.94,3.85
600000.00,56.94,3.85
600000.00,56.97,3.87
600000.00,57.20,3.87
600000.00,57.39,3.87
600000.00,57.58,3.87
600000.00,57.82,3.86
600000.00,57.24,3.86
600000.00,56.68,3.86
600000.00,56.12,3.86
600000.00,55.60,3.85
600000.00,55.94,3.85
600000.00,56.23,3.85
600000.00,56.52,3.85
600000.00,56.77,3.85
600000.00,56.83,3.85
600000.00,56.88,3.85
600000.00,56.92,3.85
600000.00,57.07,3.85
600000.00,57.49,3.85
600000.00,57.78,3.85
600000.00,58.07,3.85
600000.00,58.08,3.87
600000.00,58.00,3.87
600000.00,57.95,3.87
600000.00,57.89,3.87
600000.00,57.68,3.97
600000.00,57.17,3.97
600000.00,56.86,3.97
600000.00,56.60,3.97
600000.00,57.20,3.94
600000.00,57.64,3.94
600000.00,58.08,3.94
600000.00,58.22,3.94
600000.00,57.37,3.94
600000.00,56.84,3.94
600000.00,56.30,3.94
600000.00,56.24,3.94
600000.00,56.57,3.92
600000.00,56.76,3.92
600000.00,56.95,3.92
600000.00,57.10,3.92
600000.00,57.30,3.94
600000.00,57.44,3.94
600000.00,57.53,3.94
600000.00,57.47,3.94
600000.00,57.40,3.95
600000.00,57.35,3.95
600000.00,57.35,3.95
600000.00,57.42,3.95
600000.00,57.48,3.93
600000.00,57.53,3.93
600000.00,57.47,3.93
600000.00,57.25,3.93
600000.00,57.05,3.94
600000.00,56.94,3.94
600000.00,56.89,3.94
600000.00,56.84,3.94
600000.00,56.78,3.94
600000.00,56.84,3.94
600000.00,57.26,3.94
600000.00,57.59,3.94
600000.00,58.04,3.94
600000.00,57.99,3.94
600000.00,57.59,3.94
600000.00,57.29,3.94
600000.00,56.94,3.94
600000.00,56.89,3.94
600000.00,56.84,3.94
600000.00,56.80,3.94
600000.00,56.70,3.93
600000.00,56.39,3.93
600000.00,56.13,3.93
600000.00,55.88,3.93
600000.00,55.82,3.94
600000.00,56.23,3.94
600000.00,56.53,3.94
600000.00,56.84,3.94
600000.00,56.94,3.94
600000.00,56.94,3.94
600000.00,56.94,3.94
600000.00,56.94,3.94
600000.00,56.72,3.94
600000.00,56.14,3.94
600000.00,55.79,3.94
600000.00,55.63,3.94
600000.00,56.36,3.94
600000.00,56.85,3.94
600000.00,57.34,3.94
600000.00,57.76,3.94
600000.00,59.03,3.97
600000.00,59.80,3.97
600000.00,60.58,3.97
600000.00,61.05,3.97
600000.00,59.50,4.00
600000.00,58.42,4.00
600000.00,57.32,4.00
600000.00,56.25,4.00
600000.00,56.53,3.94
600000.00,56.75,3.94
600000.00,56.96,3.94
600000.00,57.20,3.94
600000.00,58.12,3.99
600000.00,58.76,3.99
600000.00,59.42,3.99
600000.00,60.08,3.99
600000.00,60.18,3.97
600000.00,60.01,3.97
600000.00,59.90,3.97
600000.00,59.78,3.97
600000.00,59.30,3.94
600000.00,58.00,3.94
600000.00,57.15,3.94
600000.00,56.30,3.94
600000.00,56.38,3.94
600000.00,56.94,3.94
600000.00,57.31,3.94
600000.00,57.66,3.94
600000.00,57.34,3.94
600000.00,56.45,3.94
600000.00,55.91,3.94
600000.00,55.43,3.94
600000.00,56.24,3.94
600000.00,56.84,3.94
600000.00,57.43,3.94
600000.00,57.86,3.94
600000.00,57.42,3.93
600000.00,57.11,3.93
600000.00,56.80,3.93
600000.00,56.62,3.93
600000.00,57.02,3.94
600000.00,57.30,3.94
600000.00,57.58,3.94
600000.00,57.84,3.94
600000.00,57.96,4.00
600000.00,58.05,4.00
600000.00,58.14,4.00
600000.00,58.23,4.00
600000.00,57.95,3.96
600000.00,57.73,3.96
600000.00,57.52,3.96
600000.00,57.29,3.96
600000.00,56.23,3.97
600000.00,55.47,3.97
600000.00,54.70,3.97
600000.00,54.37,3.97
600000.00,56.39,3.97
600000.00,57.77,3.97
600000.00,59.15,3.97
600000.00,59.87,3.97
600000.00,58.82,3.99
600000.00,58.15,3.99
600000.00,57.46,3.99
600000.00,56.97,3.99
600000.00,57.10,3.96
600000.00,57.19,3.96
600000.00,57.28,3.96
600000.00,57.27,3.96
600000.00,56.79,3.96
600000.00,56.47,3.96
600000.00,56.16,3.96
600000.00,56.16,3.96
600000.00,57.20,3.96
600000.00,57.84,3.96
600000.00,58.48,3.96
600000.00,58.48,3.96
600000.00,56.96,3.96
600000.00,56.02,3.96
600000.00,55.08,3.96
600000.00,55.14,3.96
600000.00,56.83,3.96
600000.00,57.81,3.96
600000.00,58.80,3.96
600000.00,58.69,3.96
600000.00,57.46,3.96
600000.00,56.75,3.96
600000.00,56.03,3.96
600000.00,56.02,3.96
600000.00,56.09,3.97
600000.00,56.13,3.97
600000.00,56.18,3.97
600000.00,56.55,3.97
600000.00,57.03,3.98
600000.00,57.38,3.98
600000.00,57.70,3.98
600000.00,57.75,3.98
600000.00,57.81,3.97
600000.00,57.86,3.97
600000.00,57.82,3.97
600000.00,57.16,3.97
600000.00,56.38,3.96
600000.00,55.78,3.96
600000.00,55.53,3.96
600000.00,56.38,3.96
600000.00,57.36,3.97
600000.00,58.08,3.97
600000.00,58.40,3.97
600000.00,58.18,3.97
600000.00,57.94,3.96
600000.00,57.76,3.96
600000.00,58.03,3.96
600000.00,59.52,3.96
600000.00,61.08,4.06
600000.00,62.23,4.06
600000.00,62.78,4.06
600000.00,61.61,4.06
600000.00,60.29,3.97
600000.00,59.29,3.97
600000.00,58.67,3.97
600000.00,58.26,3.97
600000.00,57.80,3.97
600000.00,57.46,3.97
600000.00,57.19,3.97
600000.00,56.59,3.97
600000.00,55.98,3.96
600000.00,55.52,3.96
600000.00,55.73,3.96
600000.00,56.91,3.96
600000.00,58.05,3.96
600000.00,58.90,3.96
600000.00,58.95,3.96
600000.00,58.88,3.96
600000.00,58.81,3.98
600000.00,58.76,3.98
600000.00,58.55,3.98
600000.00,57.88,3.98
600000.00,57.25,3.97
600000.00,56.78,3.97
600000.00,56.80,3.97
600000.00,56.94,3.97
600000.00,57.06,3.96
600000.00,57.14,3.96
600000.00,56.86,3.96
600000.00,56.58,3.96
600000.00,56.22,3.96
600000.00,56.05,3.96
600000.00,56.55,3.96
600000.00,57.00,3.96
600000.00,57.61,3.97
600000.00,57.86,3.97
600000.00,57.65,3.97
600000.00,57.47,3.97
600000.00,57.23,3.96
600000.00,57.47,3.96
600000.00,59.17,3.96
600000.00,60.54,3.96
600000.00,62.41,4.05
600000.00,63.58,4.05
600000.00,62.33,4.05
600000.00,61.15,4.05
600000.00,59.58,4.06
600000.00,58.38,4.06
600000.00,58.01,4.06
600000.00,57.97,4.06
600000.00,57.93,4.00
600000.00,57.90,4.00
600000.00,57.86,4.00
600000.00,57.73,4.00
600000.00,57.61,3.96
600000.00,57.51,3.96
600000.00,57.30,3.96
600000.00,56.65,3.96
600000.00,56.03,3.96
600000.00,55.57,3.96
600000.00,55.78,3.96
600000.00,56.46,3.96
600000.00,57.09,3.99
600000.00,57.53,3.99
600000.00,57.16,3.99
600000.00,56.79,3.99
600000.00,56.31,3.96
600000.00,56.06,3.96
600000.00,56.82,3.96
600000.00,57.53,3.96
600000.00,58.48,3.97
600000.00,58.82,3.97
600000.00,57.68,3.97
600000.00,56.68,3.97
600000.00,55.33,3.96
600000.00,54.90,3.96
600000.00,55.47,3.96
600000.00,55.94,3.96
600000.00,56.57,3.97
600000.00,56.72,3.97
600000.00,56.58,3.97
600000.00,56.47,3.97
600000.00,56.32,3.96
600000.00,56.35,3.96
600000.00,56.97,3.96
600000.00,57.48,3.96
600000.00,58.18,3.94
600000.00,58.26,3.94
600000.00,57.35,3.94
600000.00,56.63,3.94
600000.00,55.67,3.95
600000.00,55.60,3.95
600000.00,56.38,3.95
600000.00,56.97,3.95
600000.00,57.77,3.95
600000.00,57.72,3.95
600000.00,57.10,3.95
600000.00,56.65,3.95
600000.00,56.05,3.98
600000.00,56.21,3.98
600000.00,56.91,3.98
600000.00,57.39,3.98
600000.00,58.04,3.96
600000.00,58.35,3.96
600000.00,58.88,3.96
600000.00,59.29,3.96
600000.00,59.83,3.98
600000.00,59.85,3.98
600000.00,59.21,3.98
600000.00,58.71,3.98
600000.00,58.04,3.96
600000.00,57.74,3.96
600000.00,57.12,3.96
600000.00,56.67,3.96
600000.00,56.07,3.96
600000.00,56.30,3.96
600000.00,57.30,3.96
600000.00,58.01,3.96
600000.00,58.95,3.96
600000.00,58.56,3.96
600000.00,57.30,3.96
600000.00,56.45,3.96
600000.00,55.41,3.96
600000.00,55.41,3.96
600000.00,55.41,3.96
600000.00,55.41,3.96
600000.00,55.53,3.99
600000.00,56.75,3.99
600000.00,57.84,3.99
600000.00,58.96,3.99
600000.00,60.15,3.97
600000.00,59.10,3.97
600000.00,58.14,3.97
600000.00,57.17,3.97
600000.00,56.24,3.96
600000.00,56.80,3.96
600000.00,57.30,3.96
600000.00,57.78,3.96
600000.00,58.24,3.96
600000.00,58.30,3.96
600000.00,58.35,3.96
600000.00,58.40,3.96
600000.00,58.40,3.97
600000.00,58.17,3.97
600000.00,58.00,3.97
600000.00,57.82,3.97
600000.00,57.80,3.97
600000.00,58.26,3.97
600000.00,58.63,3.97
600000.00,58.98,3.97
600000.00,59.08,4.00
600000.00,58.27,4.00
600000.00,57.64,4.00
600000.00,57.01,4.00
600000.00,56.59,3.96
600000.00,56.65,3.96
600000.00,56.69,3.96
600000.00,56.73,3.96
600000.00,56.63,3.95
600000.00,56.19,3.95
600000.00,55.87,3.95
600000.00,55.55,3.95
600000.00,55.72,3.96
600000.00,56.75,3.96
600000.00,57.49,3.96
600000.00,58.22,3.96
600000.00,58.27,3.97
600000.00,57.77,3.97
600000.00,57.44,3.97
600000.00,57.11,3.97
600000.00,57.11,3.99
600000.00,57.62,3.99
600000.00,57.98,3.99
600000.00,58.33,3.99
600000.00,58.07,3.96
600000.00,56.98,3.96
