     0.202028958,12074066,,instructions,406078592,50.38,0.65,insn per cycle
     0.202028958,62795,,cache-misses,405866771,50.37,1.523,of all cache refs
     0.202028958,5720748,,L1-dcache-loads,333734166,41.43,,
     0.202028958,5431985,,L1-dcache-stores,373268178,46.36,,
     0.202028958,1704418,,branch-instructions,412744061,51.29,,
     0.202028958,198141,,branch-misses,452267345,56.22,11.63,of all branches
     0.202028958,4123103,,cache-references,479876147,59.69,,
     0.202028958,18713660,,cpu-cycles,559868075,69.67,,
     0.202028958,146678,,r110,552398645,68.77,,
     0.202028958,0,,r13C,512562189,63.83,,
     0.202028958,0,,r1A2,472686354,58.89,,
     0.202028958,2743,,r1C2,432812085,53.95,,
     0.405120625,10649761,,instructions,427301405,52.80,0.62,insn per cycle
     0.405120625,29121,,cache-misses,447083621,55.26,0.749,of all cache refs
     0.405120625,3741172,,L1-dcache-loads,406861146,50.30,,
     0.405120625,3495943,,L1-dcache-stores,426629819,52.75,,
     0.405120625,1123050,,branch-instructions,446373724,55.21,,
     0.405120625,158636,,branch-misses,448358387,55.47,11.22,of all branches
     0.405120625,3654208,,cache-references,442226199,54.72,,
     0.405120625,15607443,,cpu-cycles,502287918,62.16,,
     0.405120625,184589,,r110,482396302,59.71,,
     0.405120625,0,,r13C,462468516,57.26,,
     0.405120625,0,,r1A2,442532110,54.80,,
     0.405120625,3832,,r1C2,422588803,52.34,,
     0.607686770,8924215,,instructions,471534669,58.24,0.51,insn per cycle
     0.607686770,25608,,cache-misses,476191460,58.82,0.620,of all cache refs
     0.607686770,3764322,,L1-dcache-loads,409417101,50.58,,
     0.607686770,3854766,,L1-dcache-stores,409308109,50.58,,
     0.607686770,1242174,,branch-instructions,409180729,50.57,,
     0.607686770,199762,,branch-misses,409066408,50.56,14.73,of all branches
     0.607686770,4620675,,cache-references,404966945,50.06,,
     0.607686770,18329517,,cpu-cycles,471670627,58.32,,
     0.607686770,161962,,r110,466655017,57.70,,
     0.607686770,0,,r13C,466660435,57.71,,
     0.607686770,0,,r1A2,466664115,57.72,,
     0.607686770,2188,,r1C2,466658595,57.73,,
     0.810209114,8809436,,instructions,459773971,56.78,0.51,insn per cycle
     0.810209114,22703,,cache-misses,459702605,56.78,0.554,of all cache refs
     0.810209114,4469669,,L1-dcache-loads,389621328,48.12,,
     0.810209114,4268317,,L1-dcache-stores,393315522,48.59,,
     0.810209114,1258385,,branch-instructions,403186015,49.81,,
     0.810209114,155629,,branch-misses,413067944,51.04,11.68,of all branches
     0.810209114,4004122,,cache-references,419966954,51.90,,
     0.810209114,16051818,,cpu-cycles,489962359,60.56,,
     0.810209114,140392,,r110,489987891,60.57,,
     0.810209114,0,,r13C,486327436,60.12,,
     0.810209114,0,,r1A2,476358777,58.89,,
     0.810209114,2062,,r1C2,466383986,57.67,,
     1.012665833,10279412,,instructions,450920739,55.69,0.62,insn per cycle
     1.012665833,17569,,cache-misses,458832939,56.67,0.442,of all cache refs
     1.012665833,4108537,,L1-dcache-loads,402743480,49.74,,
     1.012665833,3412935,,L1-dcache-stores,410651324,50.73,,
     1.012665833,1105434,,branch-instructions,418547708,51.71,,
     1.012665833,150689,,branch-misses,425394855,52.56,11.71,of all branches
     1.012665833,3457799,,cache-references,422936480,52.26,,
     1.012665833,14602085,,cpu-cycles,486955793,60.17,,
     1.012665833,151735,,r110,478999011,59.20,,
     1.012665833,0,,r13C,471027730,58.22,,
     1.012665833,0,,r1A2,463052230,57.23,,
     1.012665833,1067,,r1C2,455072679,56.25,,
     1.215235885,9081708,,instructions,469100694,57.93,0.54,insn per cycle
     1.215235885,11706,,cache-misses,475693213,58.74,0.287,of all cache refs
     1.215235885,3419674,,L1-dcache-loads,409748273,50.60,,
     1.215235885,3498856,,L1-dcache-stores,409691034,50.60,,
     1.215235885,1151307,,branch-instructions,409625052,50.59,,
     1.215235885,169627,,branch-misses,409566416,50.59,13.42,of all branches
     1.215235885,4622182,,cache-references,407516312,50.34,,
     1.215235885,17973030,,cpu-cycles,474200296,58.58,,
     1.215235885,174612,,r110,467567943,57.77,,
     1.215235885,0,,r13C,466664533,57.66,,
     1.215235885,0,,r1A2,466664410,57.67,,
     1.215235885,1094,,r1C2,466662484,57.67,,
     1.417766093,8831523,,instructions,467046711,57.67,0.53,insn per cycle
     1.417766093,16893,,cache-misses,467005559,57.67,0.414,of all cache refs
     1.417766093,4598298,,L1-dcache-loads,398388892,49.19,,
     1.417766093,4494525,,L1-dcache-stores,398339778,49.19,,
     1.417766093,1323449,,branch-instructions,401821942,49.63,,
     1.417766093,166611,,branch-misses,407468372,50.33,13.09,of all branches
     1.417766093,4105614,,cache-references,411409740,50.82,,
     1.417766093,16378255,,cpu-cycles,479979272,59.29,,
     1.417766093,157659,,r110,479994256,59.30,,
     1.417766093,0,,r13C,479997725,59.30,,
     1.417766093,0,,r1A2,476521593,58.88,,
     1.417766093,1851,,r1C2,470822152,58.17,,
     1.620233593,10461201,,instructions,459896608,56.79,0.63,insn per cycle
     1.620233593,19000,,cache-misses,461769825,57.02,0.473,of all cache refs
     1.620233593,4198564,,L1-dcache-loads,401714695,49.61,,
     1.620233593,4101428,,L1-dcache-stores,406655756,50.22,,
     1.620233593,1109799,,branch-instructions,411595144,50.83,,
     1.620233593,146247,,branch-misses,416534734,51.45,11.68,of all branches
     1.620233593,3539136,,cache-references,418118809,51.64,,
     1.620233593,14806363,,cpu-cycles,483131668,59.68,,
     1.620233593,151499,,r110,478158940,59.07,,
     1.620233593,0,,r13C,473176264,58.45,,
     1.620233593,0,,r1A2,468192032,57.84,,
     1.620233593,2646,,r1C2,463201291,57.23,,
     1.822765416,11149176,,instructions,468289219,57.82,0.65,insn per cycle
     1.822765416,33843,,cache-misses,472682246,58.37,0.824,of all cache refs
     1.822765416,3457609,,L1-dcache-loads,409830325,50.61,,
     1.822765416,3500153,,L1-dcache-stores,409795036,50.60,,
     1.822765416,1162396,,branch-instructions,409754260,50.60,,
     1.822765416,148908,,branch-misses,409715551,50.60,11.99,of all branches
     1.822765416,4855693,,cache-references,408350990,50.43,,
     1.822765416,22944255,,cpu-cycles,475031436,58.67,,
     1.822765416,204979,,r110,470610643,58.13,,
     1.822765416,0,,r13C,466665302,57.64,,
     1.822765416,0,,r1A2,466666037,57.65,,
     1.822765416,5333,,r1C2,466661280,57.65,,
     2.025474374,9070642,,instructions,470017875,58.03,0.53,insn per cycle
     2.025474374,16924,,cache-misses,469986891,58.02,0.411,of all cache refs
     2.025474374,4325528,,L1-dcache-loads,401955865,49.63,,
     2.025474374,4554453,,L1-dcache-stores,401921272,49.62,,
     2.025474374,1387837,,branch-instructions,401883396,49.62,,
     2.025474374,163027,,branch-misses,405228142,50.04,12.97,of all branches
     2.025474374,4168664,,cache-references,407987730,50.38,,
     2.025474374,16582705,,cpu-cycles,475987501,58.78,,
     2.025474374,151480,,r110,475997735,58.79,,
     2.025474374,0,,r13C,475998803,58.79,,
     2.025474374,0,,r1A2,475999032,58.79,,
     2.025474374,1470,,r1C2,472657730,58.38,,
     2.227924947,10469656,,instructions,464540696,57.35,0.62,insn per cycle
     2.227924947,22465,,cache-misses,464512628,57.35,0.555,of all cache refs
     2.227924947,4219331,,L1-dcache-loads,401245824,49.54,,
     2.227924947,4132684,,L1-dcache-stores,404840209,49.99,,
     2.227924947,1249717,,branch-instructions,408432089,50.43,,
     2.227924947,142842,,branch-misses,412025493,50.88,11.37,of all branches
     2.227924947,3374613,,cache-references,414533807,51.19,,
     2.227924947,14414023,,cpu-cycles,481440848,59.46,,
     2.227924947,146657,,r110,477824565,59.01,,
     2.227924947,0,,r13C,474199286,58.57,,
     2.227924947,0,,r1A2,470573808,58.12,,
     2.227924947,1486,,r1C2,466943983,57.67,,
     2.430365520,9900117,,instructions,467884154,57.77,0.58,insn per cycle
     2.430365520,15201,,cache-misses,471178672,58.17,0.379,of all cache refs
     2.430365520,3350522,,L1-dcache-loads,407807956,50.35,,
     2.430365520,3422217,,L1-dcache-stores,409884519,50.61,,
     2.430365520,1121141,,branch-instructions,409853673,50.61,,
     2.430365520,150211,,branch-misses,409824133,50.61,12.07,of all branches
     2.430365520,3589764,,cache-references,408797887,50.48,,
     2.430365520,17696946,,cpu-cycles,475475135,58.72,,
     2.430365520,172908,,r110,472160691,58.31,,
     2.430365520,0,,r13C,468837319,57.90,,
     2.430365520,0,,r1A2,466666707,57.64,,
     2.430365520,963,,r1C2,466662432,57.64,,
     2.632867238,8608331,,instructions,471520105,58.21,0.51,insn per cycle
     2.632867238,12935,,cache-misses,471495922,58.21,0.321,of all cache refs
     2.632867238,3525735,,L1-dcache-loads,403778242,49.85,,
     2.632867238,4563793,,L1-dcache-stores,403753823,49.85,,
     2.632867238,1412857,,branch-instructions,403724780,49.85,,
     2.632867238,173889,,branch-misses,404022341,49.89,13.82,of all branches
     2.632867238,4330273,,cache-references,406143374,50.15,,
     2.632867238,17118778,,cpu-cycles,473836215,58.51,,
     2.632867238,161148,,r110,473845053,58.52,,
     2.632867238,0,,r13C,473845097,58.52,,
     2.632867238,0,,r1A2,473845245,58.52,,
     2.632867238,1354,,r1C2,473548943,58.49,,
     2.835485520,10588900,,instructions,467160637,57.67,0.63,insn per cycle
     2.835485520,25042,,cache-misses,467137222,57.67,0.628,of all cache refs
     2.835485520,4359776,,L1-dcache-loads,400978788,49.51,,
     2.835485520,4238449,,L1-dcache-stores,403803833,49.86,,
     2.835485520,1275395,,branch-instructions,406626009,50.21,,
     2.835485520,149476,,branch-misses,409448922,50.56,11.87,of all branches
     2.835485520,3387615,,cache-references,411418561,50.80,,
     2.835485520,14186986,,cpu-cycles,479990440,59.27,,
     2.835485520,143120,,r110,477594451,58.98,,
     2.835485520,0,,r13C,474744864,58.63,,
     2.835485520,0,,r1A2,471895905,58.28,,
     2.835485520,1562,,r1C2,469043275,57.93,,
     3.037938228,10068715,,instructions,467640987,57.73,0.60,insn per cycle
     3.037938228,14411,,cache-misses,470275924,58.06,0.364,of all cache refs
     3.037938228,3340234,,L1-dcache-loads,406246407,50.16,,
     3.037938228,3341245,,L1-dcache-stores,408883817,50.48,,
     3.037938228,1118465,,branch-instructions,409897813,50.61,,
     3.037938228,152997,,branch-misses,409874022,50.61,12.24,of all branches
     3.037938228,3551547,,cache-references,409052959,50.51,,
     3.037938228,14721064,,cpu-cycles,475727713,58.74,,
     3.037938228,174238,,r110,473077230,58.42,,
     3.037938228,0,,r13C,470418817,58.09,,
     3.037938228,0,,r1A2,467759796,57.77,,
     3.037938228,693,,r1C2,466662546,57.63,,
     3.240422238,8792908,,instructions,472488028,58.33,0.52,insn per cycle
     3.240422238,33562,,cache-misses,472470990,58.33,0.832,of all cache refs
     3.240422238,4249643,,L1-dcache-loads,404950658,50.00,,
     3.240422238,4355485,,L1-dcache-stores,404931664,50.00,,
     3.240422238,1587389,,branch-instructions,404908604,49.99,,
     3.240422238,204279,,branch-misses,404886697,49.99,16.07,of all branches
     3.240422238,5129677,,cache-references,404991329,50.01,,
     3.240422238,21588840,,cpu-cycles,472491394,58.34,,
     3.240422238,155262,,r110,472498328,58.35,,
     3.240422238,0,,r13C,472498605,58.35,,
     3.240422238,0,,r1A2,472498862,58.35,,
     3.240422238,1199,,r1C2,472496033,58.35,,
     3.442991405,10459326,,instructions,468838116,57.88,0.62,insn per cycle
     3.442991405,22013,,cache-misses,468820099,57.88,0.551,of all cache refs
     3.442991405,4359846,,L1-dcache-loads,400805987,49.48,,
     3.442991405,4298963,,L1-dcache-stores,403132994,49.77,,
     3.442991405,1272181,,branch-instructions,405457017,50.06,,
     3.442991405,159402,,branch-misses,407781435,50.35,12.54,of all branches
     3.442991405,3398218,,cache-references,409403319,50.55,,
     3.442991405,14098210,,cpu-cycles,477638438,58.98,,
     3.442991405,145770,,r110,477430553,58.95,,
     3.442991405,0,,r13C,475084079,58.67,,
     3.442991405,0,,r1A2,472738359,58.38,,
     3.442991405,1963,,r1C2,470388953,58.09,,
     3.645601196,9692000,,instructions,467479130,57.71,0.58,insn per cycle
     3.645601196,36957,,cache-misses,469675796,57.98,0.929,of all cache refs
     3.645601196,3843634,,L1-dcache-loads,405204679,50.03,,
     3.645601196,3486365,,L1-dcache-stores,407403189,50.30,,
     3.645601196,1105392,,branch-instructions,409598224,50.57,,
     3.645601196,151126,,branch-misses,409926222,50.61,11.98,of all branches
     3.645601196,3679899,,cache-references,409242362,50.53,,
     3.645601196,16090512,,cpu-cycles,475916341,58.76,,
     3.645601196,170099,,r110,473707814,58.49,,
     3.645601196,0,,r13C,471492085,58.22,,
     3.645601196,0,,r1A2,469277660,57.95,,
     3.645601196,4921,,r1C2,467058745,57.68,,
     3.848220936,8567951,,instructions,472348606,58.31,0.51,insn per cycle
     3.848220936,11798,,cache-misses,473198098,58.42,0.294,of all cache refs
     3.848220936,3476316,,L1-dcache-loads,405811577,50.10,,
     3.848220936,3532452,,L1-dcache-stores,405795450,50.10,,
     3.848220936,1159646,,branch-instructions,405775546,50.10,,
     3.848220936,175113,,branch-misses,405756687,50.10,13.94,of all branches
     3.848220936,4536907,,cache-references,405108079,50.02,,
     3.848220936,17874860,,cpu-cycles,472482580,58.34,,
     3.848220936,161493,,r110,471577918,58.23,,
     3.848220936,0,,r13C,471577877,58.23,,
     3.848220936,0,,r1A2,471578225,58.23,,
     3.848220936,393,,r1C2,471575026,58.23,,
     4.050653696,8856015,,instructions,470045464,58.03,0.53,insn per cycle
     4.050653696,25722,,cache-misses,470029501,58.03,0.641,of all cache refs
     4.050653696,4662303,,L1-dcache-loads,402011581,49.63,,
     4.050653696,4556434,,L1-dcache-stores,402663087,49.71,,
     4.050653696,1340843,,branch-instructions,404638233,49.96,,
     4.050653696,165718,,branch-misses,406614652,50.20,13.15,of all branches
     4.050653696,4148700,,cache-references,407992469,50.37,,
     4.050653696,16628131,,cpu-cycles,475992569,58.77,,
     4.050653696,141278,,r110,475998801,58.77,,
     4.050653696,0,,r13C,475354361,58.69,,
     4.050653696,0,,r1A2,473360761,58.45,,
     4.050653696,1701,,r1C2,471363438,58.20,,
     4.253108019,10261086,,instructions,467363674,57.70,0.61,insn per cycle
     4.253108019,15483,,cache-misses,469245983,57.93,0.388,of all cache refs
     4.253108019,4036068,,L1-dcache-loads,404461181,49.93,,
     4.253108019,3332551,,L1-dcache-stores,406345487,50.17,,
     4.253108019,1096040,,branch-instructions,408226945,50.40,,
