time,freq,util
.151451146,600000,34.4828
.336949427,600000,33.3333
.517434583,600000,30.8824
.700386302,600000,34.6667
.880423646,600000,36
1.061179635,600000,34.2466
1.242831041,600000,32.3944
1.425565833,600000,31.9444
1.613216510,600000,29.5775
1.795212604,600000,31.4286
1.979260364,600000,31.9444
2.160600781,600000,35.1351
2.342150885,600000,33.3333
2.524913072,600000,30
2.707279062,600000,30
2.891628384,600000,31.9444
3.076664374,600000,31.9444
3.260096301,600000,31.9444
3.441060259,600000,33.3333
3.621834530,600000,33.3333
3.804687603,600000,31.4286
3.988394478,600000,28.9855
4.171994426,600000,31.9444
4.355676665,600000,30.9859
4.540262915,600000,32.8767
4.721861925,600000,33.3333
4.904413123,600000,31.9444
5.107792134,600000,31.1688
5.288657290,600000,34.2466
5.470218175,600000,32.3944
5.651974321,600000,32.3944
5.834031404,600000,32.3944
6.016221925,600000,28.9855
6.198741196,600000,34.2466
6.381713071,600000,31.4286
6.563482550,600000,32.3944
6.744787133,600000,30.9859
6.927094164,600000,29.4118
7.109376768,600000,33.3333
7.291233591,600000,33.7838
7.472969060,600000,31.4286
7.657001091,600000,32.8767
7.838799008,600000,33.3333
8.021419164,600000,33.3333
8.203733122,600000,30.9859
8.386235466,600000,30.4348
8.568164007,600000,30.9859
8.750661455,600000,33.3333
8.933349945,600000,30.9859
9.116784840,600000,30.4348
9.299290049,600000,32.3944
9.481451611,600000,33.7838
9.663042236,600000,31.4286
9.844552184,600000,30.4348
10.041486975,600000,45.5696
10.252357288,600000,61.4458
10.442687392,600000,57.3333
10.633649527,600000,56.338
10.815140569,600000,55.7143
11.011932652,600000,54.6667
11.193719996,600000,57.5342
11.375635673,600000,55.8824
11.557634579,600000,56.338
11.739652808,600000,58.1081
11.933328954,600000,57.3333
12.116970725,600000,57.5342
12.299964839,600000,57.5342
12.482544110,600000,57.5342
12.664255204,600000,56.338
12.845758902,600000,55.0725
13.027991506,600000,55.7143
13.210037078,600000,57.5342
13.394073172,600000,56.9444
