     0.200445104,8896312,,instructions,801061616,100.00,,
     0.200445104,35561,,cache-misses,801033178,100.00,,
     0.401383801,8381545,,instructions,802299871,100.00,,
     0.401383801,12441,,cache-misses,802232814,100.00,,
     0.601878853,8349535,,instructions,802311668,100.00,,
     0.601878853,12579,,cache-misses,802262606,100.00,,
     0.802345989,8233865,,instructions,802206538,100.00,,
     0.802345989,9671,,cache-misses,802165822,100.00,,
     1.002849687,8917104,,instructions,802150043,100.00,,
     1.002849687,24553,,cache-misses,802132085,100.00,,
     1.203460364,8276753,,instructions,802209759,100.00,,
     1.203460364,11303,,cache-misses,802186096,100.00,,
     1.403918489,8214970,,instructions,802159875,100.00,,
     1.403918489,9154,,cache-misses,802135991,100.00,,
     1.604360520,8213752,,instructions,802111727,100.00,,
     1.604360520,8813,,cache-misses,802090262,100.00,,
     1.804811561,8420947,,instructions,802074498,100.00,,
     1.804811561,14133,,cache-misses,802057780,100.00,,
     2.005276978,8235092,,instructions,802055372,100.00,,
     2.005276978,9434,,cache-misses,802038726,100.00,,
     2.205726301,8442276,,instructions,802031294,100.00,,
     2.205726301,11395,,cache-misses,802016735,100.00,,
     2.406228019,9051531,,instructions,802022055,100.00,,
     2.406228019,26446,,cache-misses,802014724,100.00,,
     2.606816561,8289768,,instructions,802052546,100.00,,
     2.606816561,12286,,cache-misses,802041016,100.00,,
     2.807289478,8300572,,instructions,802041669,100.00,,
     2.807289478,10857,,cache-misses,802031237,100.00,,
     3.007736821,8249927,,instructions,802026307,100.00,,
     3.007736821,10007,,cache-misses,802015044,100.00,,
     3.208179165,8177222,,instructions,802010500,100.00,,
     3.208179165,8932,,cache-misses,801999790,100.00,,
     3.408620780,8195342,,instructions,801996056,100.00,,
     3.408620780,8821,,cache-misses,801986037,100.00,,
     3.609064529,8219070,,instructions,801983448,100.00,,
     3.609064529,10239,,cache-misses,801974131,100.00,,
     3.809511821,8367283,,instructions,801972628,100.00,,
     3.809511821,13177,,cache-misses,801964336,100.00,,
     4.010015050,8909357,,instructions,801971859,100.00,,
     4.010015050,25770,,cache-misses,801966419,100.00,,
     4.210602081,8400954,,instructions,801991609,100.00,,
     4.210602081,13017,,cache-misses,801984630,100.00,,
     4.411068123,8134449,,instructions,801986699,100.00,,
     4.411068123,9634,,cache-misses,801979448,100.00,,
     4.611641508,8163469,,instructions,802000530,100.00,,
     4.611641508,10269,,cache-misses,801993263,100.00,,
     4.812092081,8257744,,instructions,801991708,100.00,,
     4.812092081,12206,,cache-misses,801985199,100.00,,
     5.012575987,8352262,,instructions,801987502,100.00,,
     5.012575987,18876,,cache-misses,801982804,100.00,,
     5.213203748,8526684,,instructions,802007722,100.00,,
     5.213203748,16302,,cache-misses,802003241,100.00,,
     5.413750310,8899704,,instructions,802013140,100.00,,
     5.413750310,25092,,cache-misses,802009836,100.00,,
     5.614337914,8207012,,instructions,802027911,100.00,,
     5.614337914,11037,,cache-misses,802022457,100.00,,
     5.814787966,8205288,,instructions,802020480,100.00,,
     5.814787966,10479,,cache-misses,802014874,100.00,,
     6.015244945,8336813,,instructions,802013488,100.00,,
     6.015244945,13391,,cache-misses,802008514,100.00,,
     6.215707758,8142465,,instructions,802008895,100.00,,
     6.215707758,9577,,cache-misses,802003520,100.00,,
     6.416154060,8326624,,instructions,802001932,100.00,,
     6.416154060,11054,,cache-misses,801996716,100.00,,
     6.616598591,8157535,,instructions,801995153,100.00,,
     6.616598591,9988,,cache-misses,801990073,100.00,,
     6.817041612,8143043,,instructions,801988744,100.00,,
     6.817041612,8977,,cache-misses,801983718,100.00,,
     7.017531143,9007886,,instructions,801985515,100.00,,
     7.017531143,28054,,cache-misses,801982622,100.00,,
     7.218112809,8182073,,instructions,801996755,100.00,,
     7.218112809,10597,,cache-misses,801992359,100.00,,
     7.418559788,8254491,,instructions,801991429,100.00,,
