     0.200297344,15986317,,instructions,800706252,100.00,,
     0.200297344,120613,,cache-misses,800721877,100.00,,
     0.509237344,13428938,,instructions,1018265862,100.00,,
     0.509237344,39478,,cache-misses,1018243258,100.00,,
     0.709614323,8749447,,instructions,946025436,100.00,,
     0.709614323,18897,,cache-misses,945999777,100.00,,
     0.909993541,11896069,,instructions,909880159,100.00,,
     0.909993541,61127,,cache-misses,909876369,100.00,,
     1.110543958,14024022,,instructions,888356315,100.00,,
     1.110543958,83490,,cache-misses,888343648,100.00,,
     1.310951354,8630262,,instructions,873905931,100.00,,
     1.310951354,16409,,cache-misses,873891886,100.00,,
     1.511377135,9171612,,instructions,863587964,100.00,,
     1.511377135,25239,,cache-misses,863578574,100.00,,
     1.711864062,9666248,,instructions,855878804,100.00,,
     1.711864062,30436,,cache-misses,855874377,100.00,,
     1.912342395,8598153,,instructions,849888625,100.00,,
     1.912342395,16677,,cache-misses,849879533,100.00,,
     2.112724895,8612756,,instructions,845054153,100.00,,
     2.112724895,13941,,cache-misses,845044877,100.00,,
     2.313097551,8614741,,instructions,841093989,100.00,,
     2.313097551,14262,,cache-misses,841085490,100.00,,
     2.513472759,8683572,,instructions,837794460,100.00,,
     2.513472759,16003,,cache-misses,837786703,100.00,,
     2.713852343,8683644,,instructions,835003564,100.00,,
     2.713852343,15680,,cache-misses,834996657,100.00,,
     2.914229999,8634899,,instructions,832611632,100.00,,
     2.914229999,14237,,cache-misses,832605039,100.00,,
     3.114605468,8607512,,instructions,830537717,100.00,,
     3.114605468,14517,,cache-misses,830531492,100.00,,
     3.314996353,9477192,,instructions,828722710,100.00,,
     3.314996353,29978,,cache-misses,828720259,100.00,,
     3.515394999,8815403,,instructions,827129451,100.00,,
     3.515394999,16840,,cache-misses,827124895,100.00,,
     3.715706561,8679138,,instructions,825692135,100.00,,
     3.715706561,16675,,cache-misses,825687401,100.00,,
     3.916012603,8556445,,instructions,824404895,100.00,,
     3.916012603,13899,,cache-misses,824400035,100.00,,
     4.116322863,8728311,,instructions,823244966,100.00,,
     4.116322863,21156,,cache-misses,823241288,100.00,,
     4.316636353,8577086,,instructions,822198879,100.00,,
     4.316636353,14474,,cache-misses,822194873,100.00,,
     4.516930936,8536183,,instructions,821243814,100.00,,
     4.516930936,13866,,cache-misses,821239661,100.00,,
     4.717271300,9480921,,instructions,820375810,100.00,,
     4.717271300,27788,,cache-misses,820374615,100.00,,
     4.917686144,8588247,,instructions,819598472,100.00,,
     4.917686144,17013,,cache-misses,819595275,100.00,,
     5.118030050,17292368,,instructions,818867602,100.00,,
     5.118030050,122306,,cache-misses,818866221,100.00,,
     5.318466508,8763954,,instructions,818210401,100.00,,
     5.318466508,19893,,cache-misses,818207969,100.00,,
     5.518806508,8716789,,instructions,817586132,100.00,,
     5.518806508,18744,,cache-misses,817583931,100.00,,
     5.719203852,8844829,,instructions,817015253,100.00,,
     5.719203852,19600,,cache-misses,817012735,100.00,,
     5.919598175,15355838,,instructions,816480566,100.00,,
     5.919598175,100442,,cache-misses,816480025,100.00,,
     6.120048383,10571993,,instructions,815992941,100.00,,
     6.120048383,40620,,cache-misses,815991026,100.00,,
     6.320394998,9339454,,instructions,815521640,100.00,,
     6.320394998,30800,,cache-misses,815519916,100.00,,
     6.520764789,8665383,,instructions,815082650,100.00,,
     6.520764789,22735,,cache-misses,815081060,100.00,,
     6.721135206,8791571,,instructions,814671320,100.00,,
     6.721135206,19503,,cache-misses,814669173,100.00,,
     6.921470049,8695098,,instructions,814279428,100.00,,
     6.921470049,18010,,cache-misses,814277159,100.00,,
     7.121774216,8485750,,instructions,813906695,100.00,,
     7.121774216,13542,,cache-misses,813904142,100.00,,
     7.322067133,8518005,,instructions,813552914,100.00,,
     7.322067133,14401,,cache-misses,813550462,100.00,,
     7.522402341,8534200,,instructions,813222909,100.00,,
     7.522402341,14073,,cache-misses,813220514,100.00,,
     7.722749372,9587072,,instructions,812909559,100.00,,
     7.722749372,29559,,cache-misses,812908749,100.00,,
     7.923175882,8589955,,instructions,812623305,100.00,,
     7.923175882,18756,,cache-misses,812621621,100.00,,
     8.123488695,8465288,,instructions,812339813,100.00,,
