idle,3.067436,8.072639
turn_on,9.073863,9.286154
turn_on_idle,9.286349,14.291447
scan,15.292801,35.909887
scan_idle,35.909973,40.915052
connect,41.916230,46.323791
connect_idle,46.323892,51.328982
200,55.333346,55.333466
200,59.337654,59.337771
200,63.341962,63.342071
200,67.346247,67.346355
200,71.350527,71.350638
500,75.354963,75.355081
500,79.359249,79.359358
500,83.363547,83.363660
500,87.367850,87.367959
500,91.372126,91.372237
1000,95.376729,95.376839
1000,99.381029,99.381143
1000,103.385334,103.385449
1000,107.389634,107.389748
1000,111.393930,111.394040
2000,115.398359,115.398477
2000,119.402673,119.402790
2000,123.406978,123.407102
2000,127.411284,127.411405
2000,131.415566,131.415684
5000,135.420024,135.420161
5000,139.424369,139.424513
5000,143.428707,143.428850
5000,147.433034,147.433173
5000,151.437352,151.437487
10000,155.441828,155.442000
10000,159.446205,159.446380
10000,163.450574,163.450746
10000,167.454933,167.455106
10000,171.459302,171.459478
20000,175.463861,175.464105
20000,179.468294,179.468537
20000,183.472732,183.472977
20000,187.477169,187.477409
20000,191.481597,191.481832
50000,195.486261,196.030507
50000,200.034696,200.035554
50000,204.039754,204.040940
50000,208.045149,208.333403
50000,212.337610,212.894677
100000,216.899195,217.592560
100000,221.596773,223.030278
100000,227.034483,228.130355
100000,232.132585,232.817887
100000,236.822100,238.323215
200000,242.328026,245.590286
200000,249.592624,252.135625
200000,256.139843,260.434306
200000,264.438527,266.251974
200000,270.256193,274.523565
500000,278.529375,285.123487
500000,289.127723,296.472457
500000,300.476734,310.375178
500000,314.379398,325.245212
500000,329.249438,339.425156
1000000,343.432436,359.800327
1000000,363.804546,380.837206
1000000,384.841433,402.535817
1000000,406.540044,423.302787
1000000,427.307008,444.826459
