time,freq,util
.100326510,1200000,38.4615
.201557240,1200000,31.7073
.303057760,1200000,28.9474
.404899635,1200000,32.5
.506962812,1200000,30.7692
.608759375,1200000,28.2051
.711794635,1200000,32.5
.814725573,1200000,28.2051
.917101145,1200000,32.5
1.018766406,1200000,30
1.121932864,1200000,30.7692
1.225065000,1200000,30
1.327438593,1200000,32.5
1.429865260,1200000,33.3333
1.533224947,1200000,30.7692
1.635432395,1200000,30.7692
1.737812656,1200000,34.1463
1.840532343,1200000,30
1.943276718,1200000,32.5
2.045571041,1200000,30
2.147825780,1200000,34.1463
2.249797551,1200000,30.7692
2.352065468,1200000,33.3333
2.454886562,1200000,28.9474
2.557438801,1200000,32.5
2.659601666,1200000,30
2.762385936,1200000,35.7143
2.864773072,1200000,28.2051
2.967389009,1200000,32.5
3.069610832,1200000,30.7692
3.172622134,1200000,31.7073
3.274882655,1200000,34.1463
3.377750415,1200000,32.5
3.479990780,1200000,30
3.582923176,1200000,32.5
3.685074947,1200000,30
3.791775936,1200000,35.7143
3.893501717,1200000,30
3.997472603,1200000,33.3333
4.103537655,1200000,32.5
4.208819113,1200000,37.7778
4.313969894,1200000,30
4.419791717,1200000,37.2093
4.525074165,1200000,30
4.631356613,1200000,34.1463
4.735424321,1200000,31.7073
4.911760154,1200000,20.2899
5.018642498,1200000,34.1463
5.124505936,1200000,30
5.229194321,1200000,38.6364
5.334242706,1200000,30
5.439421040,1200000,34.1463
5.544941248,1200000,31.7073
5.649818904,1200000,37.2093
5.755422810,1200000,30
5.861382602,1200000,34.8837
5.966436039,1200000,34.1463
6.072853904,1200000,31.7073
6.177813279,1200000,34.1463
6.283929373,1200000,31.7073
6.389734216,1200000,34.8837
6.494023591,1200000,35.7143
6.599260102,1200000,33.3333
6.703978591,1200000,30.7692
6.809707497,1200000,36.3636
6.914364372,1200000,32.5
7.019010570,1200000,33.3333
7.125584060,1200000,31.7073
7.230897549,1200000,32.5
7.335502028,1200000,34.1463
7.439928070,1200000,34.8837
7.546561924,1200000,30.7692
7.651927028,1200000,31.7073
7.756974997,1200000,31.7073
7.861006612,1200000,30.7692
7.965877184,1200000,30.7692
8.071915205,1200000,36.3636
8.175577914,1200000,30.7692
8.281246507,1200000,34.8837
8.385251663,1200000,32.5
8.490937288,1200000,31.7073
8.596070830,1200000,30.7692
8.700908226,1200000,31.7073
8.804629059,1200000,32.5
8.910664476,1200000,31.7073
9.016814528,1200000,34.1463
9.122974788,1200000,31.7073
9.227760621,1200000,33.3333
9.333264892,1200000,32.5
9.437637184,1200000,36.3636
9.541714215,1200000,32.5
9.646775309,1200000,35.7143
9.750621819,1200000,32.5
9.855833902,1200000,30
9.972268955,1200000,30.2326
10.079535829,1200000,33.3333
10.184411142,1200000,32.5
10.291175465,1200000,33.3333
10.396669944,1200000,30
10.503141506,1200000,34.8837
10.607501819,1200000,32.5
10.713321975,1200000,34.8837
10.818896715,1200000,38.6364
10.924454006,1200000,30
11.029249527,1200000,34.1463
11.134642756,1200000,31.7073
11.239763850,1200000,30
11.345198746,1200000,34.1463
11.451753173,1200000,31.7073
11.557006714,1200000,33.3333
11.663023225,1200000,31.7073
11.767756714,1200000,34.1463
11.873362600,1200000,31.7073
